date,Exxon
2014-03-16,18.24
2014-03-17,22.56
2014-03-18,24.96
2014-03-19,23.52
2014-03-20,24.48
2014-03-21,27.84
2014-03-22,20.16
2014-03-23,24.96
2014-03-24,48.0
2014-03-25,40.32
2014-03-26,42.239999999999995
2014-03-27,26.88
2014-03-28,25.919999999999998
2014-03-29,21.599999999999998
2014-03-30,16.8
2014-03-31,26.88
2014-04-01,41.8
2014-04-02,36.52
2014-04-03,33.0
2014-04-04,44.0
2014-04-05,25.52
2014-04-06,23.76
2014-04-07,31.68
2014-04-08,37.84
2014-04-09,31.68
2014-04-10,36.96
2014-04-11,32.56
2014-04-12,28.6
2014-04-13,27.72
2014-04-14,39.6
2014-04-15,32.12
2014-04-16,36.52
2014-04-17,35.64
2014-04-18,29.48
2014-04-19,27.28
2014-04-20,25.52
2014-04-21,35.2
2014-04-22,33.44
2014-04-23,32.56
2014-04-24,39.6
2014-04-25,40.48
2014-04-26,25.96
2014-04-27,29.04
2014-04-28,30.36
2014-04-29,35.64
2014-04-30,36.52
2014-05-01,43.0
2014-05-02,40.42
2014-05-03,28.81
2014-05-04,24.509999999999998
2014-05-05,36.12
2014-05-06,32.68
2014-05-07,37.41
2014-05-08,33.97
2014-05-09,32.25
2014-05-10,29.24
2014-05-11,22.79
2014-05-12,33.54
2014-05-13,29.669999999999998
2014-05-14,32.68
2014-05-15,33.11
2014-05-16,26.23
2014-05-17,20.21
2014-05-18,32.25
2014-05-19,37.41
2014-05-20,27.95
2014-05-21,34.83
2014-05-22,33.54
2014-05-23,31.39
2014-05-24,20.64
2014-05-25,21.5
2014-05-26,22.36
2014-05-27,30.53
2014-05-28,32.25
2014-05-29,33.97
2014-05-30,28.81
2014-05-31,24.94
2014-06-01,30.24
2014-06-02,36.12
2014-06-03,41.58
2014-06-04,34.86
2014-06-05,34.019999999999996
2014-06-06,42.0
2014-06-07,39.059999999999995
2014-06-08,20.58
2014-06-09,38.64
2014-06-10,36.54
2014-06-11,34.019999999999996
2014-06-12,34.019999999999996
2014-06-13,39.059999999999995
2014-06-14,32.339999999999996
2014-06-15,20.16
2014-06-16,39.48
2014-06-17,28.98
2014-06-18,41.58
2014-06-19,31.5
2014-06-20,41.16
2014-06-21,33.18
2014-06-22,31.08
2014-06-23,34.86
2014-06-24,36.96
2014-06-25,40.74
2014-06-26,33.6
2014-06-27,30.24
2014-06-28,28.98
2014-06-29,29.82
2014-06-30,35.699999999999996
2014-07-01,28.98
2014-07-02,31.5
2014-07-03,27.72
2014-07-04,21.419999999999998
2014-07-05,34.019999999999996
2014-07-06,23.099999999999998
2014-07-07,32.339999999999996
2014-07-08,34.86
2014-07-09,30.66
2014-07-10,34.44
2014-07-11,26.88
2014-07-12,28.14
2014-07-13,20.16
2014-07-14,28.56
2014-07-15,27.72
2014-07-16,30.24
2014-07-17,40.32
2014-07-18,32.76
2014-07-19,23.099999999999998
2014-07-20,18.06
2014-07-21,34.019999999999996
2014-07-22,33.6
2014-07-23,25.2
2014-07-24,42.0
2014-07-25,32.76
2014-07-26,18.06
2014-07-27,24.36
2014-07-28,31.5
2014-07-29,28.56
2014-07-30,34.019999999999996
2014-07-31,40.32
2014-08-01,34.800000000000004
2014-08-02,23.200000000000003
2014-08-03,22.8
2014-08-04,25.6
2014-08-05,32.0
2014-08-06,28.8
2014-08-07,40.0
2014-08-08,36.800000000000004
2014-08-09,28.0
2014-08-10,24.0
2014-08-11,28.400000000000002
2014-08-12,20.400000000000002
2014-08-13,32.4
2014-08-14,32.0
2014-08-15,30.8
2014-08-16,33.6
2014-08-17,16.400000000000002
2014-08-18,28.400000000000002
2014-08-19,29.200000000000003
2014-08-20,30.400000000000002
2014-08-21,30.400000000000002
2014-08-22,29.6
2014-08-23,27.6
2014-08-24,16.400000000000002
2014-08-25,26.8
2014-08-26,26.8
2014-08-27,28.400000000000002
2014-08-28,29.6
2014-08-29,29.6
2014-08-30,21.6
2014-08-31,25.200000000000003
2014-09-01,27.72
2014-09-02,36.52
2014-09-03,26.84
2014-09-04,33.44
2014-09-05,29.92
2014-09-06,21.12
2014-09-07,18.48
2014-09-08,29.92
2014-09-09,34.76
2014-09-10,32.12
2014-09-11,34.32
2014-09-12,31.24
2014-09-13,18.48
2014-09-14,22.0
2014-09-15,28.16
2014-09-16,29.48
2014-09-17,32.12
2014-09-18,33.44
2014-09-19,32.56
2014-09-20,24.64
2014-09-21,23.76
2014-09-22,34.32
2014-09-23,30.8
2014-09-24,33.88
2014-09-25,33.0
2014-09-26,26.84
2014-09-27,27.28
2014-09-28,24.2
2014-09-29,35.64
2014-09-30,44.0
2014-10-01,36.34
2014-10-02,33.120000000000005
2014-10-03,36.800000000000004
2014-10-04,29.44
2014-10-05,23.46
2014-10-06,37.72
2014-10-07,36.800000000000004
2014-10-08,35.42
2014-10-09,40.02
2014-10-10,39.1
2014-10-11,33.58
2014-10-12,24.380000000000003
2014-10-13,39.56
2014-10-14,37.72
2014-10-15,44.620000000000005
2014-10-16,46.0
2014-10-17,32.660000000000004
2014-10-18,21.62
2014-10-19,24.84
2014-10-20,42.78
2014-10-21,30.82
2014-10-22,34.96
2014-10-23,32.2
2014-10-24,34.5
2014-10-25,26.68
2014-10-26,21.62
2014-10-27,38.18
2014-10-28,30.360000000000003
2014-10-29,26.68
2014-10-30,32.660000000000004
2014-10-31,39.1
2014-11-01,23.779999999999998
2014-11-02,29.52
2014-11-03,31.979999999999997
2014-11-04,34.85
2014-11-05,26.65
2014-11-06,24.189999999999998
2014-11-07,36.9
2014-11-08,24.599999999999998
2014-11-09,23.779999999999998
2014-11-10,30.34
2014-11-11,28.7
2014-11-12,27.06
2014-11-13,35.26
2014-11-14,31.569999999999997
2014-11-15,25.83
2014-11-16,24.189999999999998
2014-11-17,25.419999999999998
2014-11-18,27.88
2014-11-19,32.8
2014-11-20,31.979999999999997
2014-11-21,41.0
2014-11-22,24.599999999999998
2014-11-23,18.86
2014-11-24,31.159999999999997
2014-11-25,27.88
2014-11-26,29.52
2014-11-27,20.5
2014-11-28,36.489999999999995
2014-11-29,32.8
2014-11-30,29.52
2014-12-01,37.5
2014-12-02,41.0
2014-12-03,41.0
2014-12-04,37.0
2014-12-05,40.0
2014-12-06,28.5
2014-12-07,24.5
2014-12-08,37.0
2014-12-09,31.0
2014-12-10,30.5
2014-12-11,38.0
2014-12-12,41.0
2014-12-13,28.0
2014-12-14,29.0
2014-12-15,39.0
2014-12-16,50.0
2014-12-17,39.5
2014-12-18,45.0
2014-12-19,41.0
2014-12-20,32.5
2014-12-21,29.0
2014-12-22,29.5
2014-12-23,37.0
2014-12-24,35.5
2014-12-25,28.0
2014-12-26,29.0
2014-12-27,23.5
2014-12-28,21.5
2014-12-29,46.0
2014-12-30,38.0
2014-12-31,35.0
2015-01-01,29.7
2015-01-02,28.35
2015-01-03,25.650000000000002
2015-01-04,22.95
2015-01-05,40.050000000000004
2015-01-06,43.2
2015-01-07,45.0
2015-01-08,36.0
2015-01-09,37.35
2015-01-10,22.05
2015-01-11,22.5
2015-01-12,34.65
2015-01-13,33.300000000000004
2015-01-14,35.1
2015-01-15,29.7
2015-01-16,40.95
2015-01-17,28.35
2015-01-18,26.55
2015-01-19,28.35
2015-01-20,34.2
2015-01-21,34.2
2015-01-22,34.65
2015-01-23,28.35
2015-01-24,26.1
2015-01-25,19.35
2015-01-26,29.25
2015-01-27,28.8
2015-01-28,36.0
2015-01-29,34.65
2015-01-30,32.85
2015-01-31,22.05
2015-02-01,10.8
2015-02-02,14.040000000000001
2015-02-03,21.060000000000002
2015-02-04,17.82
2015-02-05,15.120000000000001
2015-02-06,15.120000000000001
2015-02-07,12.420000000000002
2015-02-08,11.34
2015-02-09,16.200000000000003
2015-02-10,15.120000000000001
2015-02-11,16.200000000000003
2015-02-12,16.200000000000003
2015-02-13,15.120000000000001
2015-02-14,10.8
2015-02-15,10.8
2015-02-16,14.040000000000001
2015-02-17,13.5
2015-02-18,54.0
2015-02-19,36.72
2015-02-20,20.520000000000003
2015-02-21,14.040000000000001
2015-02-22,14.040000000000001
2015-02-23,17.28
2015-02-24,14.040000000000001
2015-02-25,15.120000000000001
2015-02-26,14.580000000000002
2015-02-27,16.740000000000002
2015-02-28,15.66
2015-03-01,23.85
2015-03-02,36.9
2015-03-03,33.75
2015-03-04,39.15
2015-03-05,45.0
2015-03-06,41.4
2015-03-07,41.4
2015-03-08,35.1
2015-03-09,32.4
2015-03-10,42.300000000000004
2015-03-11,31.05
2015-03-12,36.0
2015-03-13,34.65
2015-03-14,31.95
2015-03-15,25.2
2015-03-16,35.550000000000004
2015-03-17,37.35
2015-03-18,31.95
2015-03-19,35.550000000000004
2015-03-20,29.7
2015-03-21,21.150000000000002
2015-03-22,22.95
2015-03-23,35.550000000000004
2015-03-24,43.2
2015-03-25,24.75
2015-03-26,34.65
2015-03-27,35.550000000000004
2015-03-28,28.8
2015-03-29,22.5
2015-03-30,39.6
2015-03-31,30.150000000000002
2015-04-01,36.55
2015-04-02,36.98
2015-04-03,29.669999999999998
2015-04-04,26.23
2015-04-05,22.79
2015-04-06,36.55
2015-04-07,35.26
2015-04-08,40.42
2015-04-09,39.99
2015-04-10,33.11
2015-04-11,28.38
2015-04-12,24.08
2015-04-13,36.55
2015-04-14,43.0
2015-04-15,34.4
2015-04-16,38.7
2015-04-17,30.96
2015-04-18,29.669999999999998
2015-04-19,27.09
2015-04-20,40.42
2015-04-21,38.7
2015-04-22,34.83
2015-04-23,39.56
2015-04-24,37.839999999999996
2015-04-25,28.38
2015-04-26,26.23
2015-04-27,35.69
2015-04-28,35.69
2015-04-29,37.41
2015-04-30,38.7
2015-05-01,39.9
2015-05-02,20.58
2015-05-03,24.36
2015-05-04,37.8
2015-05-05,40.32
2015-05-06,31.919999999999998
2015-05-07,42.0
2015-05-08,31.08
2015-05-09,28.14
2015-05-10,23.099999999999998
2015-05-11,36.12
2015-05-12,33.18
2015-05-13,34.86
2015-05-14,33.18
2015-05-15,26.88
2015-05-16,23.52
2015-05-17,23.099999999999998
2015-05-18,28.98
2015-05-19,35.28
2015-05-20,39.059999999999995
2015-05-21,36.12
2015-05-22,32.76
2015-05-23,26.459999999999997
2015-05-24,20.16
2015-05-25,24.779999999999998
2015-05-26,27.72
2015-05-27,29.82
2015-05-28,31.919999999999998
2015-05-29,25.2
2015-05-30,23.939999999999998
2015-05-31,26.04
2015-06-01,34.03
2015-06-02,29.93
2015-06-03,28.7
2015-06-04,30.34
2015-06-05,24.189999999999998
2015-06-06,18.45
2015-06-07,19.27
2015-06-08,36.9
2015-06-09,31.159999999999997
2015-06-10,36.08
2015-06-11,28.29
2015-06-12,41.0
2015-06-13,30.749999999999996
2015-06-14,23.779999999999998
2015-06-15,31.159999999999997
2015-06-16,29.93
2015-06-17,31.159999999999997
2015-06-18,38.129999999999995
2015-06-19,30.749999999999996
2015-06-20,25.419999999999998
2015-06-21,20.91
2015-06-22,32.8
2015-06-23,36.08
2015-06-24,38.949999999999996
2015-06-25,34.85
2015-06-26,34.85
2015-06-27,23.779999999999998
2015-06-28,17.63
2015-06-29,34.44
2015-06-30,41.0
2015-07-01,33.300000000000004
2015-07-02,40.5
2015-07-03,30.6
2015-07-04,26.55
2015-07-05,19.8
2015-07-06,36.0
2015-07-07,37.35
2015-07-08,35.550000000000004
2015-07-09,45.0
2015-07-10,36.45
2015-07-11,22.5
2015-07-12,30.6
2015-07-13,35.550000000000004
2015-07-14,39.15
2015-07-15,35.550000000000004
2015-07-16,34.2
2015-07-17,31.95
2015-07-18,24.75
2015-07-19,27.900000000000002
2015-07-20,39.6
2015-07-21,39.6
2015-07-22,37.35
2015-07-23,37.800000000000004
2015-07-24,38.7
2015-07-25,29.7
2015-07-26,25.650000000000002
2015-07-27,39.15
2015-07-28,38.7
2015-07-29,41.4
2015-07-30,35.1
2015-07-31,44.1
2015-08-01,26.52
2015-08-02,25.48
2015-08-03,33.28
2015-08-04,41.6
2015-08-05,34.32
2015-08-06,34.84
2015-08-07,36.92
2015-08-08,22.880000000000003
2015-08-09,25.48
2015-08-10,43.160000000000004
2015-08-11,39.52
2015-08-12,33.800000000000004
2015-08-13,28.080000000000002
2015-08-14,32.24
2015-08-15,19.76
2015-08-16,20.28
2015-08-17,30.68
2015-08-18,30.16
2015-08-19,28.080000000000002
2015-08-20,42.64
2015-08-21,36.92
2015-08-22,31.720000000000002
2015-08-23,24.44
2015-08-24,47.32
2015-08-25,52.0
2015-08-26,46.800000000000004
2015-08-27,40.04
2015-08-28,33.800000000000004
2015-08-29,23.400000000000002
2015-08-30,18.72
2015-08-31,35.88
2015-09-01,46.0
2015-09-02,38.18
2015-09-03,33.120000000000005
2015-09-04,38.18
2015-09-05,26.68
2015-09-06,24.84
2015-09-07,23.0
2015-09-08,41.4
2015-09-09,40.02
2015-09-10,41.4
2015-09-11,36.34
2015-09-12,31.28
2015-09-13,25.3
2015-09-14,33.120000000000005
2015-09-15,41.86
2015-09-16,38.18
2015-09-17,40.480000000000004
2015-09-18,40.02
2015-09-19,33.58
2015-09-20,22.080000000000002
2015-09-21,33.58
2015-09-22,34.96
2015-09-23,39.56
2015-09-24,42.78
2015-09-25,39.1
2015-09-26,24.380000000000003
2015-09-27,21.62
2015-09-28,33.120000000000005
2015-09-29,30.82
2015-09-30,34.96
2015-10-01,33.88
2015-10-02,37.4
2015-10-03,24.2
2015-10-04,25.52
2015-10-05,32.12
2015-10-06,40.04
2015-10-07,34.32
2015-10-08,32.12
2015-10-09,39.6
2015-10-10,27.28
2015-10-11,28.16
2015-10-12,44.0
2015-10-13,36.08
2015-10-14,36.96
2015-10-15,35.2
2015-10-16,34.32
2015-10-17,29.48
2015-10-18,23.32
2015-10-19,35.64
2015-10-20,32.12
2015-10-21,38.28
2015-10-22,33.0
2015-10-23,25.96
2015-10-24,30.8
2015-10-25,21.12
2015-10-26,34.32
2015-10-27,29.04
2015-10-28,33.88
2015-10-29,38.28
2015-10-30,41.8
2015-10-31,32.12
2015-11-01,16.400000000000002
2015-11-02,31.6
2015-11-03,31.6
2015-11-04,32.800000000000004
2015-11-05,39.6
2015-11-06,39.6
2015-11-07,28.400000000000002
2015-11-08,24.0
2015-11-09,40.0
2015-11-10,30.400000000000002
2015-11-11,28.8
2015-11-12,36.0
2015-11-13,28.8
2015-11-14,22.400000000000002
2015-11-15,22.8
2015-11-16,29.200000000000003
2015-11-17,28.8
2015-11-18,36.4
2015-11-19,28.400000000000002
2015-11-20,26.0
2015-11-21,20.400000000000002
2015-11-22,20.400000000000002
2015-11-23,29.200000000000003
2015-11-24,26.8
2015-11-25,26.400000000000002
2015-11-26,20.8
2015-11-27,24.0
2015-11-28,20.400000000000002
2015-11-29,19.6
2015-11-30,32.800000000000004
2015-12-01,31.5
2015-12-02,36.45
2015-12-03,38.7
2015-12-04,31.95
2015-12-05,26.55
2015-12-06,22.95
2015-12-07,37.35
2015-12-08,41.4
2015-12-09,40.050000000000004
2015-12-10,31.5
2015-12-11,40.95
2015-12-12,34.2
2015-12-13,27.900000000000002
2015-12-14,35.550000000000004
2015-12-15,33.75
2015-12-16,31.05
2015-12-17,31.95
2015-12-18,45.0
2015-12-19,29.7
2015-12-20,27.900000000000002
2015-12-21,32.4
2015-12-22,35.1
2015-12-23,37.35
2015-12-24,33.300000000000004
2015-12-25,43.2
2015-12-26,23.400000000000002
2015-12-27,22.95
2015-12-28,34.65
2015-12-29,39.15
2015-12-30,36.9
2015-12-31,31.95
2016-01-01,23.52
2016-01-02,26.88
2016-01-03,16.8
2016-01-04,34.08
2016-01-05,29.279999999999998
2016-01-06,31.2
2016-01-07,35.519999999999996
2016-01-08,34.56
2016-01-09,28.32
2016-01-10,20.16
2016-01-11,31.2
2016-01-12,34.56
2016-01-13,38.4
2016-01-14,34.56
2016-01-15,48.0
2016-01-16,34.56
2016-01-17,19.2
2016-01-18,32.64
2016-01-19,34.56
2016-01-20,48.0
2016-01-21,45.12
2016-01-22,36.96
2016-01-23,30.72
2016-01-24,24.96
2016-01-25,31.68
2016-01-26,36.48
2016-01-27,36.48
2016-01-28,31.2
2016-01-29,35.04
2016-01-30,24.96
2016-01-31,20.64
2016-02-01,29.7
2016-02-02,45.0
2016-02-03,33.300000000000004
2016-02-04,36.9
2016-02-05,30.150000000000002
2016-02-06,23.400000000000002
2016-02-07,16.650000000000002
2016-02-08,30.150000000000002
2016-02-09,31.05
2016-02-10,32.85
2016-02-11,31.05
2016-02-12,34.2
2016-02-13,22.05
2016-02-14,16.650000000000002
2016-02-15,24.3
2016-02-16,29.7
2016-02-17,30.150000000000002
2016-02-18,30.150000000000002
2016-02-19,27.900000000000002
2016-02-20,21.150000000000002
2016-02-21,18.900000000000002
2016-02-22,31.5
2016-02-23,25.2
2016-02-24,34.2
2016-02-25,31.95
2016-02-26,28.35
2016-02-27,19.35
2016-02-28,18.900000000000002
2016-02-29,24.3
2016-03-01,34.44
2016-03-02,36.08
2016-03-03,41.0
2016-03-04,35.669999999999995
2016-03-05,26.65
2016-03-06,24.189999999999998
2016-03-07,36.08
2016-03-08,32.8
2016-03-09,34.03
2016-03-10,34.44
2016-03-11,33.62
2016-03-12,29.11
2016-03-13,25.419999999999998
2016-03-14,33.62
2016-03-15,24.599999999999998
2016-03-16,29.52
2016-03-17,41.0
2016-03-18,30.749999999999996
2016-03-19,22.549999999999997
2016-03-20,25.419999999999998
2016-03-21,31.979999999999997
2016-03-22,35.669999999999995
2016-03-23,34.85
2016-03-24,31.979999999999997
2016-03-25,30.749999999999996
2016-03-26,21.73
2016-03-27,21.32
2016-03-28,36.08
2016-03-29,36.489999999999995
2016-03-30,32.39
2016-03-31,38.949999999999996
2016-04-01,29.24
2016-04-02,26.66
2016-04-03,20.21
2016-04-04,28.38
2016-04-05,28.81
2016-04-06,28.81
2016-04-07,34.4
2016-04-08,42.14
2016-04-09,23.22
2016-04-10,23.22
2016-04-11,32.25
2016-04-12,37.839999999999996
2016-04-13,33.54
2016-04-14,26.66
2016-04-15,32.25
2016-04-16,24.08
2016-04-17,21.5
2016-04-18,28.81
2016-04-19,37.41
2016-04-20,39.99
2016-04-21,31.39
2016-04-22,27.09
2016-04-23,26.66
2016-04-24,21.07
2016-04-25,36.98
2016-04-26,43.0
2016-04-27,33.54
2016-04-28,33.11
2016-04-29,42.57
2016-04-30,28.38
2016-05-01,15.91
2016-05-02,37.41
2016-05-03,28.38
2016-05-04,29.24
2016-05-05,33.97
2016-05-06,29.669999999999998
2016-05-07,15.48
2016-05-08,22.79
2016-05-09,37.41
2016-05-10,36.98
2016-05-11,38.7
2016-05-12,31.82
2016-05-13,36.98
2016-05-14,24.94
2016-05-15,22.79
2016-05-16,29.669999999999998
2016-05-17,30.96
2016-05-18,29.669999999999998
2016-05-19,33.54
2016-05-20,31.39
2016-05-21,26.23
2016-05-22,24.94
2016-05-23,32.25
2016-05-24,37.41
2016-05-25,43.0
2016-05-26,37.839999999999996
2016-05-27,31.82
2016-05-28,31.82
2016-05-29,19.78
2016-05-30,25.37
2016-05-31,30.099999999999998
2016-06-01,37.839999999999996
2016-06-02,38.7
2016-06-03,32.25
2016-06-04,22.36
2016-06-05,23.65
2016-06-06,31.82
2016-06-07,31.39
2016-06-08,30.53
2016-06-09,28.38
2016-06-10,30.099999999999998
2016-06-11,19.78
2016-06-12,21.93
2016-06-13,32.25
2016-06-14,27.09
2016-06-15,34.83
2016-06-16,29.24
2016-06-17,35.26
2016-06-18,22.79
2016-06-19,18.06
2016-06-20,34.4
2016-06-21,32.25
2016-06-22,32.68
2016-06-23,31.39
2016-06-24,43.0
2016-06-25,27.09
2016-06-26,21.07
2016-06-27,36.55
2016-06-28,32.25
2016-06-29,39.13
2016-06-30,36.98
2016-07-01,41.58
2016-07-02,26.04
2016-07-03,24.36
2016-07-04,25.619999999999997
2016-07-05,31.5
2016-07-06,29.4
2016-07-07,28.14
2016-07-08,32.76
2016-07-09,25.619999999999997
2016-07-10,23.939999999999998
2016-07-11,31.08
2016-07-12,35.699999999999996
2016-07-13,39.059999999999995
2016-07-14,36.12
2016-07-15,35.699999999999996
2016-07-16,25.619999999999997
2016-07-17,27.3
2016-07-18,42.0
2016-07-19,31.919999999999998
2016-07-20,29.4
2016-07-21,32.76
2016-07-22,34.019999999999996
2016-07-23,23.52
2016-07-24,23.52
2016-07-25,33.6
2016-07-26,31.08
2016-07-27,31.08
2016-07-28,27.3
2016-07-29,37.379999999999995
2016-07-30,23.939999999999998
2016-07-31,23.939999999999998
2016-08-01,38.269999999999996
2016-08-02,38.7
2016-08-03,36.55
2016-08-04,43.0
2016-08-05,41.71
2016-08-06,31.82
2016-08-07,28.38
2016-08-08,38.7
2016-08-09,33.11
2016-08-10,38.269999999999996
2016-08-11,33.97
2016-08-12,34.4
2016-08-13,27.52
2016-08-14,30.53
2016-08-15,37.839999999999996
2016-08-16,35.26
2016-08-17,35.26
2016-08-18,31.82
2016-08-19,36.55
2016-08-20,24.94
2016-08-21,25.37
2016-08-22,29.669999999999998
2016-08-23,33.11
2016-08-24,30.099999999999998
2016-08-25,31.82
2016-08-26,33.54
2016-08-27,19.78
2016-08-28,21.5
2016-08-29,30.96
2016-08-30,34.4
2016-08-31,39.99
2016-09-01,30.0
2016-09-02,26.0
2016-09-03,28.0
2016-09-04,18.0
2016-09-05,18.0
2016-09-06,34.800000000000004
2016-09-07,31.6
2016-09-08,36.0
2016-09-09,28.400000000000002
2016-09-10,24.0
2016-09-11,26.0
2016-09-12,30.8
2016-09-13,32.800000000000004
2016-09-14,32.800000000000004
2016-09-15,33.6
2016-09-16,34.800000000000004
2016-09-17,30.400000000000002
2016-09-18,26.400000000000002
2016-09-19,38.0
2016-09-20,35.6
2016-09-21,40.0
2016-09-22,34.800000000000004
2016-09-23,34.800000000000004
2016-09-24,30.8
2016-09-25,20.400000000000002
2016-09-26,31.200000000000003
2016-09-27,32.0
2016-09-28,28.8
2016-09-29,30.0
2016-09-30,27.6
2016-10-01,24.32
2016-10-02,16.72
2016-10-03,28.5
2016-10-04,27.36
2016-10-05,26.6
2016-10-06,28.5
2016-10-07,29.64
2016-10-08,19.0
2016-10-09,21.28
2016-10-10,33.44
2016-10-11,38.0
2016-10-12,28.5
2016-10-13,25.84
2016-10-14,26.98
2016-10-15,20.52
2016-10-16,17.86
2016-10-17,25.84
2016-10-18,26.6
2016-10-19,25.46
2016-10-20,21.66
2016-10-21,25.080000000000002
2016-10-22,22.8
2016-10-23,19.76
2016-10-24,25.080000000000002
2016-10-25,31.54
2016-10-26,28.88
2016-10-27,22.42
2016-10-28,34.96
2016-10-29,23.56
2016-10-30,21.28
2016-10-31,30.4
2016-11-01,25.6
2016-11-02,31.6
2016-11-03,24.400000000000002
2016-11-04,30.0
2016-11-05,20.0
2016-11-06,22.400000000000002
2016-11-07,26.8
2016-11-08,27.200000000000003
2016-11-09,27.6
2016-11-10,30.400000000000002
2016-11-11,22.8
2016-11-12,21.6
2016-11-13,27.200000000000003
2016-11-14,24.8
2016-11-15,31.6
2016-11-16,25.6
2016-11-17,28.0
2016-11-18,29.6
2016-11-19,22.400000000000002
2016-11-20,20.0
2016-11-21,29.200000000000003
2016-11-22,35.6
2016-11-23,40.0
2016-11-24,25.6
2016-11-25,26.400000000000002
2016-11-26,18.0
2016-11-27,17.2
2016-11-28,28.8
2016-11-29,31.200000000000003
2016-11-30,36.0
2016-12-01,17.42
2016-12-02,18.76
2016-12-03,12.73
2016-12-04,10.72
2016-12-05,18.09
2016-12-06,13.4
2016-12-07,16.080000000000002
2016-12-08,17.42
2016-12-09,19.43
2016-12-10,40.2
2016-12-11,42.88
2016-12-12,35.510000000000005
2016-12-13,67.0
2016-12-14,47.57
2016-12-15,29.48
2016-12-16,22.110000000000003
2016-12-17,16.080000000000002
2016-12-18,16.080000000000002
2016-12-19,18.09
2016-12-20,18.76
2016-12-21,19.43
2016-12-22,17.42
2016-12-23,15.41
2016-12-24,12.06
2016-12-25,16.75
2016-12-26,12.73
2016-12-27,14.07
2016-12-28,16.080000000000002
2016-12-29,13.4
2016-12-30,15.41
2016-12-31,12.06
2017-01-01,18.5
2017-01-02,20.0
2017-01-03,35.0
2017-01-04,35.0
2017-01-05,37.0
2017-01-06,30.5
2017-01-07,24.0
2017-01-08,16.5
2017-01-09,32.5
2017-01-10,37.5
2017-01-11,50.0
2017-01-12,45.5
2017-01-13,43.0
2017-01-14,29.0
2017-01-15,25.5
2017-01-16,29.0
2017-01-17,37.0
2017-01-18,40.0
2017-01-19,36.5
2017-01-20,31.0
2017-01-21,24.5
2017-01-22,24.5
2017-01-23,35.5
2017-01-24,38.0
2017-01-25,39.0
2017-01-26,35.5
2017-01-27,29.5
2017-01-28,26.5
2017-01-29,20.0
2017-01-30,27.5
2017-01-31,34.5
2017-02-01,43.7
2017-02-02,46.0
2017-02-03,33.120000000000005
2017-02-04,22.540000000000003
2017-02-05,19.78
2017-02-06,22.080000000000002
2017-02-07,34.96
2017-02-08,32.660000000000004
2017-02-09,37.72
2017-02-10,35.42
2017-02-11,26.220000000000002
2017-02-12,21.62
2017-02-13,26.68
2017-02-14,30.82
2017-02-15,34.5
2017-02-16,40.940000000000005
2017-02-17,33.58
2017-02-18,28.52
2017-02-19,26.68
2017-02-20,27.14
2017-02-21,40.02
2017-02-22,31.28
2017-02-23,39.1
2017-02-24,30.360000000000003
2017-02-25,28.98
2017-02-26,25.76
2017-02-27,31.740000000000002
2017-02-28,33.58
2017-03-01,33.15
2017-03-02,27.03
2017-03-03,31.11
2017-03-04,20.91
2017-03-05,15.3
2017-03-06,31.62
2017-03-07,51.0
2017-03-08,31.11
2017-03-09,32.13
2017-03-10,35.19
2017-03-11,20.91
2017-03-12,21.42
2017-03-13,30.6
2017-03-14,27.03
2017-03-15,29.07
2017-03-16,29.580000000000002
2017-03-17,26.52
2017-03-18,20.4
2017-03-19,23.46
2017-03-20,23.97
2017-03-21,28.560000000000002
2017-03-22,25.5
2017-03-23,30.09
2017-03-24,26.52
2017-03-25,23.46
2017-03-26,18.36
2017-03-27,23.97
2017-03-28,28.05
2017-03-29,32.13
2017-03-30,29.580000000000002
2017-03-31,28.05
2017-04-01,29.89
2017-04-02,27.439999999999998
2017-04-03,29.89
2017-04-04,36.75
2017-04-05,31.849999999999998
2017-04-06,39.69
2017-04-07,38.22
2017-04-08,23.52
2017-04-09,26.95
2017-04-10,27.93
2017-04-11,32.339999999999996
2017-04-12,30.87
2017-04-13,33.32
2017-04-14,26.95
2017-04-15,25.97
2017-04-16,20.58
2017-04-17,34.3
2017-04-18,29.4
2017-04-19,37.73
2017-04-20,49.0
2017-04-21,48.019999999999996
2017-04-22,34.3
2017-04-23,22.54
2017-04-24,39.69
2017-04-25,38.22
2017-04-26,32.339999999999996
2017-04-27,31.36
2017-04-28,42.14
2017-04-29,27.93
2017-04-30,26.95
2017-05-01,41.28
2017-05-02,42.72
2017-05-03,48.0
2017-05-04,46.08
2017-05-05,36.96
2017-05-06,28.799999999999997
2017-05-07,26.4
2017-05-08,43.68
2017-05-09,36.48
2017-05-10,40.32
2017-05-11,38.879999999999995
2017-05-12,36.0
2017-05-13,30.72
2017-05-14,23.04
2017-05-15,46.08
2017-05-16,39.36
2017-05-17,35.519999999999996
2017-05-18,36.0
2017-05-19,38.4
2017-05-20,37.92
2017-05-21,27.84
2017-05-22,34.08
2017-05-23,30.24
2017-05-24,38.879999999999995
2017-05-25,38.879999999999995
2017-05-26,36.0
2017-05-27,24.48
2017-05-28,28.799999999999997
2017-05-29,25.919999999999998
2017-05-30,37.44
2017-05-31,45.12
2017-06-01,45.0
2017-06-02,45.0
2017-06-03,31.95
2017-06-04,23.85
2017-06-05,31.05
2017-06-06,31.5
2017-06-07,38.25
2017-06-08,30.150000000000002
