,Microsoft,Apple,Amazon,Google,Facebook,Johnson & Johnson,Walmart,Procter & Gamble,JPMorgan Chase,UnitedHealth Group,Intel,Verizon,AT&T,The Home Depot,Merck,Pfizer,CocaCola,Bank of America,Netflix,Pepsi,Disney,Cisco,NVIDIA,Exxon,Abbott Laboratories,Oracle,Comcast,Adobe,Chevron,Eli Lilly,Covid-19,Pandemic,presidential election,Lockdown,Face masks,Coronavirus,Quarantine,EDD,sba loans,unemployment check,swine flu,flu,zika
2013-04-19,59.49999999999999,24.3,36.96,77.19,81.9,41.16,34.5,19.89,55.44,26.520000000000003,51.2,48.6,52.44,16.25,41.44,34.309999999999995,21.15,67.94,44.22000000000001,16.830000000000002,27.72,64.80000000000001,42.0,29.15,13.25,63.99,62.37000000000001,65.36,69.60000000000001,32.160000000000004,0.0,1.48,0.8,4.0,0.47,0.0,0.52,17.02,2.44,1.48,0.85,4.83,0.0
2013-04-20,45.5,27.3,43.68,76.36,90.0,21.56,42.78,9.75,35.28,0.0,45.44,50.76000000000001,51.3,20.75,27.38,23.97,16.650000000000002,60.040000000000006,61.64,15.84,34.44,31.590000000000003,46.2,17.6,7.0,24.3,69.3,57.0,55.2,22.78,0.0,1.26,0.48,0.6,0.52,0.0,0.42,12.65,1.36,0.62,0.52,3.78,0.0
2013-04-21,49.0,29.1,48.0,73.03999999999998,89.10000000000002,24.99,44.16,14.82,24.48,39.44000000000001,47.36,47.52,49.02,25.0,23.68,20.21,41.4,45.82,66.33,25.08,37.38,29.97,48.6,18.15,7.0,25.110000000000007,60.06,59.28,62.40000000000001,22.78,0.0,1.18,0.62,0.36,1.0,0.0,0.65,13.8,1.36,1.14,0.23,4.48,0.0
2013-04-22,65.1,27.0,42.72,77.19,77.4,32.34,36.34,27.3,49.68,52.36000000000001,55.68,52.92,52.44,17.25,53.28,33.84,45.0,65.57000000000001,46.23,17.82,28.98,68.85000000000001,39.6,24.750000000000004,17.0,68.85000000000001,65.45,69.92,76.0,54.27,0.0,1.72,0.87,0.36,0.47,0.0,0.72,19.55,1.64,1.36,0.77,4.62,0.0
2013-04-23,70.0,30.0,40.32,75.53,77.4,36.26,35.42,15.21,55.44,25.840000000000003,55.68,50.22000000000001,54.72,17.25,65.12,39.48,26.1,63.99,46.90000000000001,19.8,27.3,73.71000000000002,43.2,28.05,20.0,68.85000000000001,63.14,67.64,77.60000000000002,48.91,0.0,1.82,0.8200000000000001,0.32,0.45,0.0,0.53,18.86,2.12,1.2,0.53,4.550000000000002,0.0
2013-04-24,67.89999999999999,28.2,41.28,74.7,79.2,37.24,34.5,15.21,48.96,40.8,64.0,50.76000000000001,53.01,19.75,61.42,39.01,13.05,63.99,42.21,20.790000000000006,27.3,76.14,49.2,27.500000000000004,18.5,72.9,63.14,66.88,72.0,58.290000000000006,0.0,1.56,0.62,0.32,0.41,0.0,0.92,18.630000000000006,2.12,2.0,0.71,5.670000000000001,0.0
2013-04-25,66.5,26.4,39.84,78.02,80.10000000000002,32.83,35.42,15.99,56.88,42.16,55.04,54.0,53.01,21.0,69.56,36.66,39.6,64.78,42.88,21.12,28.98,72.09,48.0,31.9,5.75,73.71000000000002,61.6,66.88,62.40000000000001,43.55,0.0,2.0,0.92,0.28,0.42,0.0,0.89,17.02,1.36,1.14,0.6,5.6000000000000005,0.0
2013-04-26,60.9,25.8,38.4,75.53,81.9,27.44,36.8,16.38,43.2,38.08000000000001,55.04,52.92,55.85999999999999,17.75,44.4,39.95,28.35,71.10000000000002,44.89,22.11,28.56,65.61,40.8,20.35,13.75,67.23,62.37000000000001,61.56,64.8,38.19000000000001,0.0,1.52,0.73,0.28,0.44,0.0,0.92,17.71,1.72,1.54,0.5,4.69,0.0
2013-04-27,46.9,27.3,43.2,71.38,89.10000000000002,15.19,44.16,14.82,24.48,26.520000000000003,49.28,50.76000000000001,55.85999999999999,20.75,33.3,16.919999999999998,22.95,62.41,62.98,19.14,37.8,29.160000000000004,54.6,19.8,7.25,25.110000000000007,67.76,50.16,67.2,38.86,0.0,1.06,0.27,0.2,0.6,0.0,0.43,13.11,2.08,1.08,0.31,3.78,0.0
2013-04-28,46.9,28.8,47.52,72.21,88.2,17.15,44.62000000000001,19.89,24.48,19.72,47.36,50.76000000000001,51.3,24.25,28.86,16.45,37.35,45.03,67.0,22.44,38.64,31.590000000000003,42.0,20.35,21.0,25.92,59.29,57.0,72.8,25.46,0.0,1.1,0.78,0.24,0.64,0.0,0.8,15.41,2.52,0.84,0.44,4.340000000000002,0.0
2013-04-29,63.7,26.1,42.24,74.7,77.4,42.63,37.26000000000001,7.800000000000002,55.44,56.44000000000001,49.28,52.38,54.15,23.5,62.16,38.07,17.55,66.36,44.22000000000001,16.5,29.82,69.66000000000001,47.4,28.05,23.75,63.99,66.22,67.64,75.2,37.52,0.0,1.7,0.78,0.2,0.5,0.0,0.66,21.16,1.32,1.2,0.7000000000000001,4.83,0.0
2013-04-30,67.89999999999999,26.1,41.28,76.36,78.3,37.24,36.34,7.800000000000002,44.64,30.6,56.32,51.84,54.15,20.75,56.24,36.66,38.25,72.68,42.21,19.14,29.4,69.66000000000001,37.8,26.4,7.5,70.47,69.3,65.36,69.60000000000001,36.18,0.0,1.72,0.78,0.36,0.23,0.0,0.66,22.08,3.76,1.12,0.65,4.2700000000000005,0.0
2013-05-01,57.27,25.81,42.0,79.12,79.05,24.5,35.04,10.08,32.66,12.54,57.2,51.92,54.28,17.01,61.2,26.95,19.24,63.96,37.95,15.400000000000002,30.53,68.73,45.99,42.0,14.5,73.32000000000002,71.10000000000002,65.45,78.11999999999998,31.32,0.0,1.3,0.78,1.46,0.41,0.0,0.6900000000000001,15.62,2.76,0.86,0.55,3.92,0.0
2013-05-02,55.88999999999999,24.94,42.5,79.12,79.05,37.73,35.04,16.919999999999998,50.41,30.21,63.7,50.15,52.51,16.470000000000002,60.52,23.03,9.88,61.62000000000001,37.95,17.92,30.96,70.31,38.43,32.34,17.25,78.0,63.99,60.06,73.92,27.84,0.0,1.48,0.79,1.38,0.54,0.0,0.72,15.84,2.4,0.5,0.21,3.72,0.0
2013-05-03,51.74999999999999,25.81,41.5,79.98,79.98,49.0,36.48,20.88,45.44,22.23,63.05,54.28,55.46,17.01,42.16,24.99,7.800000000000002,68.64,37.95,15.12,31.39,65.57000000000001,47.88,32.76,14.25,71.76,73.47,63.14,73.08,35.37999999999999,0.0,1.34,0.73,1.34,0.91,0.0,0.65,17.16,2.48,0.78,0.5,4.0,0.0
2013-05-04,37.26,28.71,47.0,74.82,89.28,18.13,44.16,25.92,13.489999999999998,10.829999999999998,49.4,51.33,51.92,19.71,34.0,10.78,12.48,55.38,51.06,17.080000000000002,39.99,30.81,47.25,26.88,18.25,26.52,69.52000000000001,56.21,75.6,28.42,0.0,1.0,0.44,0.72,0.68,0.0,0.63,12.1,1.52,0.94,0.33,3.44,0.0
2013-05-05,40.02,29.0,50.0,76.53999999999998,89.28,15.19,45.6,0.0,4.26,16.529999999999998,50.7,48.97,48.97,23.22,20.4,9.31,12.48,39.78,55.2,28.000000000000004,39.56,26.86,47.88,21.84,11.0,26.52,60.040000000000006,50.05,76.44,13.919999999999998,0.0,1.28,0.49,0.48,1.0,0.0,0.6,15.84,1.0,0.78,0.53,3.48,0.0
2013-05-06,53.81999999999999,26.39,45.5,77.4,79.05,35.77,36.96,13.68,44.02,34.2,58.5,50.74,55.46,17.01,54.40000000000001,49.0,7.28,60.84,38.64,17.64,33.11,67.15,47.25,36.54,13.5,68.64,67.15,68.53,80.64,35.37999999999999,0.0,1.58,0.81,1.18,0.96,0.0,0.62,20.46,2.8000000000000003,1.0,0.79,3.84,0.0
2013-05-07,57.96,25.23,44.0,78.26,78.12,35.77,35.04,6.84,57.51,8.549999999999999,61.75,53.69,54.28,17.82,43.52,36.75,9.88,61.62000000000001,35.19,14.28,31.39,72.68,46.62,31.92,25.0,74.88,68.73,77.0,77.28,42.92,0.0,2.0,1.0,0.84,0.5,0.0,0.62,21.34,3.56,0.5,0.47,3.84,0.0
2013-05-08,55.88999999999999,24.36,43.0,81.7,78.12,42.14,35.52,16.56,36.21,34.2,58.5,53.69,54.28,16.740000000000002,51.00000000000001,29.89,14.56,56.94000000000001,33.809999999999995,12.04,29.67,62.41,45.36,33.18,11.5,76.44,66.36,70.07000000000001,70.56,34.8,0.0,1.4,0.7000000000000001,1.1,0.41,0.0,0.76,16.28,1.16,0.98,0.5700000000000001,3.52,0.0
2013-05-09,55.2,24.94,42.5,79.12,79.05,30.87,35.52,6.84,43.31,34.2,60.45,51.92,53.69,16.740000000000002,52.36000000000001,19.6,7.28,57.72,35.19,12.88,30.53,64.78,40.95,33.6,13.5,75.66,64.78,67.76,73.08,57.99999999999999,0.0,1.56,0.73,0.88,0.5,0.0,0.52,15.4,2.4,1.14,0.48,3.24,0.0
2013-05-10,50.37,24.94,42.0,78.26,81.84,33.32,37.44,14.4,38.34,13.68,55.25,53.69,56.05,18.36,53.040000000000006,22.05,26.0,62.40000000000001,37.95,14.28,33.97,66.36,46.62,31.08,10.25,67.86,64.78,72.38,78.96,17.98,0.0,1.9,0.64,1.4,0.44,0.0,0.63,15.62,2.52,0.92,0.39,3.04,0.0
2013-05-11,37.26,28.71,46.0,74.82,89.28,21.07,45.12,8.64,27.69,10.829999999999998,51.35,52.51,57.23,22.41,27.200000000000006,12.25,6.24,53.82,51.06,12.04,38.7,33.97,47.25,22.26,14.5,28.86,67.15,53.13,64.67999999999999,16.82,0.0,1.12,0.48,0.62,0.8,0.0,0.38,11.44,3.04,1.26,0.4,2.56,0.0
2013-05-12,39.33,28.71,48.5,78.26,93.0,17.64,42.72,13.32,9.23,0.0,48.1,50.15,54.28,20.520000000000003,19.040000000000006,10.29,13.0,38.22,53.13,20.160000000000004,40.85,26.86,47.25,17.22,7.5,28.08,56.09,56.98,64.67999999999999,18.56,0.0,1.14,0.31,0.38,0.87,0.0,0.72,13.42,1.56,1.64,0.55,2.44,0.0
2013-05-13,53.81999999999999,26.39,43.5,78.26,79.98,28.91,36.48,13.68,36.92,26.22,55.25,56.05,57.82,17.28,48.28,26.46,15.08,58.5,37.95,14.560000000000002,32.25,69.52000000000001,42.21,30.24,17.75,69.42,67.15,67.76,80.64,51.62,0.0,1.58,0.78,0.64,0.59,0.0,0.53,21.12,2.44,1.9,0.27,3.24,0.0
2013-05-14,56.58,25.23,42.0,79.98,80.91000000000003,25.97,35.52,0.0,51.83,47.31,53.3,54.28,53.69,19.44,44.88,27.93,12.48,59.28,35.87999999999999,13.44,33.54,74.26,50.4,33.6,17.5,67.86,67.94,72.38,73.92,30.16,0.0,1.6,0.76,0.62,0.71,0.0,0.5,21.34,3.2,1.12,0.32,3.28,0.0
2013-05-15,57.27,25.81,43.0,86.0,78.12,39.2,35.04,16.919999999999998,58.22,17.099999999999998,58.5,53.1,54.28,18.09,54.40000000000001,25.48,12.48,63.96,33.809999999999995,12.88,33.54,79.0,44.1,38.22,15.75,74.88,67.15,72.38,77.28,48.72,0.0,1.76,0.79,0.8200000000000001,0.42,0.0,0.88,18.48,2.8000000000000003,1.0,0.48,3.28,0.0
2013-05-16,55.88999999999999,25.52,41.0,83.42,79.05,35.77,37.44,6.84,55.38,17.669999999999995,57.2,51.92,53.69,16.470000000000002,55.76000000000001,24.01,27.56,60.84,35.19,12.6,32.25,75.05,49.14,30.24,13.75,71.76,71.10000000000002,73.92,77.28,22.62,0.0,1.54,0.7000000000000001,2.0,0.72,0.0,0.84,19.36,2.44,1.16,0.43,2.96,0.0
2013-05-17,53.13,24.65,42.0,81.7,80.91000000000003,31.85,37.44,21.6,27.69,31.92,65.0,54.28,56.64,17.82,42.16,21.07,18.2,65.52,37.26,13.44,33.54,68.73,52.29,33.6,16.5,66.3,71.10000000000002,65.45,76.44,37.7,0.0,1.6,0.5,1.36,0.97,0.0,0.5,17.6,2.12,0.4,0.39,2.72,0.0
2013-05-18,40.02,27.26,46.0,77.4,89.28,18.13,44.64,12.96,9.23,22.23,51.35,51.33,53.69,20.790000000000006,28.56,10.78,19.24,53.82,53.81999999999999,16.8,39.13,30.020000000000003,52.29,31.08,7.5,25.74,69.52000000000001,49.28,78.11999999999998,33.64,0.0,1.04,0.32,0.8200000000000001,0.75,0.0,0.45,13.64,1.04,0.32,0.2,2.68,0.0
2013-05-19,38.64,27.26,48.0,74.82,86.49000000000002,17.64,44.64,8.28,22.72,21.09,53.3,49.56,50.74,19.71,21.76,9.8,6.24,39.78,55.88999999999999,13.44,40.42,31.6,53.55,23.52,16.75,26.52,62.41,55.44,71.39999999999998,16.24,0.0,1.2,0.26,0.72,0.88,0.0,0.4,13.86,2.48,0.78,0.59,2.92,0.0
2013-05-20,56.58,25.52,43.5,79.12,79.05,37.24,37.92,27.0,43.31,25.65,61.75,54.28,57.82,18.630000000000006,55.08000000000001,26.46,4.68,58.5,39.33,12.04,31.82,63.99,44.73,28.98,17.25,67.08,68.73,63.91,74.75999999999998,50.46,0.0,1.36,0.5700000000000001,0.74,0.71,0.0,0.67,19.36,3.6,1.12,0.47,2.96,0.0
2013-05-21,69.0,25.81,42.0,79.12,79.05,38.71,35.04,19.8,71.0,16.529999999999998,61.1,53.69,54.87,17.55,58.48,18.62,24.44,57.72,37.26,12.04,29.67,72.68,42.84,29.82,17.25,73.32000000000002,74.26,62.37000000000001,68.88,37.12,0.0,1.52,0.67,0.6,0.33,0.0,0.6900000000000001,19.58,2.76,0.62,0.67,2.68,0.0
2013-05-22,62.1,26.39,41.5,82.56,81.84,31.85,36.48,13.68,54.67,47.88,61.75,55.46,53.69,17.01,55.76000000000001,21.56,14.56,56.94000000000001,37.95,11.2,31.82,71.89,51.03,36.96,15.5,70.98,67.94,66.99,75.6,41.18,0.0,1.48,0.6,0.96,0.33,0.0,0.63,18.04,3.2,1.0,1.0,3.08,0.0
2013-05-23,56.58,25.52,41.5,86.0,80.91000000000003,33.81,37.92,0.0,59.64,56.99999999999999,61.75,59.0,52.51,20.25,54.40000000000001,20.58,12.48,56.94000000000001,37.95,11.2,33.54,70.31,57.33,38.64,13.75,70.2,71.10000000000002,60.06,74.75999999999998,32.48,0.0,1.22,0.6,1.46,0.55,0.0,0.71,16.94,1.24,0.76,0.8,2.36,0.0
2013-05-24,49.67999999999999,25.52,43.0,80.84,83.7,24.5,40.32,14.4,46.86,9.12,56.55,57.23,54.28,20.25,50.32,22.54,18.72,63.18,43.47,10.36,36.12,61.62000000000001,61.74,32.34,20.75,57.72,70.31,63.91,73.92,30.16,0.0,1.3,0.44,1.24,0.89,0.0,0.75,17.38,0.84,0.54,0.51,2.92,0.0
2013-05-25,38.64,27.55,46.5,75.67999999999998,88.35000000000002,20.58,48.0,17.64,9.94,22.8,49.4,56.05,55.46,24.3,35.36,11.76,19.24,50.7,55.88999999999999,11.48,43.0,27.65,63.0,27.72,11.5,21.84,73.47,53.9,71.39999999999998,24.94,0.0,1.24,0.25,0.5,0.66,0.0,0.49,11.22,2.12,0.8200000000000001,0.31,2.48,0.0
2013-05-26,39.33,28.71,46.5,74.82,89.28,8.82,48.0,0.0,4.97,0.0,51.35,47.79,50.74,24.57,19.040000000000006,8.82,33.800000000000004,38.22,69.0,11.760000000000002,40.85,29.23,58.59,19.74,10.75,25.74,54.51000000000001,48.51,71.39999999999998,15.659999999999998,0.0,1.04,0.34,0.5,0.46,0.0,0.8200000000000001,14.3,1.12,1.04,0.65,2.96,0.0
2013-05-27,42.09,28.42,50.0,74.82,89.28,18.62,46.56,0.0,9.23,10.829999999999998,54.6,47.79,49.56,27.0,27.200000000000006,13.23,52.0,39.78,64.17,11.2,39.99,30.81,47.25,27.72,7.25,30.42,60.83000000000001,47.74,75.6,16.24,0.0,0.94,0.39,0.54,0.67,0.0,0.87,16.94,1.48,0.94,0.39,2.32,0.0
2013-05-28,53.13,26.1,44.5,79.12,79.98,31.85,36.96,16.919999999999998,44.02,17.099999999999998,55.25,55.46,56.05,18.630000000000006,51.68000000000001,19.11,14.56,58.5,46.23,12.88,32.68,67.94,44.73,31.08,11.75,64.74000000000001,75.05,60.06,72.24,27.84,0.0,1.7,0.43,0.8,0.67,0.0,0.8,22.0,2.8000000000000003,0.5,0.58,2.92,0.0
2013-05-29,55.88999999999999,25.23,44.5,78.26,80.91000000000003,34.79,37.44,13.68,40.47,43.31999999999999,61.75,56.64,56.64,16.470000000000002,68.0,23.52,15.08,60.84,42.78,10.36,34.4,69.52000000000001,42.84,32.34,13.5,69.42,79.0,67.76,75.6,45.24,0.0,1.38,0.55,0.64,0.58,0.0,1.0,20.9,4.0,2.0,0.42,2.84,0.0
2013-05-30,53.81999999999999,25.52,42.0,79.12,82.77000000000002,37.73,37.44,10.44,26.27,26.79,55.25,56.64,54.87,19.98,54.40000000000001,28.91,9.88,60.84,43.47,12.6,33.54,71.89,51.66,31.92,9.0,77.22,75.84,65.45,73.08,45.82,0.0,1.76,0.55,0.62,0.42,0.0,0.61,19.14,3.64,1.28,0.48,2.6,0.0
2013-05-31,53.13,24.65,42.0,78.26,82.77000000000002,30.87,40.8,36.0,42.6,31.92,57.85,57.82,59.0,18.9,49.64,20.58,18.2,78.0,40.71,10.080000000000002,33.11,68.73,51.66,29.4,22.5,71.76,77.42,66.22,84.0,27.84,0.0,1.32,0.42,0.8,0.71,0.0,0.63,17.16,3.4,0.92,0.42,2.32,0.0
2013-06-01,36.18,15.98,46.92,77.89999999999998,90.24,10.75,48.23,14.26,3.6,31.11,53.2,51.24,59.8,22.12,20.46,15.9,31.02,68.8,64.6,22.32,39.99,31.200000000000006,56.95,31.200000000000006,14.5,28.08,78.11999999999998,51.1,73.8,21.0,0.0,0.62,0.44,0.51,0.55,0.0,0.73,14.52,2.68,0.44,0.51,2.46,0.0
2013-06-02,36.85,17.0,49.98,76.25999999999998,87.42,14.62,48.76000000000001,28.06,15.12,0.0,68.6,49.41,52.65,23.8,20.46,23.32,30.55,50.40000000000001,65.36,24.0,43.0,28.8,54.94000000000001,21.45,14.25,26.52,68.88,46.9,74.7,16.2,0.0,0.55,0.61,0.55,0.29,0.0,0.67,15.18,3.08,0.88,1.0,2.49,0.0
2013-06-03,52.26000000000001,15.3,45.9,78.72,79.89999999999998,33.54,39.75,34.04,37.44,28.67,67.19999999999999,54.29,56.55,19.6,66.0,46.64,39.95,76.0,51.68,19.44,37.41,69.60000000000001,52.93,34.71,7.75,67.86,84.0,65.1,71.10000000000002,41.4,0.0,0.71,0.87,0.68,0.41,0.0,0.65,18.7,3.24,1.4,0.47,2.97,0.0
2013-06-04,55.61000000000001,15.64,44.88,80.36,79.89999999999998,32.68,38.16,11.04,42.48,7.93,70.0,52.46,57.85,22.12,64.68,50.88,30.55,73.60000000000002,49.4,18.24,34.83,74.4,46.90000000000001,33.15,11.5,74.88,78.11999999999998,65.1,90.0,22.2,0.0,0.58,0.71,1.0,0.47,0.0,0.8300000000000001,20.46,3.04,1.72,0.4,2.64,0.0
2013-06-05,57.62000000000001,15.98,45.39,79.53999999999998,80.83999999999997,30.96,38.69000000000001,34.5,31.68,25.01,63.7,53.07,59.15,21.28,50.82,50.88,31.02,70.4,47.12,18.96,34.4,80.0,54.94000000000001,33.15,21.25,63.96,73.92,68.6,78.3,24.6,0.0,1.0,0.68,0.86,0.47,0.0,0.49,18.26,1.84,1.04,0.27,2.67,0.0
2013-06-06,54.94000000000001,15.98,44.88,79.53999999999998,80.83999999999997,32.25,38.16,23.0,31.68,37.21,58.8,61.0,59.15,16.520000000000003,50.16,39.22,43.24,67.2,76.0,21.36,34.83,75.2,46.90000000000001,26.91,19.25,70.2,80.64,65.1,69.3,36.0,0.0,0.84,0.72,0.65,0.42,0.0,0.44,17.6,2.8000000000000003,1.06,0.71,2.61,0.0
2013-06-07,52.26000000000001,17.0,45.39,78.72,82.72,31.39,39.75,40.48,28.8,33.55,53.2,60.39,59.8,17.360000000000007,36.96,39.22,25.38,74.4,52.44,18.48,35.26,68.0,52.26000000000001,39.0,14.0,67.08,80.64,59.49999999999999,78.3,31.2,0.0,0.62,0.74,0.87,0.55,0.0,0.53,16.28,1.92,1.68,0.52,2.43,0.0
2013-06-08,36.85,17.68,48.96,78.72,88.36,13.76,47.17,28.98,19.44,31.72,56.0,51.85,57.85,21.840000000000003,25.74,26.5,35.25,62.40000000000001,65.36,17.04,40.42,32.0,56.28,27.3,12.25,28.08,79.8,51.1,64.8,16.8,0.0,0.63,0.49,0.56,0.56,0.0,0.56,12.54,1.2,1.48,0.42,2.46,0.0
2013-06-09,38.86,18.360000000000007,50.49,77.89999999999998,88.36,14.19,49.82,0.0,7.92,15.86,53.2,46.97,53.95,28.000000000000004,26.4,19.61,42.77,47.2,67.64,17.28,41.71,27.200000000000006,50.25,22.23,14.5,28.86,64.67999999999999,48.3,72.0,21.6,0.0,0.47,0.51,0.34,0.41,0.0,0.77,14.52,1.96,1.18,0.68,2.28,0.0
2013-06-10,61.64,34.0,47.43,82.0,80.83999999999997,29.67,40.81,39.1,42.48,24.4,58.8,55.51,61.1,21.28,50.16,36.04,27.26,67.2,51.68,19.92,35.69,68.8,46.23,30.81,19.0,61.62000000000001,78.11999999999998,62.3,76.5,30.0,0.0,0.6,0.43,0.96,0.59,0.0,0.53,22.0,3.36,1.26,0.4,2.61,0.0
2013-06-11,67.0,28.56,47.94,77.89999999999998,80.83999999999997,31.82,39.75,11.04,49.68,32.33,64.39999999999999,54.29,61.1,21.56,50.16,53.0,27.26,68.8,48.64,16.8,36.55,76.0,56.28,34.32,19.0,65.52,78.11999999999998,69.3,75.60000000000002,30.0,0.0,0.6900000000000001,0.62,0.99,0.58,0.0,0.6900000000000001,18.48,2.44,1.84,0.46,3.0,0.0
2013-06-12,57.62000000000001,20.74,46.41,77.89999999999998,82.72,24.51,39.75,34.04,37.44,32.94,59.49999999999999,50.02,56.55,21.56,54.78,37.63,46.53,68.0,46.36,18.96,34.83,75.2,48.24,30.81,11.5,74.88,73.08,68.6,79.2,41.4,0.0,0.44,0.59,0.77,0.74,0.0,0.65,16.94,1.84,1.62,0.2,2.4,0.0
2013-06-13,55.61000000000001,19.040000000000006,45.39,78.72,82.72,27.52,40.81,17.02,43.92,16.47,62.3,51.24,57.2,20.160000000000004,49.5,41.34,27.73,66.4,47.12,16.8,35.69,74.4,50.25,32.370000000000005,11.5,68.64,71.39999999999998,65.8,81.0,22.8,0.0,0.77,0.74,0.67,0.68,0.0,0.66,15.62,1.84,1.52,0.6,2.37,0.0
2013-06-14,51.59,18.360000000000007,44.37,77.89999999999998,84.6,27.52,43.99,11.96,36.72,61.0,56.7,54.29,61.1,21.28,46.2,36.57,32.9,80.0,48.64,14.88,33.97,68.8,60.97000000000001,29.64,15.25,62.40000000000001,78.11999999999998,60.9,72.0,30.0,0.0,0.64,0.8,0.42,0.28,0.0,0.54,18.7,2.92,1.24,0.71,2.37,0.0
2013-06-15,40.2,18.700000000000006,48.45,79.53999999999998,90.24,18.06,49.82,15.18,28.8,26.84,49.7,53.07,58.5,21.840000000000003,22.44,18.55,44.18,64.8,75.24,18.0,38.7,28.8,56.95,27.3,7.5,28.08,78.96,51.8,67.5,12.0,0.0,0.59,1.0,0.45,1.0,0.0,1.0,12.98,1.2,0.46,0.35000000000000003,2.1,0.0
2013-06-16,38.19000000000001,19.040000000000006,51.0,79.53999999999998,94.0,16.34,47.7,0.0,12.24,21.35,49.0,48.19,59.15,21.56,29.700000000000006,19.61,20.21,48.0,63.08,18.96,39.13,28.0,56.28,25.35,11.25,25.74,68.03999999999999,48.3,64.8,12.6,0.0,0.77,0.43,0.38,0.27,0.0,0.88,15.84,0.0,1.6,0.39,2.16,0.0
2013-06-17,53.6,17.34,46.92,77.08,83.66,32.25,39.75,11.5,59.04,29.28,58.8,53.07,62.40000000000001,22.680000000000003,48.18,36.57,18.8,70.4,50.92,22.32,36.55,62.40000000000001,52.26000000000001,27.69,9.75,64.74000000000001,78.96,63.7,70.2,36.0,0.0,0.55,0.46,0.47,0.42,0.0,0.59,19.14,3.44,2.0,0.2,2.46,0.0
2013-06-18,56.28,17.0,46.92,77.08,82.72,37.41,39.22,28.06,48.96,20.13,57.4,56.12,61.75,20.72,52.8,46.64,30.55,68.0,51.68,17.04,35.26,76.80000000000003,51.59,31.59,11.5,71.76,79.8,70.0,74.7,37.2,0.0,0.58,0.76,0.48,0.73,0.0,0.58,21.12,3.96,1.5,0.4,2.64,0.0
2013-06-19,56.95,16.66,44.88,76.25999999999998,86.47999999999998,28.81,38.16,46.0,50.4,45.75,58.1,51.85,59.15,21.56,59.40000000000001,31.270000000000003,24.44,66.4,44.84,17.759999999999994,34.83,76.0,50.25,28.86,14.5,74.10000000000002,68.88,65.1,72.0,49.2,0.0,0.4,0.58,0.65,0.38,0.0,0.77,18.26,4.0,1.28,0.6,2.49,0.0
2013-06-20,57.62000000000001,17.0,43.35,75.44,81.78,34.4,40.28,17.48,34.56,20.74,58.8,51.85,59.15,16.240000000000002,53.46,29.15,32.9,67.2,47.12,16.8,33.54,77.60000000000002,67.0,31.98,13.75,69.42,72.24,66.5,76.5,36.6,0.0,0.36,0.56,0.91,0.51,0.0,0.53,16.5,2.84,1.2,0.31,2.04,0.0
2013-06-21,49.58000000000001,16.32,42.33,77.89999999999998,82.72,22.36,40.81,11.96,72.0,21.35,59.49999999999999,53.07,60.45,21.28,36.3,35.51000000000001,39.01,74.4,48.64,16.32,34.4,69.60000000000001,62.98,35.1,16.25,67.08,71.39999999999998,60.9,71.10000000000002,27.6,0.0,0.56,0.53,0.51,0.44,0.0,0.76,18.92,2.92,1.22,0.32,1.95,0.0
2013-06-22,37.52,18.02,47.94,80.36,90.24,21.07,47.7,14.72,4.32,10.37,49.0,50.63,60.45,18.76,23.76,13.25,23.97,62.40000000000001,62.32,18.24,39.13,34.4,58.290000000000006,25.35,7.5,28.08,72.24,48.3,67.5,16.8,0.0,0.46,0.38,0.37,0.68,0.0,0.5700000000000001,13.64,2.0,0.44,0.26,2.1,0.0
2013-06-23,37.52,18.700000000000006,49.98,77.89999999999998,89.3,19.35,47.7,22.08,15.84,10.37,47.6,46.36,59.8,23.8,16.5,11.66,39.95,46.40000000000001,65.36,18.48,39.99,31.200000000000006,54.94000000000001,24.18,11.25,28.08,62.16,49.7,84.60000000000002,21.6,0.0,0.62,0.45,0.43,0.5700000000000001,0.0,0.78,14.08,1.96,0.44,0.52,2.34,0.0
2013-06-24,50.92,17.0,45.39,76.25999999999998,81.78,41.71,41.87000000000001,46.0,28.08,28.67,54.6,53.07,61.75,20.44,46.2,35.51000000000001,12.22,68.8,52.44,17.28,34.83,72.0,52.93,31.200000000000006,15.5,68.64,80.64,62.99999999999999,76.5,60.0,0.0,0.58,0.42,0.46,0.6900000000000001,0.0,0.56,20.68,2.8000000000000003,1.64,0.61,2.49,0.0
2013-06-25,52.93,16.32,46.41,77.89999999999998,79.89999999999998,32.68,40.28,45.54,30.96,16.47,57.4,51.85,61.75,19.040000000000006,50.82,27.56,31.02,66.4,48.64,17.52,35.69,79.2,61.64,31.200000000000006,21.25,78.0,78.11999999999998,64.39999999999999,89.10000000000002,28.2,0.0,0.7000000000000001,0.45,0.39,0.5,0.0,0.63,19.14,3.08,1.64,0.47,2.34,0.0
2013-06-26,53.6,15.98,43.35,78.72,80.83999999999997,28.81,39.22,23.0,37.44,28.67,53.2,53.07,61.1,20.44,38.28,34.45,31.02,65.60000000000001,48.64,17.28,35.69,78.4,58.96,31.200000000000006,25.0,71.76,79.8,65.1,73.8,24.6,0.0,0.52,0.8,0.45,0.62,0.0,0.63,19.58,3.68,1.28,0.71,2.37,0.0
