,Microsoft,Apple,Amazon,Google,Facebook,Johnson & Johnson,Walmart,Procter & Gamble,JPMorgan Chase,UnitedHealth Group,Intel,Verizon,AT&T,The Home Depot,Merck,Pfizer,CocaCola,Bank of America,Netflix,Pepsi,Disney,Cisco,NVIDIA,Exxon,Abbott Laboratories,Oracle,Comcast,Adobe,Chevron,Eli Lilly,Covid-19,Pandemic,presidential election,Lockdown,Face masks,Coronavirus,Quarantine,EDD,sba loans,unemployment check,swine flu,flu,zika
2017-11-08,47.7,26.0,39.84,71.03999999999998,42.77,37.0,22.56,18.48,41.25,67.61999999999999,38.86,23.52,35.88,14.85,40.15000000000001,32.76,22.08,35.42,36.6,17.8,31.6,51.84,55.48,29.11,5.46,52.25000000000001,37.2,39.48,33.97,42.35,0.0,0.63,1.0,1.04,1.3,0.0,0.6,9.38,2.16,0.66,0.7000000000000001,13.35,3.3200000000000003
2017-11-09,45.05,26.0,39.01,69.56,41.83,33.67,26.32,22.0,28.05,58.65,39.44,25.2,37.96,14.19,49.50000000000001,31.32,31.74,36.8,37.2,16.6,32.0,50.76000000000001,61.32,33.62,3.25,51.15000000000001,37.2,39.06,38.7,35.2,0.0,0.62,0.64,1.4,1.62,0.0,0.8200000000000001,10.22,1.86,0.62,0.38,13.5,3.04
2017-11-10,40.81,27.56,40.67,56.24,44.18,34.78,27.26,26.84,42.90000000000001,37.26,35.96,27.3,39.0,14.52,51.15000000000001,20.88,25.76,46.0,41.4,15.4,34.4,47.52,70.81,27.06,3.51,41.25,39.6,35.28,39.99,32.45,0.0,0.49,0.39,1.26,1.94,0.0,0.8,8.260000000000002,1.95,0.86,0.33,12.6,2.88
2017-11-11,31.270000000000003,30.16,43.16,37.74,46.53,18.87,31.02,8.8,19.25,26.91,33.64,25.62,37.96,19.14,32.45,14.4,23.92,38.18,51.0,17.6,37.6,21.6,48.18,23.78,3.9,21.450000000000006,41.4,21.42,33.11,29.700000000000006,0.0,0.49,0.4,0.62,1.02,0.0,0.33,5.880000000000001,0.6,0.37,0.38,10.65,2.2
2017-11-12,28.62,30.16,45.65,39.22,45.59,23.31,30.08,8.8,13.750000000000002,21.39,34.22,24.78,34.84,18.48,30.800000000000004,12.6,23.92,23.0,54.0,17.400000000000002,40.0,18.36,52.56,27.88,9.62,20.35,34.2,23.94,35.26,8.8,0.0,0.63,0.34,0.66,1.7,0.0,0.6,7.420000000000001,1.2,0.36,0.34,9.9,2.68
2017-11-13,46.11,26.52,42.33,69.56,42.3,31.08,24.44,14.52,29.15,26.22,34.22,23.94,33.28,16.17,42.90000000000001,28.44,30.82,38.18,40.2,17.8,32.4,45.36,54.02,35.26,9.75,44.0,34.8,36.54,32.25,55.00000000000001,0.0,0.7000000000000001,0.54,1.28,1.6,0.0,0.54,14.000000000000002,1.74,0.91,0.8200000000000001,13.05,3.88
2017-11-14,48.23,26.52,43.16,74.0,42.77,34.78,24.44,44.0,40.7,22.08,35.96,23.1,34.84,15.84,50.05,33.12,39.56,37.72,35.4,17.400000000000002,32.4,51.3,48.91,32.8,6.5,55.00000000000001,37.2,41.58,34.4,47.85,0.0,0.61,0.54,1.16,0.92,0.0,0.6900000000000001,10.64,2.82,0.4,0.88,13.5,3.88
2017-11-15,47.7,26.0,42.33,73.26,42.77,37.0,25.38,29.48,46.75000000000001,62.1,37.12,25.2,46.8,14.19,41.8,32.76,33.120000000000005,38.64,34.8,18.6,31.6,49.68000000000001,51.83,29.93,13.0,48.95,36.6,40.32,36.98,34.65000000000001,0.0,0.78,0.48,1.78,1.22,0.0,0.73,12.6,3.0,0.71,0.51,13.2,3.3200000000000003
2017-11-16,47.17,26.0,42.33,73.26,42.77,27.75,26.32,18.48,40.7,26.91,37.7,26.46,49.4,14.85,44.55,36.0,37.72,37.26000000000001,36.0,17.0,32.0,54.0,51.83,33.62,8.71,47.3,36.6,42.0,38.7,27.500000000000004,0.0,0.7000000000000001,0.5,1.8,1.54,0.0,0.71,10.36,1.17,0.86,0.63,13.2,3.08
2017-11-17,45.05,26.52,42.33,68.08,42.77,32.56,28.2,15.4,36.85,32.43,34.22,27.72,37.44,15.18,35.75,23.04,20.7,41.4,41.4,16.2,33.2,44.28,52.56,37.31,7.9300000000000015,47.3,38.4,35.7,33.11,18.15,0.0,0.68,0.39,1.52,1.42,0.0,0.6,11.48,1.56,0.6900000000000001,0.46,11.55,3.28
2017-11-18,31.8,31.72,46.48,38.48,47.0,15.54,34.78,8.8,29.700000000000006,21.39,33.059999999999995,26.88,37.44,19.8,27.500000000000004,12.24,24.380000000000006,35.88,54.6,14.0,36.8,21.6,51.1,29.93,0.0,18.700000000000006,36.6,24.36,38.27,10.45,0.0,0.64,0.3,0.7000000000000001,1.54,0.0,0.42,6.86,0.8999999999999999,0.49,0.5700000000000001,11.1,2.16
2017-11-19,30.74,33.28,49.8,38.48,45.59,22.2,35.72,8.8,12.1,26.91,36.54,26.04,36.4,20.130000000000006,22.55,9.72,29.44,23.46,55.8,14.2,38.0,14.580000000000002,46.72,15.579999999999998,9.88,17.6,34.2,24.36,36.98,17.6,0.0,0.56,0.33,0.66,1.06,0.0,0.63,8.120000000000001,1.2,0.24,0.45,9.45,2.88
2017-11-20,46.64,29.64,45.65,60.68,42.77,30.71,31.02,22.88,31.9,13.8,36.54,26.88,38.48,18.48,38.5,23.76,20.24,36.8,43.8,15.2,33.2,44.28,53.29,32.39,10.01,41.8,36.6,36.54,36.55,31.35,0.0,0.81,0.36,0.92,1.78,0.0,0.61,11.760000000000002,2.58,0.52,0.39,11.4,2.76
2017-11-21,46.11,32.76,46.48,58.46,43.71,33.3,31.96,19.36,55.00000000000001,46.23,42.34,26.88,40.04,17.490000000000002,43.45,27.72,30.360000000000007,39.56,43.2,16.0,32.4,45.36,59.13,30.34,4.55,46.75000000000001,37.8,37.8,38.7,33.550000000000004,0.0,0.5,0.33,1.4,1.2,0.0,0.49,11.2,1.59,0.8,0.33,12.45,3.44
2017-11-22,41.87000000000001,41.6,46.48,45.14,44.65,23.68,40.42,20.24,35.75,29.67,47.56,29.4,39.52,17.16,38.5,27.36,27.14,42.32,46.8,12.8,32.800000000000004,36.72,48.91,25.01,6.11,42.35,40.2,31.08,36.12,30.800000000000004,0.0,0.6,0.28,0.8,1.4,0.0,0.6,10.500000000000002,2.22,0.45,0.42,12.0,3.36
2017-11-23,37.1,52.0,54.78,37.74,46.53,9.62,94.0,8.8,21.450000000000006,11.04,53.94,32.76,37.96,27.72,21.450000000000006,11.16,29.9,24.84,51.6,13.2,34.800000000000004,16.200000000000006,58.4,21.32,6.11,17.6,30.0,18.06,32.68,11.0,0.0,0.71,0.17,0.72,1.28,0.0,0.55,8.260000000000002,1.23,0.31,0.46,9.0,2.04
2017-11-24,42.40000000000001,48.36,78.02,38.48,44.18,21.46,79.89999999999998,8.36,26.950000000000006,25.53,57.99999999999999,42.0,52.0,33.0,23.1,11.52,25.76,38.18,51.6,11.8,40.0,19.98,73.0,23.78,3.77,26.4,38.4,21.42,37.84,14.85,0.0,0.71,0.23,0.42,1.24,0.0,0.33,6.44,0.57,0.8200000000000001,0.65,8.7,1.92
2017-11-25,35.51000000000001,37.96,64.74,37.0,44.65,12.58,43.24,0.0,24.200000000000006,26.22,45.24,31.5,41.6,24.09,14.85,11.16,34.04,33.58,57.0,13.0,39.6,13.5,59.86,24.6,3.77,26.950000000000006,37.8,23.1,36.12,20.35,0.0,1.0,0.2,0.52,1.54,0.0,0.55,8.540000000000001,1.17,0.6,0.59,10.05,2.92
2017-11-26,35.51000000000001,36.4,60.59,39.96,45.12,13.32,35.72,8.36,10.45,15.87,42.92,27.72,36.4,19.8,15.400000000000002,11.16,15.64,25.3,60.0,13.8,39.2,15.66,51.83,14.35,5.2,19.8,33.6,23.52,33.97,17.05,0.0,0.79,0.29,0.56,1.86,0.0,0.52,8.680000000000001,1.17,0.42,0.22,10.65,3.12
2017-11-27,53.0,34.84,83.0,66.6,39.01,34.41,38.54,14.08,23.65,59.34,54.52,31.5,41.08,19.14,40.15000000000001,20.52,40.02,36.8,39.6,15.4,34.0,36.18,66.42999999999999,22.14,4.16,42.90000000000001,37.2,37.38,38.7,31.9,0.0,0.74,0.37,0.78,1.38,0.0,0.7000000000000001,13.86,1.41,0.96,0.9,12.15,4.0
2017-11-28,49.82,28.6,63.91,71.78,40.89,32.19,29.14,24.64,29.700000000000006,68.30999999999999,44.66,26.04,37.96,15.84,50.6,20.88,23.46,37.72,36.6,14.0,32.4,46.98,58.4,41.0,6.37,49.50000000000001,39.0,39.9,43.0,36.85,0.0,0.5700000000000001,0.47,0.98,2.0,0.0,0.77,11.2,2.1,0.44,0.61,12.9,4.0
2017-11-29,47.7,26.0,49.8,74.0,40.89,32.93,25.38,36.08,30.250000000000004,65.55,38.86,23.52,34.84,16.17,55.00000000000001,30.24,46.0,34.96,36.6,16.2,30.0,45.90000000000001,58.4,34.44,5.33,46.2,38.4,39.9,40.85,38.5,0.0,0.6,0.46,1.06,1.6,0.0,0.93,10.36,2.46,1.0,1.0,12.75,3.76
2017-11-30,47.17,26.0,48.97,73.26,40.42,22.2,25.38,11.0,44.0,40.02,36.54,25.2,37.96,16.17,46.75000000000001,33.12,33.120000000000005,40.02,36.0,20.0,31.6,45.90000000000001,64.24,31.57,9.75,50.05,37.8,39.06,42.14,34.65000000000001,0.0,0.66,0.47,1.3,1.04,0.0,0.65,10.080000000000002,2.82,0.5,0.6900000000000001,15.0,3.8
2017-12-01,44.5,25.44,70.98,67.89999999999999,34.96,28.380000000000006,32.9,11.2,24.36,30.8,50.0,32.8,36.72,21.840000000000003,40.67,28.35,28.0,47.04,40.6,18.0,32.12,41.28,61.06,29.200000000000006,11.7,39.95,56.42,31.08,35.26,26.4,0.0,1.28,0.43,2.0,1.02,0.0,0.66,12.3,0.38,0.56,0.9,8.280000000000001,4.0
2017-12-02,31.0,30.74,77.35000000000002,37.8,37.72,13.86,40.42,0.0,34.22,26.6,38.5,33.62,42.84,26.880000000000006,24.99,12.25,31.0,41.16,54.6,16.56,33.44,19.68,56.8,28.4,5.2,16.919999999999998,53.32,21.46,33.11,17.16,0.0,1.18,0.3,1.0,1.14,0.0,0.31,9.3,1.52,0.55,0.6900000000000001,7.590000000000002,2.52
2017-12-03,30.5,30.21,80.08,38.5,37.26000000000001,12.54,40.42,0.0,12.18,10.5,41.0,29.11,35.7,26.6,22.54,15.4,30.5,26.95,58.8,17.099999999999998,34.32,15.84,54.67,21.200000000000006,6.76,15.98,44.02,23.31,24.51,22.44,0.0,1.74,0.26,0.8,1.42,0.0,0.52,9.45,1.34,0.43,0.43,7.36,2.84
2017-12-04,46.5,26.5,78.26,70.0,34.04,23.43,31.96,16.240000000000002,31.32,51.8,44.5,29.11,35.7,22.680000000000003,48.02,28.0,19.0,39.2,43.4,16.02,29.92,41.76,60.35,31.200000000000006,4.29,40.42,50.84,34.04,38.7,23.32,0.0,1.32,0.48,1.02,1.22,0.0,0.46,13.95,1.6,0.36,0.41,10.12,3.4
2017-12-05,49.5,27.03,76.44,70.0,34.5,23.43,31.02,13.44,33.64,67.89999999999999,44.0,27.88,36.21,22.680000000000003,44.1,34.65,29.0,39.69,41.3,15.12,29.48,46.56,61.77,33.2,8.450000000000001,44.18,51.46,37.0,39.13,44.0,0.0,1.68,0.47,1.58,1.48,0.0,0.71,12.45,1.22,0.89,0.56,10.12,3.16
2017-12-06,50.0,26.5,76.44,69.3,34.96,18.15,32.9,16.240000000000002,44.66,56.0,49.5,28.29,35.7,23.520000000000003,43.12,33.599999999999994,45.0,36.75,42.0,16.02,30.36,47.04,58.22,28.0,11.57,44.65,52.7,35.89,36.12,37.84,0.0,1.6,0.51,1.32,1.12,0.0,0.6,11.25,2.0,0.77,0.36,10.35,3.72
2017-12-07,48.0,25.44,74.62,70.0,34.5,26.07,32.9,10.920000000000002,25.52,70.0,44.5,27.47,34.68,18.200000000000006,40.67,35.0,30.0,36.75,42.0,14.58,28.16,46.56,59.64,32.800000000000004,13.0,43.71,46.5,36.63,32.68,33.0,0.0,1.58,0.52,1.72,1.34,0.0,0.91,11.25,1.0,0.77,0.21,9.89,3.16
2017-12-08,44.5,25.97,73.71000000000002,65.1,35.42,17.490000000000002,33.84,8.4,30.74,39.9,44.5,27.88,36.21,20.72,49.0,26.25,35.0,41.16,42.7,13.68,29.04,39.84,71.0,31.200000000000006,8.84,41.36,49.6,32.19,34.83,29.04,0.0,1.32,0.41,1.66,1.3,0.0,0.58,10.95,1.4,0.28,0.53,9.43,3.48
2017-12-09,34.5,29.68,83.72,37.8,38.64,16.5,41.36,13.160000000000002,23.2,52.5,43.5,29.93,36.72,26.320000000000004,25.48,16.45,28.5,36.26,58.1,13.14,34.32,19.68,65.32,19.6,5.33,19.27,53.94,20.72,33.97,20.24,0.0,1.32,0.27,0.8200000000000001,1.6,0.0,0.5,8.1,0.92,0.44,0.38,9.2,2.4
2017-12-10,32.0,30.74,86.45,39.9,38.18,16.5,40.42,6.44,3.4799999999999995,36.4,38.0,28.29,33.15,28.000000000000004,18.62,14.35,20.5,23.03,58.8,14.58,34.76,14.88,58.22,23.6,3.51,17.39,43.4,20.35,29.24,17.16,0.0,1.78,0.27,0.86,1.58,0.0,0.54,9.9,0.92,0.5,0.37,8.05,3.48
2017-12-11,45.5,26.5,79.17,67.19999999999999,34.96,28.71,34.78,16.240000000000002,33.64,38.5,41.5,29.11,32.64,19.040000000000006,37.73,19.25,27.5,35.77,42.0,14.94,29.92,43.68,60.35,28.4,8.58,39.01,47.12,32.56,34.83,25.96,0.0,1.88,0.46,1.3,1.6,0.0,0.51,13.95,1.24,0.54,0.52,9.89,3.3200000000000003
2017-12-12,48.0,26.5,78.26,67.19999999999999,34.96,24.75,32.9,13.44,49.88,46.9,41.5,27.47,33.15,21.840000000000003,43.12,29.75,48.5,36.26,39.9,15.12,29.04,44.64,61.06,26.0,4.29,46.53,49.6,35.89,30.96,37.4,0.0,1.18,0.51,1.36,1.56,0.0,1.0,13.35,1.12,0.45,0.72,11.04,3.6
2017-12-13,46.0,25.44,78.26,65.1,34.5,22.77,32.9,13.72,30.16,48.3,47.0,27.47,32.64,20.160000000000004,38.22,24.5,45.0,35.77,39.2,16.74,28.6,48.0,63.19,30.0,5.8500000000000005,47.0,47.74,34.41,32.68,35.64,0.0,1.4,1.0,1.5,1.32,0.0,0.47,11.85,1.5,0.73,0.39,11.27,3.92
2017-12-14,47.5,26.5,79.17,66.5,34.96,27.72,33.84,16.8,38.28,62.3,45.0,29.11,35.19,22.12,32.83,30.1,41.5,35.77,42.0,14.94,44.0,45.6,58.22,27.6,10.27,44.65,57.04,33.67,33.54,38.72,0.0,1.18,0.53,1.48,1.46,0.0,0.63,12.75,0.76,0.42,0.8,10.81,3.64
2017-12-15,43.0,27.56,81.9,62.99999999999999,35.42,33.0,36.66,5.880000000000001,28.42,23.1,46.0,32.39,37.23,21.000000000000004,44.1,29.05,18.0,43.12,44.8,15.12,38.28,37.44,51.83,30.0,6.11,42.77,59.52,31.08,33.54,37.4,0.0,1.06,0.37,1.34,1.12,0.0,0.74,12.3,0.6,0.53,0.38,10.58,3.84
2017-12-16,30.0,31.8,89.18,36.4,37.26000000000001,18.81,45.12,16.8,22.04,21.7,44.0,33.21,40.29,22.4,29.4,18.2,23.5,39.2,55.3,12.42,37.84,19.68,57.51,22.0,3.64,16.45,58.9,19.61,31.82,17.6,0.0,1.46,0.23,0.76,1.38,0.0,0.51,9.45,0.92,0.34,0.9,11.27,2.64
2017-12-17,31.5,32.86,91.0,37.1,38.18,13.86,43.24,6.7200000000000015,12.76,16.099999999999998,43.5,30.75,36.72,24.64,11.76,12.95,19.5,24.01,57.4,11.52,38.28,14.4,51.12,19.6,3.51,16.919999999999998,51.46,18.87,26.66,20.24,0.0,1.2,0.32,0.8200000000000001,1.9,0.0,0.6,8.7,1.38,0.45,0.38,10.58,3.28
2017-12-18,43.5,29.15,86.45,60.2,34.96,31.68,37.6,11.48,24.94,58.8,47.0,31.57,39.78,19.880000000000006,34.79,31.85,24.5,36.75,47.6,16.38,32.12,41.28,61.06,35.6,2.99,35.25,52.7,31.82,43.0,29.04,0.0,0.98,0.4,1.24,1.38,0.0,0.56,13.8,0.9,0.47,0.53,12.88,3.84
2017-12-19,44.0,29.15,83.72,60.2,35.88,23.1,36.66,22.96,46.98,41.3,46.0,30.75,39.27,20.72,44.59,26.6,9.0,39.2,45.5,14.04,34.76,44.16,56.8,33.6,5.98,42.77,48.36,31.82,30.96,27.28,0.0,1.5,0.37,0.94,1.26,0.0,0.73,12.75,0.78,0.38,0.6,15.18,3.0
2017-12-20,42.0,29.68,78.26,53.2,36.34,20.130000000000006,37.6,11.760000000000002,51.04,70.0,45.5,29.93,41.31,21.000000000000004,46.55,28.7,46.0,37.73,46.9,14.22,33.44,44.64,55.38,29.200000000000006,0.0,40.42,52.7,31.08,32.25,12.76,0.0,1.24,0.36,0.8200000000000001,0.8,0.0,0.64,12.9,1.22,0.88,1.0,15.18,3.12
2017-12-21,42.5,32.33,76.44,51.1,37.26000000000001,28.380000000000006,40.42,18.48,43.5,49.0,50.0,32.39,46.92,19.880000000000006,44.1,31.85,50.0,39.2,50.4,13.32,33.44,42.24,64.61,40.0,3.25,38.07,58.9,31.82,34.83,29.04,0.0,1.28,0.25,1.02,1.6,0.0,0.81,11.85,1.68,0.51,0.58,15.41,3.0
2017-12-22,37.0,34.45,73.71000000000002,42.0,37.72,14.52,45.12,9.52,43.5,30.8,41.0,34.44,43.35,20.44,24.01,20.65,27.5,47.04,57.4,11.88,31.24,27.36,63.19,30.0,5.07,29.14,55.18,25.16,35.26,14.08,0.0,0.74,0.27,0.64,1.46,0.0,0.94,11.25,0.66,0.48,0.49,15.87,2.8000000000000003
2017-12-23,27.0,36.57,68.25,33.599999999999994,38.64,7.260000000000002,52.64,28.000000000000004,23.2,22.4,36.5,34.44,41.82,23.24,19.11,9.45,19.0,38.22,62.3,11.7,33.0,12.96,58.22,22.0,3.64,16.919999999999998,48.36,16.65,30.53,18.48,0.0,1.34,0.24,0.66,1.66,0.0,0.43,8.85,0.96,0.44,0.53,15.41,2.56
2017-12-24,27.0,37.1,61.88,32.9,41.4,7.590000000000002,69.56,7.280000000000001,23.78,11.9,36.5,31.16,37.23,22.4,17.15,7.35,28.5,22.54,62.3,13.32,33.0,12.96,57.51,22.4,3.9,16.45,47.12,15.91,30.96,18.92,0.0,1.86,0.25,0.42,1.4,0.0,0.66,10.05,2.0,0.55,0.55,14.49,2.36
2017-12-25,37.5,53.0,80.08,38.5,46.0,7.260000000000002,94.0,0.0,0.0,11.9,42.5,27.47,34.17,20.160000000000004,10.29,7.699999999999998,30.0,15.68,70.0,14.04,42.24,12.96,59.64,33.6,4.03,14.57,39.06,16.65,41.28,6.6,0.0,1.44,0.23,0.58,1.08,0.0,0.59,9.0,0.8,0.39,0.29,12.19,2.8000000000000003
2017-12-26,44.0,46.11,85.54,38.5,40.02,16.5,48.88,6.7200000000000015,21.46,37.1,45.5,41.0,51.0,23.520000000000003,27.93,18.2,46.5,37.24,67.19999999999999,12.6,39.16,22.56,65.32,32.800000000000004,7.0200000000000005,23.97,58.28,23.68,36.12,20.24,0.0,2.0,0.19,0.36,1.8,0.0,0.47,11.7,0.92,1.0,0.6900000000000001,17.48,3.16
2017-12-27,42.0,40.28,80.08,38.5,37.72,19.47,35.72,6.16,41.18,24.5,47.5,36.49,44.37,21.840000000000003,37.24,19.95,31.5,40.18,62.3,15.3,39.6,28.8,71.0,31.6,6.5,30.55,57.66,27.38,39.56,24.2,0.0,1.36,0.26,0.8,2.0,0.0,0.71,15.0,1.94,0.68,0.65,20.47,3.48
2017-12-28,39.5,36.57,73.71000000000002,37.8,37.72,32.01,32.9,6.16,34.22,30.1,45.5,35.26,45.9,24.360000000000007,30.38,24.85,24.5,41.65,60.2,13.14,37.4,30.72,61.77,30.4,9.88,31.96,57.04,23.31,37.84,10.56,0.0,1.44,0.33,0.56,1.52,0.0,0.62,12.75,1.42,0.62,0.24,22.77,3.16
2017-12-29,37.0,37.1,70.98,36.4,37.72,23.43,33.84,9.24,57.99999999999999,44.8,43.5,34.85,42.33,21.56,24.5,18.9,29.5,49.0,60.9,16.74,35.64,25.44,53.25,27.6,3.38,24.44,62.0,25.16,36.55,27.28,0.0,1.92,0.23,0.76,1.76,0.0,0.5700000000000001,11.85,1.44,0.94,0.77,23.0,3.52
2017-12-30,28.5,34.980000000000004,69.16,34.3,39.56,16.830000000000002,34.78,10.080000000000002,29.58,31.5,40.5,31.98,41.31,24.64,27.44,8.049999999999999,18.5,38.22,66.5,13.86,36.08,15.84,58.93,23.200000000000006,3.51,15.51,53.94,18.13,30.96,8.8,0.0,1.94,0.25,0.62,1.46,0.0,0.54,8.4,0.46,0.25,0.7000000000000001,22.31,2.92
2017-12-31,26.5,32.86,63.7,32.2,40.02,13.2,37.6,6.7200000000000015,25.52,16.099999999999998,37.5,27.88,33.660000000000004,24.08,14.21,7.0,23.5,23.03,67.89999999999999,14.4,35.2,12.0,48.99,21.6,3.51,11.75,42.78,18.87,25.8,20.24,0.0,1.78,0.2,0.54,1.74,0.0,0.54,8.85,0.7000000000000001,0.33,0.5700000000000001,20.01,3.56
2018-01-01,25.97,42.14,62.99999999999999,34.79,46.0,13.26,60.0,20.35,12.54,19.200000000000006,14.91,31.85,32.800000000000004,27.0,14.249999999999998,6.44,22.8,25.38,70.0,16.1,36.9,14.85,43.12000000000001,24.380000000000006,12.54,15.66,46.02,18.06,27.72,14.580000000000002,0.0,1.04,0.38,0.48,1.36,0.0,0.55,8.32,1.92,1.0,0.74,20.4,4.3500000000000005
2018-01-02,41.87000000000001,42.57,70.0,46.15,38.18,34.32,41.4,8.51,29.040000000000006,61.6,18.46,35.0,40.0,23.22,25.65,19.78,20.0,44.65,60.9,15.41,34.44,36.3,53.13,34.5,9.12,37.26000000000001,59.0,33.11,33.0,9.18,0.0,1.06,0.5700000000000001,0.62,1.66,0.0,0.5,12.48,1.86,1.86,0.8,25.16,3.5500000000000003
2018-01-03,44.52,40.85,67.19999999999999,52.54,37.72,33.54,40.2,21.09,45.54,36.0,51.83,34.3,40.0,18.9,42.18,24.84,19.200000000000006,43.24,52.5,16.560000000000002,33.21,48.40000000000001,57.75,30.360000000000007,10.64,45.90000000000001,55.46,36.12,32.56,22.14,0.0,1.36,0.64,0.4,1.78,0.0,0.67,12.48,2.16,1.52,0.68,27.200000000000006,4.7
2018-01-04,48.23,39.56,66.5,48.99,38.64,32.370000000000005,39.0,21.09,30.360000000000007,48.0,71.0,33.95,38.8,17.82,37.62,25.3,10.8,39.48,53.9,16.1,34.03,47.3,59.29,32.660000000000004,15.96,46.98,56.64,35.69,35.64,17.82,0.0,1.06,0.61,0.7000000000000001,2.0,0.0,0.62,12.16,2.16,1.8,1.0,27.880000000000006,4.15
2018-01-05,46.11,42.57,67.89999999999999,49.7,38.64,29.25,38.4,12.95,32.34,36.8,54.67,35.0,35.2,20.520000000000003,36.48,20.24,15.6,47.0,54.6,18.4,34.85,45.1,55.44,37.72,19.0,42.12000000000001,55.46,35.69,33.0,18.36,0.0,1.6,0.64,0.62,1.44,0.0,0.77,13.12,1.47,1.26,1.16,28.56,5.0
2018-01-06,33.39,43.0,70.0,35.5,39.1,27.3,45.6,9.62,17.82,8.8,31.24,33.95,34.0,24.03,29.64,11.96,14.8,37.6,67.19999999999999,18.86,40.18,19.25,52.36,35.88,8.17,18.9,54.28,25.37,33.0,21.6,0.0,1.26,0.46,0.76,1.82,0.0,0.59,7.2,1.02,1.3,1.1,31.96,4.0
2018-01-07,30.21,41.28,70.0,36.21,39.1,8.19,43.8,9.62,22.44,8.8,24.14,33.25,32.800000000000004,24.03,23.94,15.18,36.0,23.5,65.8,18.4,41.0,18.700000000000006,52.36,19.32,11.97,16.740000000000002,45.43,23.22,31.68,19.98,0.0,1.32,0.36,0.6,1.92,0.0,0.6,8.8,1.23,1.38,0.76,31.28,3.6
2018-01-08,47.17,39.13,63.7,56.8,36.34,39.0,35.4,12.21,25.74,46.40000000000001,31.24,29.4,33.6,19.44,42.18,32.2,18.8,36.66,52.5,18.4,33.21,42.90000000000001,77.0,28.06,8.55,43.74,50.15,33.54,32.12,25.380000000000006,0.0,1.26,0.94,0.92,1.78,0.0,0.71,12.64,2.07,2.0,1.26,31.96,4.2
2018-01-09,49.29,36.98,61.6,65.32,36.8,24.96,31.8,24.42,31.68,46.40000000000001,30.53,29.75,32.800000000000004,19.71,35.34,34.04,24.8,37.6,41.3,15.87,30.75,48.40000000000001,74.69,29.9,10.07,52.92,49.56,40.42,32.56,38.88,0.0,1.16,0.78,0.88,1.22,0.0,0.79,12.0,1.56,1.8,1.18,33.32,4.1000000000000005
2018-01-10,51.41,37.84,61.6,68.16,37.26000000000001,37.83,33.0,20.72,33.660000000000004,55.2,31.24,31.15,31.200000000000006,18.36,37.05,39.1,23.200000000000006,38.54,42.0,16.79,31.16,51.15000000000001,71.61,31.28,17.48,50.76000000000001,49.56,40.42,30.8,40.5,0.0,1.18,0.6900000000000001,1.48,1.14,0.0,0.7000000000000001,12.32,1.95,1.86,2.0,39.44000000000001,4.65
2018-01-11,48.76000000000001,36.55,61.6,68.16,37.26000000000001,28.47,37.8,12.58,32.34,51.2,27.69,29.05,29.6,20.520000000000003,39.33,29.44,19.200000000000006,37.13,42.7,18.4,30.75,51.15000000000001,70.07000000000001,31.74,8.74,51.84,46.61,38.7,36.08,20.520000000000003,0.0,1.6,0.77,2.0,1.44,0.0,0.9,11.36,2.49,1.58,0.94,48.28,4.05
2018-01-12,43.99,35.26,60.2,63.19,37.72,28.47,37.8,16.65,33.660000000000004,40.0,26.27,31.15,30.4,18.09,42.74999999999999,27.6,25.6,43.71,47.6,17.02,30.75,49.50000000000001,64.68,37.26000000000001,10.45,44.28,50.15,36.55,36.96,21.06,0.0,1.3,0.65,1.12,1.44,0.0,0.53,10.72,1.7999999999999998,1.6,0.88,48.28,3.7
2018-01-13,31.8,39.13,67.89999999999999,38.34,40.48,19.5,43.8,19.61,24.42,28.0,19.17,33.599999999999994,30.8,20.25,15.39,9.66,18.4,38.07,60.9,15.64,37.31,19.25,60.06,21.62,6.08,16.740000000000002,47.2,24.08,36.96,7.56,0.0,1.86,0.63,0.78,1.58,0.0,0.49,7.36,1.05,0.76,1.04,49.64,3.1500000000000004
2018-01-14,29.68,37.84,65.8,38.34,38.64,16.77,42.0,14.43,9.24,27.200000000000006,19.17,31.5,27.200000000000006,26.73,17.669999999999995,13.34,31.6,24.44,62.99999999999999,21.62,38.54,16.5,57.75,22.08,14.06,16.740000000000002,46.61,22.79,44.0,11.34,0.0,1.3,0.52,0.66,1.6,0.0,0.35000000000000003,8.0,1.02,0.54,1.14,40.12000000000001,4.05
2018-01-15,40.81,36.12,65.1,48.28,38.64,28.86,38.4,12.95,27.72,28.8,19.17,30.1,30.0,22.14,24.51,16.560000000000002,15.6,36.19,56.7,17.25,34.85,30.250000000000004,57.75,27.6,13.68,30.24,46.02,30.96,37.4,12.420000000000002,0.0,0.9,0.56,0.76,1.84,0.0,0.64,9.6,1.29,0.88,0.7000000000000001,40.8,4.55
2018-01-16,47.17,34.83,60.9,68.16,37.26000000000001,29.64,32.4,32.19,30.360000000000007,57.6,19.88,27.65,28.0,18.36,54.72,26.22,31.200000000000006,39.95,47.6,18.86,30.34,46.2,53.13,28.98,10.26,43.2,45.43,38.7,33.44,22.14,0.0,1.54,0.92,0.98,1.54,0.0,0.74,13.12,2.43,1.74,1.18,46.24,3.75
