date,Bank of America
2014-03-13,55.61000000000001
2014-03-14,67.0
2014-03-15,55.61000000000001
2014-03-16,40.870000000000005
2014-03-17,56.95
2014-03-18,54.940000000000005
2014-03-19,53.6
2014-03-20,55.61000000000001
2014-03-21,60.970000000000006
2014-03-22,50.92
2014-03-23,38.190000000000005
2014-03-24,52.93
2014-03-25,54.940000000000005
2014-03-26,56.28
2014-03-27,54.940000000000005
2014-03-28,60.300000000000004
2014-03-29,50.25
2014-03-30,40.870000000000005
2014-03-31,60.300000000000004
2014-04-01,64.68
2014-04-02,59.400000000000006
2014-04-03,60.06
2014-04-04,65.34
2014-04-05,56.1
2014-04-06,40.92
2014-04-07,56.1
2014-04-08,58.080000000000005
2014-04-09,58.74
2014-04-10,59.400000000000006
2014-04-11,66.0
2014-04-12,51.480000000000004
2014-04-13,40.260000000000005
2014-04-14,59.400000000000006
2014-04-15,62.040000000000006
2014-04-16,58.74
2014-04-17,56.1
2014-04-18,62.040000000000006
2014-04-19,49.5
2014-04-20,33.660000000000004
2014-04-21,56.1
2014-04-22,56.1
2014-04-23,53.46
2014-04-24,52.800000000000004
2014-04-25,58.74
2014-04-26,49.5
2014-04-27,34.980000000000004
2014-04-28,55.440000000000005
2014-04-29,55.440000000000005
2014-04-30,59.400000000000006
2014-05-01,60.06
2014-05-02,64.02
2014-05-03,52.800000000000004
2014-05-04,37.620000000000005
2014-05-05,56.760000000000005
2014-05-06,52.800000000000004
2014-05-07,49.5
2014-05-08,52.800000000000004
2014-05-09,56.1
2014-05-10,47.52
2014-05-11,33.660000000000004
2014-05-12,53.46
2014-05-13,52.800000000000004
2014-05-14,51.480000000000004
2014-05-15,56.1
2014-05-16,59.400000000000006
2014-05-17,50.82
2014-05-18,36.96
2014-05-19,54.120000000000005
2014-05-20,52.800000000000004
2014-05-21,50.82
2014-05-22,52.800000000000004
2014-05-23,59.400000000000006
2014-05-24,46.86
2014-05-25,32.34
2014-05-26,38.28
2014-05-27,54.78
2014-05-28,53.46
2014-05-29,51.480000000000004
2014-05-30,66.0
2014-05-31,55.440000000000005
2014-06-01,40.260000000000005
2014-06-02,64.02
2014-06-03,64.02
2014-06-04,58.080000000000005
2014-06-05,58.74
2014-06-06,66.0
2014-06-07,50.82
2014-06-08,37.620000000000005
2014-06-09,58.080000000000005
2014-06-10,56.1
2014-06-11,54.120000000000005
2014-06-12,55.440000000000005
2014-06-13,62.7
2014-06-14,51.480000000000004
2014-06-15,37.620000000000005
2014-06-16,58.74
2014-06-17,56.1
2014-06-18,55.440000000000005
2014-06-19,56.760000000000005
2014-06-20,64.02
2014-06-21,48.84
2014-06-22,38.28
2014-06-23,54.120000000000005
2014-06-24,56.760000000000005
2014-06-25,56.1
2014-06-26,53.46
2014-06-27,62.7
2014-06-28,52.800000000000004
2014-06-29,37.620000000000005
2014-06-30,64.68
2014-07-01,63.92
2014-07-02,63.24
2014-07-03,68.0
2014-07-04,45.56
2014-07-05,46.24
2014-07-06,38.080000000000005
2014-07-07,62.56
2014-07-08,57.800000000000004
2014-07-09,55.080000000000005
2014-07-10,57.120000000000005
2014-07-11,61.2
2014-07-12,50.32
2014-07-13,34.0
2014-07-14,57.120000000000005
2014-07-15,60.52
2014-07-16,57.800000000000004
2014-07-17,55.080000000000005
2014-07-18,63.24
2014-07-19,47.6
2014-07-20,37.400000000000006
2014-07-21,55.080000000000005
2014-07-22,54.400000000000006
2014-07-23,53.720000000000006
2014-07-24,52.36000000000001
2014-07-25,61.88
2014-07-26,48.96
2014-07-27,36.720000000000006
2014-07-28,55.760000000000005
2014-07-29,54.400000000000006
2014-07-30,55.080000000000005
2014-07-31,63.24
2014-08-01,68.0
2014-08-02,53.720000000000006
2014-08-03,38.080000000000005
2014-08-04,55.080000000000005
2014-08-05,55.080000000000005
2014-08-06,53.720000000000006
2014-08-07,57.120000000000005
2014-08-08,57.120000000000005
2014-08-09,47.6
2014-08-10,34.0
2014-08-11,49.64
2014-08-12,49.64
2014-08-13,49.64
2014-08-14,50.32
2014-08-15,61.2
2014-08-16,47.6
2014-08-17,34.0
2014-08-18,53.040000000000006
2014-08-19,51.00000000000001
2014-08-20,50.32
2014-08-21,52.36000000000001
2014-08-22,55.760000000000005
2014-08-23,47.6
2014-08-24,33.32
2014-08-25,49.64
2014-08-26,49.64
2014-08-27,49.64
2014-08-28,49.64
2014-08-29,60.52
2014-08-30,48.28
2014-08-31,31.28
2014-09-01,40.95
2014-09-02,62.37
2014-09-03,62.37
2014-09-04,57.33
2014-09-05,63.0
2014-09-06,50.4
2014-09-07,34.65
2014-09-08,53.55
2014-09-09,52.92
2014-09-10,53.55
2014-09-11,52.92
2014-09-12,59.85
2014-09-13,51.03
2014-09-14,36.54
2014-09-15,58.59
2014-09-16,51.660000000000004
2014-09-17,50.4
2014-09-18,51.03
2014-09-19,60.480000000000004
2014-09-20,47.88
2014-09-21,32.76
2014-09-22,52.92
2014-09-23,51.660000000000004
2014-09-24,50.4
2014-09-25,49.77
2014-09-26,57.33
2014-09-27,47.25
2014-09-28,34.02
2014-09-29,51.660000000000004
2014-09-30,56.7
2014-10-01,58.9
2014-10-02,53.94
2014-10-03,62.0
2014-10-04,47.74
2014-10-05,34.1
2014-10-06,51.46
2014-10-07,50.22
2014-10-08,47.74
2014-10-09,47.12
2014-10-10,56.42
2014-10-11,47.74
2014-10-12,32.86
2014-10-13,47.12
2014-10-14,47.12
2014-10-15,54.56
2014-10-16,49.6
2014-10-17,55.8
2014-10-18,45.26
2014-10-19,32.24
2014-10-20,49.6
2014-10-21,50.22
2014-10-22,45.26
2014-10-23,47.12
2014-10-24,54.56
2014-10-25,40.3
2014-10-26,31.62
2014-10-27,45.88
2014-10-28,46.5
2014-10-29,44.02
2014-10-30,47.12
2014-10-31,58.28
2014-11-01,50.459999999999994
2014-11-02,35.379999999999995
2014-11-03,57.99999999999999
2014-11-04,48.72
2014-11-05,42.339999999999996
2014-11-06,42.919999999999995
2014-11-07,51.62
2014-11-08,42.919999999999995
2014-11-09,28.419999999999998
2014-11-10,45.82
2014-11-11,42.919999999999995
2014-11-12,42.919999999999995
2014-11-13,44.08
2014-11-14,53.94
2014-11-15,44.08
2014-11-16,30.74
2014-11-17,44.66
2014-11-18,42.339999999999996
2014-11-19,44.08
2014-11-20,43.5
2014-11-21,47.559999999999995
2014-11-22,42.339999999999996
2014-11-23,27.259999999999998
2014-11-24,42.339999999999996
2014-11-25,44.08
2014-11-26,48.13999999999999
2014-11-27,28.999999999999996
2014-11-28,45.239999999999995
2014-11-29,39.44
2014-11-30,31.9
2014-12-01,54.29
2014-12-02,54.29
2014-12-03,49.41
2014-12-04,46.97
2014-12-05,53.07
2014-12-06,46.36
2014-12-07,32.94
2014-12-08,48.8
2014-12-09,46.36
2014-12-10,46.36
2014-12-11,45.14
2014-12-12,55.51
2014-12-13,49.41
2014-12-14,32.94
2014-12-15,48.8
2014-12-16,49.41
2014-12-17,48.19
2014-12-18,47.58
2014-12-19,55.51
2014-12-20,48.19
2014-12-21,33.55
2014-12-22,53.07
2014-12-23,57.949999999999996
2014-12-24,53.07
2014-12-25,25.62
2014-12-26,51.24
2014-12-27,40.87
2014-12-28,31.72
2014-12-29,52.46
2014-12-30,53.68
2014-12-31,61.0
2015-01-01,38.35
2015-01-02,59.0
2015-01-03,57.23
2015-01-04,32.449999999999996
2015-01-05,53.69
2015-01-06,51.33
2015-01-07,47.199999999999996
2015-01-08,45.43
2015-01-09,52.51
2015-01-10,43.66
2015-01-11,29.5
2015-01-12,44.839999999999996
2015-01-13,46.019999999999996
2015-01-14,46.019999999999996
2015-01-15,51.33
2015-01-16,54.87
2015-01-17,45.43
2015-01-18,30.09
2015-01-19,41.89
2015-01-20,48.379999999999995
2015-01-21,48.97
2015-01-22,46.61
2015-01-23,51.33
2015-01-24,41.89
2015-01-25,30.09
2015-01-26,40.71
2015-01-27,42.48
2015-01-28,45.43
2015-01-29,46.019999999999996
2015-01-30,57.23
2015-01-31,48.379999999999995
2015-02-01,35.4
2015-02-02,50.739999999999995
2015-02-03,54.87
2015-02-04,51.919999999999995
2015-02-05,51.33
2015-02-06,56.64
2015-02-07,50.15
2015-02-08,35.989999999999995
2015-02-09,48.379999999999995
2015-02-10,51.919999999999995
2015-02-11,50.15
2015-02-12,51.33
2015-02-13,57.23
2015-02-14,47.79
2015-02-15,33.629999999999995
2015-02-16,47.79
2015-02-17,52.51
2015-02-18,51.919999999999995
2015-02-19,48.379999999999995
2015-02-20,53.69
2015-02-21,47.199999999999996
2015-02-22,34.22
2015-02-23,46.61
2015-02-24,48.97
2015-02-25,48.379999999999995
2015-02-26,51.33
2015-02-27,59.0
2015-02-28,51.33
2015-03-01,36.54
2015-03-02,52.779999999999994
2015-03-03,53.94
2015-03-04,48.13999999999999
2015-03-05,48.13999999999999
2015-03-06,55.67999999999999
2015-03-07,46.98
2015-03-08,34.22
2015-03-09,49.3
2015-03-10,48.72
2015-03-11,46.98
2015-03-12,48.72
2015-03-13,57.99999999999999
2015-03-14,45.82
2015-03-15,34.22
2015-03-16,51.04
2015-03-17,49.3
2015-03-18,49.879999999999995
2015-03-19,47.559999999999995
2015-03-20,52.199999999999996
2015-03-21,43.5
2015-03-22,31.9
2015-03-23,47.559999999999995
2015-03-24,45.82
2015-03-25,46.4
2015-03-26,47.559999999999995
2015-03-27,51.04
2015-03-28,41.76
2015-03-29,31.9
2015-03-30,49.879999999999995
2015-03-31,53.94
2015-04-01,52.199999999999996
2015-04-02,50.459999999999994
2015-04-03,57.99999999999999
2015-04-04,44.66
2015-04-05,28.999999999999996
2015-04-06,49.3
2015-04-07,46.98
2015-04-08,45.239999999999995
2015-04-09,47.559999999999995
2015-04-10,51.04
2015-04-11,42.919999999999995
2015-04-12,30.74
2015-04-13,48.72
2015-04-14,49.3
2015-04-15,51.04
2015-04-16,46.4
2015-04-17,50.459999999999994
2015-04-18,40.599999999999994
2015-04-19,31.319999999999997
2015-04-20,43.5
2015-04-21,44.08
2015-04-22,43.5
2015-04-23,43.5
2015-04-24,49.3
2015-04-25,40.599999999999994
2015-04-26,30.74
2015-04-27,42.339999999999996
2015-04-28,44.08
2015-04-29,41.76
2015-04-30,48.72
2015-05-01,57.419999999999995
2015-05-02,45.239999999999995
2015-05-03,31.9
2015-05-04,51.62
2015-05-05,49.3
2015-05-06,45.239999999999995
2015-05-07,46.98
2015-05-08,51.62
2015-05-09,44.08
2015-05-10,28.999999999999996
2015-05-11,46.98
2015-05-12,48.13999999999999
2015-05-13,45.82
2015-05-14,46.98
2015-05-15,55.67999999999999
2015-05-16,43.5
2015-05-17,30.159999999999997
2015-05-18,49.3
2015-05-19,48.13999999999999
2015-05-20,46.98
2015-05-21,47.559999999999995
2015-05-22,53.36
2015-05-23,42.339999999999996
2015-05-24,27.839999999999996
2015-05-25,31.9
2015-05-26,48.72
2015-05-27,49.3
2015-05-28,48.13999999999999
2015-05-29,57.99999999999999
2015-05-30,45.82
2015-05-31,34.22
2015-06-01,58.28
2015-06-02,55.8
2015-06-03,53.94
2015-06-04,54.56
2015-06-05,60.76
2015-06-06,48.36
2015-06-07,32.86
2015-06-08,53.94
2015-06-09,55.18
2015-06-10,52.7
2015-06-11,52.7
2015-06-12,58.9
2015-06-13,47.74
2015-06-14,34.1
2015-06-15,57.04
2015-06-16,54.56
2015-06-17,51.46
2015-06-18,50.839999999999996
2015-06-19,59.519999999999996
2015-06-20,44.64
2015-06-21,33.48
2015-06-22,55.8
2015-06-23,53.32
2015-06-24,52.7
2015-06-25,53.32
2015-06-26,59.519999999999996
2015-06-27,48.98
2015-06-28,34.1
2015-06-29,57.66
2015-06-30,62.0
2015-07-01,61.1
2015-07-02,64.35000000000001
2015-07-03,64.35000000000001
2015-07-04,36.4
2015-07-05,32.5
2015-07-06,57.2
2015-07-07,54.6
2015-07-08,52.65
2015-07-09,52.65
2015-07-10,59.15
2015-07-11,46.15
2015-07-12,31.85
2015-07-13,52.65
2015-07-14,53.300000000000004
2015-07-15,54.6
2015-07-16,50.7
2015-07-17,57.2
2015-07-18,46.15
2015-07-19,33.800000000000004
2015-07-20,53.300000000000004
2015-07-21,53.300000000000004
2015-07-22,49.4
2015-07-23,50.7
2015-07-24,57.2
2015-07-25,45.5
2015-07-26,32.5
2015-07-27,50.7
2015-07-28,51.35
2015-07-29,50.7
2015-07-30,52.0
2015-07-31,65.0
2015-08-01,52.92
2015-08-02,35.910000000000004
2015-08-03,59.85
2015-08-04,54.81
2015-08-05,54.18
2015-08-06,51.03
2015-08-07,59.85
2015-08-08,49.14
2015-08-09,33.39
2015-08-10,54.18
2015-08-11,52.92
2015-08-12,52.92
2015-08-13,51.660000000000004
2015-08-14,63.0
2015-08-15,50.4
2015-08-16,34.02
2015-08-17,55.44
2015-08-18,53.55
2015-08-19,51.03
2015-08-20,51.660000000000004
2015-08-21,58.59
2015-08-22,47.25
2015-08-23,33.39
2015-08-24,50.4
2015-08-25,49.77
2015-08-26,49.14
2015-08-27,50.4
2015-08-28,56.07
2015-08-29,45.99
2015-08-30,33.39
2015-08-31,54.18
2015-09-01,56.99999999999999
2015-09-02,51.3
2015-09-03,51.3
2015-09-04,56.42999999999999
2015-09-05,45.599999999999994
2015-09-06,28.499999999999996
2015-09-07,32.489999999999995
2015-09-08,50.16
2015-09-09,49.589999999999996
2015-09-10,47.309999999999995
2015-09-11,51.3
2015-09-12,41.04
2015-09-13,27.929999999999996
2015-09-14,47.309999999999995
2015-09-15,50.16
2015-09-16,46.169999999999995
2015-09-17,44.459999999999994
2015-09-18,51.3
2015-09-19,42.74999999999999
2015-09-20,29.069999999999997
2015-09-21,45.029999999999994
2015-09-22,45.029999999999994
2015-09-23,43.31999999999999
2015-09-24,44.459999999999994
2015-09-25,50.16
2015-09-26,41.61
2015-09-27,28.499999999999996
2015-09-28,44.459999999999994
2015-09-29,45.029999999999994
2015-09-30,49.589999999999996
2015-10-01,53.2
2015-10-02,56.00000000000001
2015-10-03,45.92
2015-10-04,33.040000000000006
2015-10-05,52.64000000000001
2015-10-06,47.040000000000006
2015-10-07,44.24
2015-10-08,45.36000000000001
2015-10-09,51.52
2015-10-10,44.24
2015-10-11,34.160000000000004
2015-10-12,46.480000000000004
2015-10-13,47.6
2015-10-14,47.040000000000006
2015-10-15,48.720000000000006
2015-10-16,52.080000000000005
2015-10-17,41.440000000000005
2015-10-18,29.120000000000005
2015-10-19,45.92
2015-10-20,44.24
2015-10-21,42.56
2015-10-22,43.120000000000005
2015-10-23,48.720000000000006
2015-10-24,39.2
2015-10-25,30.240000000000002
2015-10-26,45.36000000000001
2015-10-27,40.88
2015-10-28,41.440000000000005
2015-10-29,42.00000000000001
2015-10-30,53.2
2015-10-31,42.00000000000001
2015-11-01,33.39
2015-11-02,48.760000000000005
2015-11-03,50.35
2015-11-04,46.11
2015-11-05,47.7
2015-11-06,53.0
2015-11-07,44.52
2015-11-08,30.740000000000002
2015-11-09,46.64
2015-11-10,46.11
2015-11-11,43.46
2015-11-12,45.050000000000004
2015-11-13,51.940000000000005
2015-11-14,41.34
2015-11-15,28.62
2015-11-16,44.52
2015-11-17,45.050000000000004
2015-11-18,41.870000000000005
2015-11-19,43.46
2015-11-20,49.82
2015-11-21,41.870000000000005
2015-11-22,27.560000000000002
2015-11-23,45.580000000000005
2015-11-24,44.52
2015-11-25,49.29
2015-11-26,29.150000000000002
2015-11-27,42.93
2015-11-28,39.75
2015-11-29,31.270000000000003
2015-11-30,50.35
2015-12-01,47.879999999999995
2015-12-02,42.18
2015-12-03,43.31999999999999
2015-12-04,47.309999999999995
2015-12-05,42.74999999999999
2015-12-06,27.36
2015-12-07,39.9
2015-12-08,41.04
2015-12-09,38.19
2015-12-10,38.19
2015-12-11,45.029999999999994
2015-12-12,38.76
2015-12-13,27.36
2015-12-14,41.61
2015-12-15,42.74999999999999
2015-12-16,41.61
2015-12-17,40.47
2015-12-18,47.879999999999995
2015-12-19,40.47
2015-12-20,26.22
2015-12-21,42.74999999999999
2015-12-22,45.599999999999994
2015-12-23,48.449999999999996
2015-12-24,51.3
2015-12-25,21.09
2015-12-26,34.769999999999996
2015-12-27,26.22
2015-12-28,45.599999999999994
2015-12-29,43.88999999999999
2015-12-30,46.739999999999995
2015-12-31,56.99999999999999
2016-01-01,34.79
2016-01-02,42.63
2016-01-03,30.87
2016-01-04,46.06
2016-01-05,45.08
2016-01-06,42.14
2016-01-07,40.18
2016-01-08,45.08
2016-01-09,39.2
2016-01-10,24.99
2016-01-11,37.24
2016-01-12,37.73
2016-01-13,38.71
2016-01-14,37.24
2016-01-15,49.0
2016-01-16,42.14
2016-01-17,28.419999999999998
2016-01-18,36.26
2016-01-19,41.16
2016-01-20,41.65
2016-01-21,39.2
2016-01-22,42.63
2016-01-23,34.79
2016-01-24,24.99
2016-01-25,37.24
2016-01-26,37.73
2016-01-27,36.75
2016-01-28,38.71
2016-01-29,46.06
2016-01-30,41.16
2016-01-31,27.439999999999998
2016-02-01,44.5
2016-02-02,44.0
2016-02-03,44.0
2016-02-04,44.0
2016-02-05,50.0
2016-02-06,45.0
2016-02-07,29.5
2016-02-08,39.0
2016-02-09,41.5
2016-02-10,45.0
2016-02-11,42.5
2016-02-12,50.0
2016-02-13,45.0
2016-02-14,27.5
2016-02-15,39.5
2016-02-16,45.0
2016-02-17,44.0
2016-02-18,43.0
2016-02-19,45.5
2016-02-20,41.5
2016-02-21,28.5
2016-02-22,40.5
2016-02-23,41.5
2016-02-24,40.0
2016-02-25,40.5
2016-02-26,46.0
2016-02-27,43.5
2016-02-28,29.5
2016-02-29,43.0
2016-03-01,47.53
2016-03-02,44.589999999999996
2016-03-03,45.08
2016-03-04,49.0
2016-03-05,46.06
2016-03-06,28.91
2016-03-07,43.12
2016-03-08,44.1
2016-03-09,42.63
2016-03-10,41.16
2016-03-11,47.04
2016-03-12,42.63
2016-03-13,28.91
2016-03-14,43.61
2016-03-15,46.06
2016-03-16,42.14
2016-03-17,41.16
2016-03-18,46.55
2016-03-19,41.65
2016-03-20,29.4
2016-03-21,42.63
2016-03-22,41.65
2016-03-23,39.2
2016-03-24,43.61
2016-03-25,49.0
2016-03-26,40.18
2016-03-27,25.48
2016-03-28,42.63
2016-03-29,42.63
2016-03-30,41.65
2016-03-31,44.1
2016-04-01,50.0
2016-04-02,41.0
2016-04-03,27.0
2016-04-04,41.0
2016-04-05,41.5
2016-04-06,39.5
2016-04-07,38.5
2016-04-08,43.5
2016-04-09,38.5
2016-04-10,25.5
2016-04-11,38.5
2016-04-12,40.0
2016-04-13,40.5
2016-04-14,40.0
2016-04-15,46.0
2016-04-16,40.0
2016-04-17,27.0
2016-04-18,41.0
2016-04-19,38.5
2016-04-20,37.5
2016-04-21,36.0
2016-04-22,41.0
2016-04-23,35.0
2016-04-24,24.5
2016-04-25,36.0
2016-04-26,34.5
2016-04-27,35.0
2016-04-28,35.0
2016-04-29,45.0
2016-04-30,39.0
2016-05-01,29.759999999999998
2016-05-02,45.6
2016-05-03,45.6
2016-05-04,40.8
2016-05-05,44.16
2016-05-06,47.519999999999996
2016-05-07,42.239999999999995
2016-05-08,25.439999999999998
2016-05-09,42.72
2016-05-10,42.239999999999995
2016-05-11,40.8
2016-05-12,40.32
2016-05-13,48.0
2016-05-14,42.239999999999995
2016-05-15,27.36
2016-05-16,43.199999999999996
2016-05-17,42.239999999999995
2016-05-18,41.28
2016-05-19,40.8
2016-05-20,47.519999999999996
2016-05-21,39.36
2016-05-22,26.88
2016-05-23,41.76
2016-05-24,39.839999999999996
2016-05-25,42.239999999999995
2016-05-26,40.32
2016-05-27,47.04
2016-05-28,41.76
2016-05-29,26.88
2016-05-30,29.759999999999998
2016-05-31,48.0
2016-06-01,51.480000000000004
2016-06-02,48.36
2016-06-03,52.0
2016-06-04,44.72
2016-06-05,29.64
2016-06-06,43.160000000000004
2016-06-07,43.160000000000004
2016-06-08,41.6
2016-06-09,41.08
2016-06-10,48.36
2016-06-11,37.96
2016-06-12,25.48
2016-06-13,43.160000000000004
2016-06-14,42.64
2016-06-15,44.2
2016-06-16,43.160000000000004
2016-06-17,47.32
2016-06-18,42.120000000000005
2016-06-19,26.52
2016-06-20,44.2
2016-06-21,43.160000000000004
2016-06-22,42.64
2016-06-23,42.120000000000005
2016-06-24,48.88
2016-06-25,39.52
2016-06-26,28.080000000000002
2016-06-27,43.160000000000004
2016-06-28,43.160000000000004
2016-06-29,43.68
2016-06-30,49.4
2016-07-01,51.0
2016-07-02,42.84
2016-07-03,24.48
2016-07-04,24.48
2016-07-05,43.35
2016-07-06,42.84
2016-07-07,38.76
2016-07-08,43.35
2016-07-09,36.72
2016-07-10,22.95
2016-07-11,36.72
2016-07-12,38.76
2016-07-13,36.72
2016-07-14,36.72
2016-07-15,44.88
2016-07-16,37.230000000000004
2016-07-17,23.97
2016-07-18,38.25
2016-07-19,36.21
2016-07-20,36.72
2016-07-21,36.21
2016-07-22,39.27
2016-07-23,33.15
2016-07-24,22.95
2016-07-25,35.19
2016-07-26,35.7
2016-07-27,35.7
2016-07-28,34.68
2016-07-29,43.35
2016-07-30,36.72
2016-07-31,23.97
2016-08-01,49.0
2016-08-02,47.0
2016-08-03,46.5
2016-08-04,45.0
2016-08-05,50.0
2016-08-06,41.5
2016-08-07,27.0
2016-08-08,42.0
2016-08-09,42.5
2016-08-10,41.5
2016-08-11,43.0
2016-08-12,47.0
2016-08-13,40.0
2016-08-14,27.0
2016-08-15,45.0
2016-08-16,46.0
2016-08-17,43.0
2016-08-18,41.5
2016-08-19,47.5
2016-08-20,40.5
2016-08-21,26.5
2016-08-22,43.5
2016-08-23,43.0
2016-08-24,41.0
2016-08-25,43.0
2016-08-26,48.0
2016-08-27,39.5
2016-08-28,28.5
2016-08-29,41.5
2016-08-30,43.5
2016-08-31,44.0
2016-09-01,41.36
2016-09-02,47.0
2016-09-03,37.599999999999994
2016-09-04,23.5
2016-09-05,26.79
2016-09-06,39.01
2016-09-07,38.07
2016-09-08,35.72
2016-09-09,39.949999999999996
2016-09-10,33.839999999999996
2016-09-11,20.68
2016-09-12,33.839999999999996
2016-09-13,33.37
2016-09-14,33.839999999999996
2016-09-15,36.66
2016-09-16,39.949999999999996
2016-09-17,31.959999999999997
2016-09-18,21.15
2016-09-19,33.37
2016-09-20,33.839999999999996
2016-09-21,32.43
2016-09-22,33.37
2016-09-23,39.48
2016-09-24,32.9
2016-09-25,21.619999999999997
2016-09-26,31.959999999999997
2016-09-27,31.49
2016-09-28,31.959999999999997
2016-09-29,32.9
2016-09-30,43.239999999999995
2016-10-01,45.12
2016-10-02,27.84
2016-10-03,44.64
2016-10-04,42.239999999999995
2016-10-05,39.36
2016-10-06,39.839999999999996
2016-10-07,45.6
2016-10-08,40.32
2016-10-09,25.919999999999998
2016-10-10,41.76
2016-10-11,41.28
2016-10-12,40.8
2016-10-13,39.839999999999996
2016-10-14,48.0
2016-10-15,40.8
2016-10-16,26.4
2016-10-17,40.32
2016-10-18,40.32
2016-10-19,37.92
2016-10-20,38.4
2016-10-21,45.6
2016-10-22,38.4
2016-10-23,24.48
2016-10-24,38.4
2016-10-25,38.879999999999995
2016-10-26,36.96
2016-10-27,36.96
2016-10-28,45.12
2016-10-29,38.879999999999995
2016-10-30,27.36
2016-10-31,40.32
2016-11-01,44.160000000000004
2016-11-02,41.4
2016-11-03,37.72
2016-11-04,46.0
2016-11-05,40.940000000000005
2016-11-06,25.76
2016-11-07,37.72
2016-11-08,34.96
2016-11-09,27.6
2016-11-10,43.24
2016-11-11,44.620000000000005
2016-11-12,42.32
2016-11-13,25.3
2016-11-14,40.480000000000004
2016-11-15,44.160000000000004
2016-11-16,39.1
2016-11-17,40.02
2016-11-18,43.7
2016-11-19,37.72
2016-11-20,23.92
2016-11-21,38.64
2016-11-22,41.4
2016-11-23,45.080000000000005
2016-11-24,26.220000000000002
2016-11-25,39.1
2016-11-26,34.04
2016-11-27,24.84
2016-11-28,37.72
2016-11-29,38.64
2016-11-30,40.940000000000005
2016-12-01,43.68
2016-12-02,46.08
2016-12-03,39.36
2016-12-04,24.48
2016-12-05,37.44
2016-12-06,37.44
2016-12-07,35.519999999999996
2016-12-08,34.08
2016-12-09,39.36
2016-12-10,35.519999999999996
2016-12-11,24.48
2016-12-12,36.0
2016-12-13,38.4
2016-12-14,37.44
2016-12-15,38.4
2016-12-16,42.72
2016-12-17,37.44
2016-12-18,24.0
2016-12-19,37.44
2016-12-20,41.76
2016-12-21,38.879999999999995
2016-12-22,40.8
2016-12-23,48.0
2016-12-24,36.0
2016-12-25,16.32
2016-12-26,34.08
2016-12-27,38.4
2016-12-28,37.92
2016-12-29,37.44
2016-12-30,47.04
2016-12-31,36.96
2017-01-01,22.05
2017-01-02,39.15
2017-01-03,45.0
2017-01-04,42.300000000000004
2017-01-05,40.95
2017-01-06,40.95
2017-01-07,34.65
2017-01-08,22.5
2017-01-09,35.1
2017-01-10,36.9
2017-01-11,36.0
2017-01-12,36.0
2017-01-13,45.0
2017-01-14,38.25
2017-01-15,23.85
2017-01-16,34.2
2017-01-17,38.7
2017-01-18,39.15
2017-01-19,35.550000000000004
2017-01-20,39.15
2017-01-21,36.0
2017-01-22,22.5
2017-01-23,35.1
2017-01-24,35.1
2017-01-25,35.550000000000004
2017-01-26,34.2
2017-01-27,38.7
2017-01-28,36.0
2017-01-29,24.3
2017-01-30,35.550000000000004
2017-01-31,37.800000000000004
2017-02-01,41.36
2017-02-02,40.419999999999995
2017-02-03,47.0
2017-02-04,44.18
2017-02-05,25.849999999999998
2017-02-06,36.19
2017-02-07,39.01
2017-02-08,36.66
2017-02-09,35.72
2017-02-10,42.3
2017-02-11,38.07
2017-02-12,25.38
2017-02-13,36.19
2017-02-14,38.07
2017-02-15,40.89
2017-02-16,39.01
2017-02-17,43.71
2017-02-18,39.01
2017-02-19,25.849999999999998
2017-02-20,35.72
2017-02-21,40.419999999999995
2017-02-22,42.769999999999996
2017-02-23,40.89
2017-02-24,44.18
2017-02-25,39.01
2017-02-26,25.849999999999998
2017-02-27,37.599999999999994
2017-02-28,42.3
2017-03-01,41.4
2017-03-02,40.940000000000005
2017-03-03,46.0
2017-03-04,41.4
2017-03-05,27.14
2017-03-06,37.260000000000005
2017-03-07,35.88
2017-03-08,36.800000000000004
2017-03-09,35.88
2017-03-10,40.480000000000004
2017-03-11,37.260000000000005
2017-03-12,22.540000000000003
2017-03-13,34.96
2017-03-14,34.5
2017-03-15,38.18
2017-03-16,36.800000000000004
2017-03-17,40.940000000000005
2017-03-18,34.5
2017-03-19,23.92
2017-03-20,35.88
2017-03-21,35.42
2017-03-22,34.5
2017-03-23,34.96
2017-03-24,39.56
2017-03-25,35.42
2017-03-26,23.92
2017-03-27,35.42
2017-03-28,34.96
2017-03-29,35.42
2017-03-30,37.260000000000005
2017-03-31,45.54
2017-04-01,40.940000000000005
2017-04-02,28.060000000000002
2017-04-03,40.02
2017-04-04,38.64
2017-04-05,36.34
2017-04-06,35.42
2017-04-07,40.02
2017-04-08,35.42
2017-04-09,24.380000000000003
2017-04-10,35.88
2017-04-11,35.42
2017-04-12,37.72
2017-04-13,36.800000000000004
2017-04-14,46.0
2017-04-15,35.88
2017-04-16,21.62
2017-04-17,38.18
2017-04-18,37.72
2017-04-19,34.96
2017-04-20,33.120000000000005
2017-04-21,38.64
2017-04-22,33.58
2017-04-23,22.540000000000003
2017-04-24,33.58
2017-04-25,33.58
2017-04-26,34.96
2017-04-27,32.660000000000004
2017-04-28,40.02
2017-04-29,34.04
2017-04-30,24.84
2017-05-01,45.54
2017-05-02,43.24
2017-05-03,41.4
2017-05-04,39.56
2017-05-05,43.7
2017-05-06,38.64
2017-05-07,24.380000000000003
2017-05-08,39.56
2017-05-09,40.480000000000004
