date,Oracle
2014-03-19,69.75
2014-03-20,67.5
2014-03-21,64.5
2014-03-22,24.75
2014-03-23,21.0
2014-03-24,69.75
2014-03-25,72.0
2014-03-26,75.0
2014-03-27,72.75
2014-03-28,57.0
2014-03-29,22.5
2014-03-30,24.75
2014-03-31,58.5
2014-04-01,73.72
2014-04-02,76.0
2014-04-03,75.24
2014-04-04,64.6
2014-04-05,26.6
2014-04-06,22.04
2014-04-07,71.44
2014-04-08,72.96000000000001
2014-04-09,72.96000000000001
2014-04-10,73.72
2014-04-11,68.4
2014-04-12,22.8
2014-04-13,22.04
2014-04-14,66.88
2014-04-15,69.92
2014-04-16,73.72
2014-04-17,71.44
2014-04-18,59.28
2014-04-19,25.080000000000002
2014-04-20,26.6
2014-04-21,68.4
2014-04-22,68.4
2014-04-23,73.72
2014-04-24,66.88
2014-04-25,69.16
2014-04-26,28.12
2014-04-27,26.6
2014-04-28,70.68
2014-04-29,69.16
2014-04-30,75.24
2014-05-01,62.9
2014-05-02,65.86
2014-05-03,22.2
2014-05-04,22.2
2014-05-05,64.38
2014-05-06,62.9
2014-05-07,68.82
2014-05-08,66.6
2014-05-09,59.94
2014-05-10,24.419999999999998
2014-05-11,26.64
2014-05-12,62.9
2014-05-13,66.6
2014-05-14,74.0
2014-05-15,68.82
2014-05-16,59.2
2014-05-17,22.94
2014-05-18,20.72
2014-05-19,64.38
2014-05-20,69.56
2014-05-21,70.3
2014-05-22,74.0
2014-05-23,55.5
2014-05-24,22.2
2014-05-25,17.759999999999998
2014-05-26,25.16
2014-05-27,65.12
2014-05-28,63.64
2014-05-29,71.03999999999999
2014-05-30,63.64
2014-05-31,25.16
2014-06-01,20.02
2014-06-02,62.370000000000005
2014-06-03,60.83
2014-06-04,67.76
2014-06-05,70.07000000000001
2014-06-06,60.83
2014-06-07,21.560000000000002
2014-06-08,23.1
2014-06-09,63.14
2014-06-10,69.3
2014-06-11,69.3
2014-06-12,69.3
2014-06-13,63.14
2014-06-14,23.1
2014-06-15,17.71
2014-06-16,64.68
2014-06-17,66.22
2014-06-18,72.38
2014-06-19,75.46000000000001
2014-06-20,65.45
2014-06-21,22.330000000000002
2014-06-22,20.79
2014-06-23,77.0
2014-06-24,71.61
2014-06-25,65.45
2014-06-26,70.07000000000001
2014-06-27,53.13
2014-06-28,20.79
2014-06-29,22.330000000000002
2014-06-30,63.14
2014-07-01,66.3
2014-07-02,69.42
2014-07-03,60.84
2014-07-04,26.52
2014-07-05,19.5
2014-07-06,17.94
2014-07-07,66.3
2014-07-08,64.74000000000001
2014-07-09,70.98
2014-07-10,71.76
2014-07-11,61.620000000000005
2014-07-12,22.62
2014-07-13,21.84
2014-07-14,67.08
2014-07-15,74.10000000000001
2014-07-16,78.0
2014-07-17,77.22
2014-07-18,68.64
2014-07-19,24.18
2014-07-20,20.28
2014-07-21,68.64
2014-07-22,74.10000000000001
2014-07-23,77.22
2014-07-24,74.88
2014-07-25,68.64
2014-07-26,26.52
2014-07-27,25.740000000000002
2014-07-28,67.08
2014-07-29,69.42
2014-07-30,74.10000000000001
2014-07-31,71.76
2014-08-01,66.12
2014-08-02,26.6
2014-08-03,22.04
2014-08-04,69.16
2014-08-05,72.96000000000001
2014-08-06,72.2
2014-08-07,72.2
2014-08-08,66.88
2014-08-09,22.8
2014-08-10,21.28
2014-08-11,60.04
2014-08-12,76.0
2014-08-13,69.92
2014-08-14,71.44
2014-08-15,60.04
2014-08-16,22.04
2014-08-17,24.32
2014-08-18,69.92
2014-08-19,76.0
2014-08-20,73.72
2014-08-21,70.68
2014-08-22,66.88
2014-08-23,24.32
2014-08-24,22.8
2014-08-25,72.2
2014-08-26,69.92
2014-08-27,72.2
2014-08-28,69.16
2014-08-29,57.76
2014-08-30,19.0
2014-08-31,22.04
2014-09-01,25.92
2014-09-02,59.13
2014-09-03,68.04
2014-09-04,68.04
2014-09-05,63.99
2014-09-06,25.92
2014-09-07,20.25
2014-09-08,59.940000000000005
2014-09-09,71.28
2014-09-10,64.80000000000001
2014-09-11,71.28
2014-09-12,63.18000000000001
2014-09-13,21.060000000000002
2014-09-14,25.110000000000003
2014-09-15,66.42
2014-09-16,69.66000000000001
2014-09-17,67.23
2014-09-18,81.0
2014-09-19,74.52000000000001
2014-09-20,29.970000000000002
2014-09-21,16.200000000000003
2014-09-22,69.66000000000001
2014-09-23,69.66000000000001
2014-09-24,78.57000000000001
2014-09-25,76.14
2014-09-26,65.61
2014-09-27,23.490000000000002
2014-09-28,26.73
2014-09-29,69.66000000000001
2014-09-30,77.76
2014-10-01,75.84
2014-10-02,79.0
2014-10-03,65.57000000000001
2014-10-04,23.700000000000003
2014-10-05,22.12
2014-10-06,63.99
2014-10-07,71.10000000000001
2014-10-08,74.26
2014-10-09,77.42
2014-10-10,66.36
2014-10-11,26.86
2014-10-12,23.700000000000003
2014-10-13,55.300000000000004
2014-10-14,75.05
2014-10-15,73.47
2014-10-16,68.73
2014-10-17,66.36
2014-10-18,28.44
2014-10-19,23.700000000000003
2014-10-20,65.57000000000001
2014-10-21,71.89
2014-10-22,65.57000000000001
2014-10-23,63.99
2014-10-24,64.78
2014-10-25,28.44
2014-10-26,24.490000000000002
2014-10-27,63.2
2014-10-28,67.15
2014-10-29,76.63000000000001
2014-10-30,72.68
2014-10-31,67.94
2014-11-01,21.76
2014-11-02,19.720000000000002
2014-11-03,53.720000000000006
2014-11-04,56.440000000000005
2014-11-05,57.120000000000005
2014-11-06,61.2
2014-11-07,51.00000000000001
2014-11-08,25.16
2014-11-09,19.040000000000003
2014-11-10,53.040000000000006
2014-11-11,48.96
2014-11-12,60.52
2014-11-13,55.080000000000005
2014-11-14,52.36000000000001
2014-11-15,27.200000000000003
2014-11-16,25.16
2014-11-17,53.040000000000006
2014-11-18,59.84
2014-11-19,68.0
2014-11-20,65.96000000000001
2014-11-21,56.440000000000005
2014-11-22,25.840000000000003
2014-11-23,19.720000000000002
2014-11-24,49.64
2014-11-25,58.480000000000004
2014-11-26,41.480000000000004
2014-11-27,23.12
2014-11-28,25.16
2014-11-29,18.360000000000003
2014-11-30,19.040000000000003
2014-12-01,54.120000000000005
2014-12-02,64.02
2014-12-03,64.68
2014-12-04,66.0
2014-12-05,60.720000000000006
2014-12-06,23.76
2014-12-07,20.46
2014-12-08,56.1
2014-12-09,60.06
2014-12-10,64.02
2014-12-11,65.34
2014-12-12,54.78
2014-12-13,25.080000000000002
2014-12-14,22.44
2014-12-15,63.36
2014-12-16,62.7
2014-12-17,62.040000000000006
2014-12-18,66.0
2014-12-19,55.440000000000005
2014-12-20,21.78
2014-12-21,19.14
2014-12-22,52.14
2014-12-23,54.78
2014-12-24,32.34
2014-12-25,19.14
2014-12-26,25.080000000000002
2014-12-27,16.5
2014-12-28,17.82
2014-12-29,43.56
2014-12-30,44.88
2014-12-31,37.620000000000005
2015-01-01,16.33
2015-01-02,39.76
2015-01-03,19.88
2015-01-04,18.46
2015-01-05,53.959999999999994
2015-01-06,61.769999999999996
2015-01-07,63.9
2015-01-08,61.769999999999996
2015-01-09,58.22
2015-01-10,23.43
2015-01-11,20.59
2015-01-12,58.93
2015-01-13,67.45
2015-01-14,62.48
2015-01-15,62.48
2015-01-16,64.61
2015-01-17,24.14
2015-01-18,19.169999999999998
2015-01-19,48.28
2015-01-20,63.9
2015-01-21,68.16
2015-01-22,71.0
2015-01-23,64.61
2015-01-24,36.21
2015-01-25,26.27
2015-01-26,58.22
2015-01-27,59.64
2015-01-28,67.45
2015-01-29,67.45
2015-01-30,58.22
2015-01-31,24.849999999999998
2015-02-01,21.75
2015-02-02,57.75
2015-02-03,70.5
2015-02-04,73.5
2015-02-05,75.0
2015-02-06,66.0
2015-02-07,25.5
2015-02-08,24.75
2015-02-09,63.0
2015-02-10,69.75
2015-02-11,72.0
2015-02-12,69.0
2015-02-13,68.25
2015-02-14,24.0
2015-02-15,21.75
2015-02-16,50.25
2015-02-17,69.0
2015-02-18,65.25
2015-02-19,68.25
2015-02-20,64.5
2015-02-21,24.0
2015-02-22,22.5
2015-02-23,66.0
2015-02-24,72.75
2015-02-25,70.5
2015-02-26,73.5
2015-02-27,69.75
2015-02-28,30.0
2015-03-01,24.419999999999998
2015-03-02,58.46
2015-03-03,68.82
2015-03-04,74.0
2015-03-05,64.38
2015-03-06,63.64
2015-03-07,27.38
2015-03-08,22.94
2015-03-09,65.86
2015-03-10,73.26
2015-03-11,70.3
2015-03-12,70.3
2015-03-13,59.2
2015-03-14,24.419999999999998
2015-03-15,20.72
2015-03-16,61.42
2015-03-17,68.08
2015-03-18,69.56
2015-03-19,71.78
2015-03-20,62.9
2015-03-21,23.68
2015-03-22,22.2
2015-03-23,65.12
2015-03-24,73.26
2015-03-25,59.2
2015-03-26,72.52
2015-03-27,65.12
2015-03-28,25.16
2015-03-29,20.72
2015-03-30,65.12
2015-03-31,68.08
2015-04-01,70.07000000000001
2015-04-02,63.14
2015-04-03,56.980000000000004
2015-04-04,23.87
2015-04-05,22.330000000000002
2015-04-06,61.6
2015-04-07,70.84
2015-04-08,72.38
2015-04-09,70.07000000000001
2015-04-10,62.370000000000005
2015-04-11,25.41
2015-04-12,22.330000000000002
2015-04-13,63.910000000000004
2015-04-14,69.3
2015-04-15,70.84
2015-04-16,70.84
2015-04-17,70.84
2015-04-18,26.95
2015-04-19,22.330000000000002
2015-04-20,64.68
2015-04-21,77.0
2015-04-22,73.92
2015-04-23,70.07000000000001
2015-04-24,65.45
2015-04-25,25.41
2015-04-26,23.1
2015-04-27,63.910000000000004
2015-04-28,70.07000000000001
2015-04-29,72.38
2015-04-30,67.76
2015-05-01,53.28
2015-05-02,23.759999999999998
2015-05-03,23.04
2015-05-04,61.919999999999995
2015-05-05,70.56
2015-05-06,65.52
2015-05-07,64.08
2015-05-08,56.879999999999995
2015-05-09,20.88
2015-05-10,22.32
2015-05-11,56.16
2015-05-12,72.0
2015-05-13,71.28
2015-05-14,70.56
2015-05-15,56.16
2015-05-16,23.759999999999998
2015-05-17,20.88
2015-05-18,64.08
2015-05-19,68.39999999999999
2015-05-20,67.67999999999999
2015-05-21,69.12
2015-05-22,63.36
2015-05-23,16.56
2015-05-24,20.16
2015-05-25,27.36
2015-05-26,64.08
2015-05-27,71.28
2015-05-28,72.0
2015-05-29,59.76
2015-05-30,24.48
2015-05-31,19.439999999999998
2015-06-01,59.76
2015-06-02,68.89
2015-06-03,68.06
2015-06-04,75.53
2015-06-05,76.36
2015-06-06,20.75
2015-06-07,25.73
2015-06-08,72.21
2015-06-09,73.86999999999999
2015-06-10,72.21
2015-06-11,73.03999999999999
2015-06-12,63.08
2015-06-13,25.73
2015-06-14,24.9
2015-06-15,73.86999999999999
2015-06-16,68.06
2015-06-17,83.0
2015-06-18,70.55
2015-06-19,62.25
2015-06-20,23.24
2015-06-21,21.58
2015-06-22,62.25
2015-06-23,74.7
2015-06-24,78.02
2015-06-25,78.02
2015-06-26,73.86999999999999
2015-06-27,35.69
2015-06-28,24.07
2015-06-29,70.55
2015-06-30,73.03999999999999
2015-07-01,73.32000000000001
2015-07-02,60.84
2015-07-03,34.32
2015-07-04,18.72
2015-07-05,20.28
2015-07-06,68.64
2015-07-07,75.66
2015-07-08,67.08
2015-07-09,74.10000000000001
2015-07-10,62.400000000000006
2015-07-11,23.400000000000002
2015-07-12,21.84
2015-07-13,67.86
2015-07-14,76.44
2015-07-15,73.32000000000001
2015-07-16,71.76
2015-07-17,63.96
2015-07-18,28.080000000000002
2015-07-19,23.400000000000002
2015-07-20,67.86
2015-07-21,76.44
2015-07-22,76.44
2015-07-23,78.0
2015-07-24,69.42
2015-07-25,25.740000000000002
2015-07-26,21.060000000000002
2015-07-27,74.10000000000001
2015-07-28,70.98
2015-07-29,67.86
2015-07-30,72.54
2015-07-31,60.06
2015-08-01,22.94
2015-08-02,19.98
2015-08-03,63.64
2015-08-04,67.34
2015-08-05,70.3
2015-08-06,73.26
2015-08-07,58.46
2015-08-08,22.94
2015-08-09,20.72
2015-08-10,66.6
2015-08-11,73.26
2015-08-12,71.03999999999999
2015-08-13,68.08
2015-08-14,59.94
2015-08-15,21.46
2015-08-16,22.94
2015-08-17,59.94
2015-08-18,68.08
2015-08-19,69.56
2015-08-20,66.6
2015-08-21,54.76
2015-08-22,22.94
2015-08-23,24.419999999999998
2015-08-24,64.38
2015-08-25,66.6
2015-08-26,74.0
2015-08-27,66.6
2015-08-28,60.68
2015-08-29,22.94
2015-08-30,20.72
2015-08-31,56.98
2015-09-01,74.0
2015-09-02,66.6
2015-09-03,71.78
2015-09-04,59.2
2015-09-05,22.2
2015-09-06,21.46
2015-09-07,25.16
2015-09-08,65.86
2015-09-09,68.08
2015-09-10,68.08
2015-09-11,60.68
2015-09-12,23.68
2015-09-13,23.68
2015-09-14,60.68
2015-09-15,70.3
2015-09-16,72.52
2015-09-17,65.86
2015-09-18,64.38
2015-09-19,22.94
2015-09-20,20.72
2015-09-21,61.42
2015-09-22,65.86
2015-09-23,67.34
2015-09-24,74.0
2015-09-25,56.98
2015-09-26,25.9
2015-09-27,20.72
2015-09-28,59.2
2015-09-29,69.56
2015-09-30,73.26
2015-10-01,66.75
2015-10-02,55.5
2015-10-03,22.5
2015-10-04,21.75
2015-10-05,63.75
2015-10-06,66.0
2015-10-07,73.5
2015-10-08,69.75
2015-10-09,58.5
2015-10-10,22.5
2015-10-11,23.25
2015-10-12,57.0
2015-10-13,67.5
2015-10-14,66.75
2015-10-15,72.0
2015-10-16,63.0
2015-10-17,24.0
2015-10-18,24.0
2015-10-19,64.5
2015-10-20,67.5
2015-10-21,68.25
2015-10-22,66.0
2015-10-23,58.5
2015-10-24,23.25
2015-10-25,27.75
2015-10-26,66.75
2015-10-27,75.0
2015-10-28,75.0
2015-10-29,62.25
2015-10-30,61.5
2015-10-31,21.0
2015-11-01,22.110000000000003
2015-11-02,57.620000000000005
2015-11-03,54.940000000000005
2015-11-04,64.32000000000001
2015-11-05,67.0
2015-11-06,55.61000000000001
2015-11-07,26.130000000000003
2015-11-08,16.75
2015-11-09,60.300000000000004
2015-11-10,56.28
2015-11-11,53.6
2015-11-12,58.290000000000006
2015-11-13,53.6
2015-11-14,21.44
2015-11-15,20.77
2015-11-16,54.940000000000005
2015-11-17,62.31
2015-11-18,61.64
2015-11-19,61.64
2015-11-20,58.96
2015-11-21,22.78
2015-11-22,25.46
2015-11-23,54.27
2015-11-24,58.96
2015-11-25,49.580000000000005
2015-11-26,24.790000000000003
2015-11-27,25.46
2015-11-28,18.76
2015-11-29,18.76
2015-11-30,52.260000000000005
2015-12-01,51.46
2015-12-02,58.28
2015-12-03,53.94
2015-12-04,47.74
2015-12-05,22.32
2015-12-06,19.84
2015-12-07,48.98
2015-12-08,53.32
2015-12-09,57.66
2015-12-10,60.76
2015-12-11,55.18
2015-12-12,21.7
2015-12-13,18.6
2015-12-14,53.32
2015-12-15,53.94
2015-12-16,58.9
2015-12-17,62.0
2015-12-18,51.46
2015-12-19,21.08
2015-12-20,17.98
2015-12-21,45.26
2015-12-22,52.08
2015-12-23,45.88
2015-12-24,29.759999999999998
2015-12-25,21.7
2015-12-26,15.5
2015-12-27,16.74
2015-12-28,34.72
2015-12-29,41.54
2015-12-30,42.16
2015-12-31,27.9
2016-01-01,12.0
2016-01-02,15.6
2016-01-03,15.6
2016-01-04,44.4
2016-01-05,46.8
2016-01-06,49.199999999999996
2016-01-07,45.0
2016-01-08,45.0
2016-01-09,15.6
2016-01-10,16.8
2016-01-11,46.8
2016-01-12,49.199999999999996
2016-01-13,49.8
2016-01-14,44.4
2016-01-15,42.6
2016-01-16,19.8
2016-01-17,17.4
2016-01-18,31.799999999999997
2016-01-19,43.8
2016-01-20,49.8
2016-01-21,51.0
2016-01-22,45.0
2016-01-23,23.4
2016-01-24,18.0
2016-01-25,43.199999999999996
2016-01-26,49.199999999999996
2016-01-27,54.6
2016-01-28,60.0
2016-01-29,49.8
2016-01-30,22.2
2016-01-31,19.8
2016-02-01,57.42
2016-02-02,58.74
2016-02-03,61.38
2016-02-04,62.7
2016-02-05,58.74
2016-02-06,28.380000000000003
2016-02-07,24.42
2016-02-08,50.160000000000004
2016-02-09,62.040000000000006
2016-02-10,60.06
2016-02-11,62.040000000000006
2016-02-12,54.78
2016-02-13,24.42
2016-02-14,21.78
2016-02-15,42.24
2016-02-16,53.46
2016-02-17,57.42
2016-02-18,61.38
2016-02-19,62.7
2016-02-20,25.740000000000002
2016-02-21,22.44
2016-02-22,52.14
2016-02-23,60.06
2016-02-24,66.0
2016-02-25,61.38
2016-02-26,48.84
2016-02-27,25.740000000000002
2016-02-28,25.080000000000002
2016-02-29,54.120000000000005
2016-03-01,63.92
2016-03-02,66.64
2016-03-03,68.0
2016-03-04,61.2
2016-03-05,29.240000000000002
2016-03-06,21.76
2016-03-07,55.760000000000005
2016-03-08,61.88
2016-03-09,62.56
2016-03-10,67.32000000000001
2016-03-11,55.760000000000005
2016-03-12,27.200000000000003
2016-03-13,25.840000000000003
2016-03-14,57.120000000000005
2016-03-15,62.56
2016-03-16,66.64
2016-03-17,61.88
2016-03-18,57.120000000000005
2016-03-19,22.44
2016-03-20,22.44
2016-03-21,54.400000000000006
2016-03-22,63.24
2016-03-23,61.2
2016-03-24,59.160000000000004
2016-03-25,50.32
2016-03-26,24.48
2016-03-27,21.76
2016-03-28,56.440000000000005
2016-03-29,61.2
2016-03-30,64.60000000000001
2016-03-31,52.36000000000001
2016-04-01,50.7
2016-04-02,24.7
2016-04-03,21.45
2016-04-04,53.300000000000004
2016-04-05,63.050000000000004
2016-04-06,63.050000000000004
2016-04-07,61.75
2016-04-08,55.9
2016-04-09,20.8
2016-04-10,22.1
2016-04-11,58.5
2016-04-12,65.0
2016-04-13,65.0
2016-04-14,62.400000000000006
2016-04-15,53.300000000000004
2016-04-16,24.7
2016-04-17,23.400000000000002
2016-04-18,55.25
2016-04-19,61.75
2016-04-20,53.300000000000004
2016-04-21,59.15
2016-04-22,50.050000000000004
2016-04-23,21.45
2016-04-24,22.75
2016-04-25,53.95
2016-04-26,61.1
2016-04-27,63.7
2016-04-28,63.050000000000004
2016-04-29,53.95
2016-04-30,25.35
2016-05-01,20.150000000000002
2016-05-02,52.65
2016-05-03,62.400000000000006
2016-05-04,59.15
2016-05-05,59.15
2016-05-06,48.75
2016-05-07,22.1
2016-05-08,20.8
2016-05-09,53.300000000000004
2016-05-10,58.5
2016-05-11,60.45
2016-05-12,63.050000000000004
2016-05-13,55.25
2016-05-14,19.5
2016-05-15,22.75
2016-05-16,53.95
2016-05-17,61.75
2016-05-18,63.050000000000004
2016-05-19,58.5
2016-05-20,50.7
2016-05-21,20.8
2016-05-22,20.8
2016-05-23,50.7
2016-05-24,54.6
2016-05-25,61.1
2016-05-26,55.25
2016-05-27,52.65
2016-05-28,17.55
2016-05-29,22.75
2016-05-30,27.3
2016-05-31,65.0
2016-06-01,53.040000000000006
2016-06-02,54.400000000000006
2016-06-03,58.480000000000004
2016-06-04,19.040000000000003
2016-06-05,19.040000000000003
2016-06-06,56.440000000000005
2016-06-07,55.760000000000005
2016-06-08,53.040000000000006
2016-06-09,53.720000000000006
2016-06-10,46.92
2016-06-11,21.76
2016-06-12,19.040000000000003
2016-06-13,53.040000000000006
2016-06-14,57.800000000000004
2016-06-15,48.96
2016-06-16,52.36000000000001
2016-06-17,54.400000000000006
2016-06-18,23.8
2016-06-19,23.12
2016-06-20,68.0
2016-06-21,56.440000000000005
2016-06-22,52.36000000000001
2016-06-23,56.440000000000005
2016-06-24,42.160000000000004
2016-06-25,18.360000000000003
2016-06-26,19.040000000000003
2016-06-27,50.32
2016-06-28,54.400000000000006
2016-06-29,51.68000000000001
2016-06-30,51.00000000000001
2016-07-01,43.199999999999996
2016-07-02,13.799999999999999
2016-07-03,16.2
2016-07-04,21.0
2016-07-05,42.6
2016-07-06,48.0
2016-07-07,42.0
2016-07-08,40.199999999999996
2016-07-09,16.8
2016-07-10,16.8
2016-07-11,44.4
2016-07-12,45.0
2016-07-13,51.0
2016-07-14,48.0
2016-07-15,43.199999999999996
2016-07-16,20.4
2016-07-17,16.8
2016-07-18,46.8
2016-07-19,50.4
2016-07-20,46.199999999999996
2016-07-21,52.8
2016-07-22,39.6
2016-07-23,19.2
2016-07-24,13.799999999999999
2016-07-25,47.4
2016-07-26,57.599999999999994
2016-07-27,53.4
2016-07-28,60.0
2016-07-29,48.0
2016-07-30,22.2
2016-07-31,15.0
2016-08-01,54.18
2016-08-02,59.85
2016-08-03,59.22
2016-08-04,57.33
2016-08-05,51.660000000000004
2016-08-06,21.42
2016-08-07,20.79
2016-08-08,53.55
2016-08-09,57.96
2016-08-10,56.7
2016-08-11,58.59
2016-08-12,51.03
2016-08-13,22.05
2016-08-14,17.64
2016-08-15,47.25
2016-08-16,54.18
2016-08-17,61.11
2016-08-18,56.7
2016-08-19,52.29
2016-08-20,18.9
2016-08-21,17.01
2016-08-22,54.18
2016-08-23,63.0
2016-08-24,60.480000000000004
2016-08-25,59.22
2016-08-26,48.51
2016-08-27,22.68
2016-08-28,20.79
2016-08-29,52.29
2016-08-30,55.44
2016-08-31,53.55
2016-09-01,53.07
2016-09-02,39.04
2016-09-03,14.64
2016-09-04,15.86
2016-09-05,17.69
2016-09-06,48.19
2016-09-07,50.629999999999995
2016-09-08,55.51
2016-09-09,48.19
2016-09-10,20.74
2016-09-11,17.08
2016-09-12,51.24
2016-09-13,54.29
2016-09-14,56.12
2016-09-15,57.949999999999996
2016-09-16,53.07
2016-09-17,21.349999999999998
2016-09-18,20.13
2016-09-19,61.0
2016-09-20,60.39
2016-09-21,58.56
2016-09-22,54.29
2016-09-23,50.019999999999996
2016-09-24,20.13
2016-09-25,18.91
2016-09-26,48.8
2016-09-27,54.9
2016-09-28,57.339999999999996
2016-09-29,54.9
2016-09-30,46.36
2016-10-01,19.139999999999997
2016-10-02,20.299999999999997
2016-10-03,49.3
2016-10-04,51.04
2016-10-05,53.36
2016-10-06,48.72
2016-10-07,41.76
2016-10-08,20.88
2016-10-09,17.98
2016-10-10,38.86
2016-10-11,49.879999999999995
2016-10-12,49.879999999999995
2016-10-13,54.519999999999996
2016-10-14,49.3
2016-10-15,20.88
2016-10-16,21.459999999999997
2016-10-17,48.72
2016-10-18,54.519999999999996
2016-10-19,53.36
2016-10-20,52.779999999999994
2016-10-21,46.4
2016-10-22,18.56
2016-10-23,21.459999999999997
2016-10-24,51.04
2016-10-25,53.94
2016-10-26,57.99999999999999
2016-10-27,55.099999999999994
2016-10-28,45.239999999999995
2016-10-29,20.88
2016-10-30,15.659999999999998
2016-10-31,45.82
2016-11-01,54.88
2016-11-02,53.760000000000005
2016-11-03,52.080000000000005
2016-11-04,50.96000000000001
2016-11-05,21.840000000000003
2016-11-06,20.160000000000004
2016-11-07,48.720000000000006
2016-11-08,46.480000000000004
2016-11-09,38.080000000000005
2016-11-10,56.00000000000001
2016-11-11,43.68000000000001
2016-11-12,19.6
2016-11-13,17.92
2016-11-14,44.800000000000004
2016-11-15,50.400000000000006
2016-11-16,56.00000000000001
2016-11-17,51.52
2016-11-18,48.160000000000004
2016-11-19,21.28
2016-11-20,19.040000000000003
2016-11-21,51.52
2016-11-22,44.800000000000004
2016-11-23,43.68000000000001
2016-11-24,25.76
2016-11-25,21.840000000000003
2016-11-26,17.92
2016-11-27,17.92
2016-11-28,41.440000000000005
2016-11-29,45.92
2016-11-30,52.64000000000001
2016-12-01,48.36
2016-12-02,44.72
2016-12-03,19.76
2016-12-04,22.36
2016-12-05,43.68
2016-12-06,46.800000000000004
2016-12-07,49.4
2016-12-08,46.800000000000004
2016-12-09,44.72
2016-12-10,20.8
2016-12-11,18.72
2016-12-12,41.6
2016-12-13,46.800000000000004
2016-12-14,47.32
2016-12-15,52.0
2016-12-16,43.68
2016-12-17,18.72
2016-12-18,16.12
2016-12-19,39.0
2016-12-20,46.28
2016-12-21,46.800000000000004
2016-12-22,41.6
2016-12-23,28.6
2016-12-24,15.08
2016-12-25,13.52
2016-12-26,16.12
2016-12-27,29.12
2016-12-28,35.36
2016-12-29,31.720000000000002
2016-12-30,27.04
2016-12-31,14.56
2017-01-01,13.569999999999999
2017-01-02,21.83
2017-01-03,44.839999999999996
2017-01-04,51.33
2017-01-05,50.15
2017-01-06,44.25
2017-01-07,18.88
2017-01-08,18.29
2017-01-09,46.019999999999996
2017-01-10,51.33
2017-01-11,53.099999999999994
2017-01-12,52.51
2017-01-13,47.199999999999996
2017-01-14,19.47
2017-01-15,17.11
2017-01-16,35.989999999999995
2017-01-17,54.87
2017-01-18,59.0
2017-01-19,57.23
2017-01-20,54.87
2017-01-21,21.24
2017-01-22,20.65
2017-01-23,48.97
2017-01-24,54.279999999999994
2017-01-25,56.05
2017-01-26,51.919999999999995
2017-01-27,47.199999999999996
2017-01-28,24.779999999999998
2017-01-29,21.24
2017-01-30,51.919999999999995
2017-01-31,53.69
2017-02-01,56.42
2017-02-02,58.9
2017-02-03,52.7
2017-02-04,25.419999999999998
2017-02-05,21.08
2017-02-06,50.22
2017-02-07,58.9
2017-02-08,58.9
2017-02-09,55.8
2017-02-10,52.7
2017-02-11,25.419999999999998
2017-02-12,24.8
2017-02-13,50.839999999999996
2017-02-14,56.42
2017-02-15,55.18
2017-02-16,55.8
2017-02-17,52.7
2017-02-18,22.94
2017-02-19,22.32
2017-02-20,37.2
2017-02-21,58.9
2017-02-22,60.14
2017-02-23,62.0
2017-02-24,55.18
2017-02-25,24.18
2017-02-26,21.7
2017-02-27,49.6
2017-02-28,55.8
2017-03-01,56.42
2017-03-02,53.94
2017-03-03,52.7
2017-03-04,23.56
2017-03-05,20.46
2017-03-06,50.22
2017-03-07,55.8
2017-03-08,54.56
2017-03-09,58.28
2017-03-10,50.22
2017-03-11,21.7
2017-03-12,19.22
2017-03-13,50.839999999999996
2017-03-14,50.22
2017-03-15,55.8
2017-03-16,62.0
2017-03-17,51.46
2017-03-18,21.7
2017-03-19,21.7
2017-03-20,55.18
2017-03-21,61.38
2017-03-22,53.94
2017-03-23,56.42
2017-03-24,51.46
2017-03-25,21.7
2017-03-26,24.18
2017-03-27,50.22
2017-03-28,55.8
2017-03-29,59.519999999999996
2017-03-30,55.8
2017-03-31,48.98
2017-04-01,21.83
2017-04-02,23.009999999999998
2017-04-03,50.739999999999995
2017-04-04,57.82
2017-04-05,54.279999999999994
2017-04-06,57.82
2017-04-07,46.61
2017-04-08,19.47
2017-04-09,22.419999999999998
2017-04-10,50.15
2017-04-11,57.23
2017-04-12,56.05
2017-04-13,51.919999999999995
2017-04-14,38.35
2017-04-15,19.47
2017-04-16,21.24
2017-04-17,46.61
2017-04-18,57.23
2017-04-19,54.87
2017-04-20,59.0
2017-04-21,47.79
2017-04-22,20.65
2017-04-23,18.88
2017-04-24,48.97
2017-04-25,54.87
2017-04-26,53.69
2017-04-27,58.41
2017-04-28,48.97
2017-04-29,20.06
2017-04-30,19.47
2017-05-01,52.8
2017-05-02,57.0
2017-05-03,58.8
2017-05-04,60.0
2017-05-05,49.199999999999996
2017-05-06,18.599999999999998
2017-05-07,21.599999999999998
2017-05-08,54.0
2017-05-09,56.4
2017-05-10,54.6
2017-05-11,51.6
2017-05-12,48.6
2017-05-13,22.2
2017-05-14,19.8
2017-05-15,49.199999999999996
2017-05-16,57.599999999999994
2017-05-17,55.199999999999996
2017-05-18,57.0
2017-05-19,49.8
2017-05-20,22.2
2017-05-21,20.4
2017-05-22,48.6
2017-05-23,54.0
2017-05-24,58.199999999999996
2017-05-25,55.199999999999996
2017-05-26,47.4
2017-05-27,18.599999999999998
2017-05-28,18.599999999999998
2017-05-29,24.0
2017-05-30,51.0
2017-05-31,55.8
2017-06-01,50.839999999999996
2017-06-02,50.22
2017-06-03,22.94
