date,Intel
2014-03-05,58.5
2014-03-06,61.1
2014-03-07,63.7
2014-03-08,52.65
2014-03-09,51.35
2014-03-10,58.5
2014-03-11,61.1
2014-03-12,60.45
2014-03-13,63.7
2014-03-14,65.0
2014-03-15,57.2
2014-03-16,58.5
2014-03-17,58.5
2014-03-18,55.9
2014-03-19,59.800000000000004
2014-03-20,58.5
2014-03-21,62.400000000000006
2014-03-22,55.9
2014-03-23,56.550000000000004
2014-03-24,56.550000000000004
2014-03-25,60.45
2014-03-26,59.15
2014-03-27,61.1
2014-03-28,60.45
2014-03-29,53.300000000000004
2014-03-30,56.550000000000004
2014-03-31,55.25
2014-04-01,56.32
2014-04-02,58.24
2014-04-03,56.96
2014-04-04,56.96
2014-04-05,52.480000000000004
2014-04-06,55.04
2014-04-07,58.88
2014-04-08,64.0
2014-04-09,62.08
2014-04-10,60.800000000000004
2014-04-11,60.800000000000004
2014-04-12,51.84
2014-04-13,51.2
2014-04-14,58.24
2014-04-15,56.32
2014-04-16,60.160000000000004
2014-04-17,60.160000000000004
2014-04-18,60.800000000000004
2014-04-19,58.24
2014-04-20,55.04
2014-04-21,59.52
2014-04-22,56.32
2014-04-23,58.24
2014-04-24,58.24
2014-04-25,60.800000000000004
2014-04-26,55.04
2014-04-27,49.28
2014-04-28,54.4
2014-04-29,57.6
2014-04-30,53.76
2014-05-01,60.480000000000004
2014-05-02,58.59
2014-05-03,55.44
2014-05-04,50.4
2014-05-05,57.33
2014-05-06,61.74
2014-05-07,58.59
2014-05-08,57.33
2014-05-09,56.7
2014-05-10,50.4
2014-05-11,56.7
2014-05-12,61.74
2014-05-13,56.07
2014-05-14,60.480000000000004
2014-05-15,54.18
2014-05-16,59.85
2014-05-17,57.33
2014-05-18,54.18
2014-05-19,57.96
2014-05-20,63.0
2014-05-21,62.37
2014-05-22,58.59
2014-05-23,59.85
2014-05-24,51.660000000000004
2014-05-25,51.03
2014-05-26,51.03
2014-05-27,58.59
2014-05-28,57.96
2014-05-29,59.22
2014-05-30,60.480000000000004
2014-05-31,50.4
2014-06-01,49.28
2014-06-02,53.76
2014-06-03,62.72
2014-06-04,60.800000000000004
2014-06-05,64.0
2014-06-06,56.96
2014-06-07,51.2
2014-06-08,55.04
2014-06-09,57.6
2014-06-10,57.6
2014-06-11,58.88
2014-06-12,58.24
2014-06-13,60.800000000000004
2014-06-14,49.28
2014-06-15,52.480000000000004
2014-06-16,58.88
2014-06-17,60.160000000000004
2014-06-18,59.52
2014-06-19,61.44
2014-06-20,56.32
2014-06-21,55.68
2014-06-22,58.24
2014-06-23,62.08
2014-06-24,58.88
2014-06-25,57.6
2014-06-26,58.24
2014-06-27,60.800000000000004
2014-06-28,49.92
2014-06-29,50.56
2014-06-30,51.2
2014-07-01,53.720000000000006
2014-07-02,52.36000000000001
2014-07-03,56.440000000000005
2014-07-04,53.040000000000006
2014-07-05,42.160000000000004
2014-07-06,49.64
2014-07-07,56.440000000000005
2014-07-08,59.160000000000004
2014-07-09,55.080000000000005
2014-07-10,59.84
2014-07-11,59.160000000000004
2014-07-12,46.92
2014-07-13,50.32
2014-07-14,55.080000000000005
2014-07-15,60.52
2014-07-16,68.0
2014-07-17,59.84
2014-07-18,59.160000000000004
2014-07-19,49.64
2014-07-20,51.00000000000001
2014-07-21,55.080000000000005
2014-07-22,62.56
2014-07-23,62.56
2014-07-24,59.84
2014-07-25,60.52
2014-07-26,55.080000000000005
2014-07-27,51.00000000000001
2014-07-28,54.400000000000006
2014-07-29,59.84
2014-07-30,61.88
2014-07-31,57.120000000000005
2014-08-01,62.99999999999999
2014-08-02,56.0
2014-08-03,65.8
2014-08-04,60.199999999999996
2014-08-05,70.0
2014-08-06,67.89999999999999
2014-08-07,67.89999999999999
2014-08-08,60.199999999999996
2014-08-09,56.0
2014-08-10,60.199999999999996
2014-08-11,62.99999999999999
2014-08-12,65.8
2014-08-13,60.199999999999996
2014-08-14,62.3
2014-08-15,67.89999999999999
2014-08-16,60.199999999999996
2014-08-17,57.4
2014-08-18,65.8
2014-08-19,68.6
2014-08-20,62.99999999999999
2014-08-21,64.39999999999999
2014-08-22,62.99999999999999
2014-08-23,56.0
2014-08-24,54.599999999999994
2014-08-25,59.49999999999999
2014-08-26,60.199999999999996
2014-08-27,57.4
2014-08-28,60.9
2014-08-29,65.1
2014-08-30,60.199999999999996
2014-08-31,57.4
2014-09-01,59.15
2014-09-02,53.95
2014-09-03,63.7
2014-09-04,63.7
2014-09-05,63.050000000000004
2014-09-06,59.15
2014-09-07,53.95
2014-09-08,57.2
2014-09-09,63.7
2014-09-10,65.0
2014-09-11,63.050000000000004
2014-09-12,61.1
2014-09-13,48.75
2014-09-14,48.75
2014-09-15,55.25
2014-09-16,55.9
2014-09-17,56.550000000000004
2014-09-18,56.550000000000004
2014-09-19,57.2
2014-09-20,50.7
2014-09-21,44.2
2014-09-22,53.300000000000004
2014-09-23,57.2
2014-09-24,56.550000000000004
2014-09-25,53.300000000000004
2014-09-26,53.300000000000004
2014-09-27,47.45
2014-09-28,42.25
2014-09-29,55.9
2014-09-30,61.1
2014-10-01,60.160000000000004
2014-10-02,56.32
2014-10-03,56.32
2014-10-04,50.56
2014-10-05,42.88
2014-10-06,51.84
2014-10-07,62.08
2014-10-08,51.84
2014-10-09,52.480000000000004
2014-10-10,56.32
2014-10-11,47.36
2014-10-12,49.92
2014-10-13,52.480000000000004
2014-10-14,58.24
2014-10-15,64.0
2014-10-16,60.800000000000004
2014-10-17,62.08
2014-10-18,53.76
2014-10-19,47.36
2014-10-20,58.88
2014-10-21,59.52
2014-10-22,53.76
2014-10-23,54.4
2014-10-24,53.76
2014-10-25,48.64
2014-10-26,55.68
2014-10-27,54.4
2014-10-28,56.96
2014-10-29,48.0
2014-10-30,54.4
2014-10-31,54.4
2014-11-01,37.730000000000004
2014-11-02,33.88
2014-11-03,38.5
2014-11-04,40.81
2014-11-05,40.81
2014-11-06,43.120000000000005
2014-11-07,43.120000000000005
2014-11-08,45.43
2014-11-09,37.730000000000004
2014-11-10,44.660000000000004
2014-11-11,43.120000000000005
2014-11-12,45.43
2014-11-13,44.660000000000004
2014-11-14,43.120000000000005
2014-11-15,39.27
2014-11-16,41.58
2014-11-17,39.27
2014-11-18,48.51
2014-11-19,43.89
2014-11-20,50.050000000000004
2014-11-21,46.2
2014-11-22,47.74
2014-11-23,40.81
2014-11-24,43.89
2014-11-25,51.59
2014-11-26,54.67
2014-11-27,74.69
2014-11-28,77.0
2014-11-29,53.13
2014-11-30,54.67
2014-12-01,74.0
2014-12-02,68.82
2014-12-03,55.5
2014-12-04,54.019999999999996
2014-12-05,53.28
2014-12-06,56.24
2014-12-07,51.8
2014-12-08,51.8
2014-12-09,53.28
2014-12-10,53.28
2014-12-11,49.58
2014-12-12,49.58
2014-12-13,48.839999999999996
2014-12-14,50.32
2014-12-15,50.32
2014-12-16,51.8
2014-12-17,50.32
2014-12-18,49.58
2014-12-19,50.32
2014-12-20,48.1
2014-12-21,46.62
2014-12-22,45.88
2014-12-23,51.8
2014-12-24,49.58
2014-12-25,50.32
2014-12-26,55.5
2014-12-27,50.32
2014-12-28,50.32
2014-12-29,49.58
2014-12-30,48.839999999999996
2014-12-31,46.62
2015-01-01,39.33
2015-01-02,48.989999999999995
2015-01-03,45.54
2015-01-04,45.54
2015-01-05,52.44
2015-01-06,50.37
2015-01-07,69.0
2015-01-08,55.88999999999999
2015-01-09,57.269999999999996
2015-01-10,53.129999999999995
2015-01-11,44.16
2015-01-12,50.37
2015-01-13,55.88999999999999
2015-01-14,51.74999999999999
2015-01-15,53.129999999999995
2015-01-16,53.129999999999995
2015-01-17,47.61
2015-01-18,40.019999999999996
2015-01-19,48.989999999999995
2015-01-20,50.37
2015-01-21,53.129999999999995
2015-01-22,51.74999999999999
2015-01-23,53.129999999999995
2015-01-24,46.23
2015-01-25,42.779999999999994
2015-01-26,47.61
2015-01-27,46.919999999999995
2015-01-28,47.61
2015-01-29,51.74999999999999
2015-01-30,52.44
2015-01-31,47.61
2015-02-01,48.75
2015-02-02,55.25
2015-02-03,57.85
2015-02-04,61.1
2015-02-05,54.6
2015-02-06,59.15
2015-02-07,54.6
2015-02-08,54.6
2015-02-09,59.800000000000004
2015-02-10,60.45
2015-02-11,60.45
2015-02-12,59.15
2015-02-13,61.75
2015-02-14,51.35
2015-02-15,52.65
2015-02-16,58.5
2015-02-17,62.400000000000006
2015-02-18,58.5
2015-02-19,56.550000000000004
2015-02-20,59.15
2015-02-21,54.6
2015-02-22,53.300000000000004
2015-02-23,55.9
2015-02-24,65.0
2015-02-25,60.45
2015-02-26,60.45
2015-02-27,59.800000000000004
2015-02-28,55.25
2015-03-01,53.6
2015-03-02,55.61000000000001
2015-03-03,55.61000000000001
2015-03-04,57.620000000000005
2015-03-05,56.95
2015-03-06,58.290000000000006
2015-03-07,48.24
2015-03-08,45.56
2015-03-09,67.0
2015-03-10,64.32000000000001
2015-03-11,64.32000000000001
2015-03-12,67.0
2015-03-13,62.980000000000004
2015-03-14,56.95
2015-03-15,57.620000000000005
2015-03-16,52.260000000000005
2015-03-17,55.61000000000001
2015-03-18,55.61000000000001
2015-03-19,54.940000000000005
2015-03-20,51.59
2015-03-21,43.550000000000004
2015-03-22,47.57
2015-03-23,50.92
2015-03-24,50.25
2015-03-25,60.300000000000004
2015-03-26,51.59
2015-03-27,57.620000000000005
2015-03-28,54.27
2015-03-29,44.89
2015-03-30,51.59
2015-03-31,61.64
2015-04-01,55.440000000000005
2015-04-02,57.42
2015-04-03,54.78
2015-04-04,44.88
2015-04-05,45.54
2015-04-06,56.1
2015-04-07,62.040000000000006
2015-04-08,60.720000000000006
2015-04-09,58.080000000000005
2015-04-10,58.74
2015-04-11,52.14
2015-04-12,47.52
2015-04-13,54.78
2015-04-14,62.7
2015-04-15,59.400000000000006
2015-04-16,54.78
2015-04-17,55.440000000000005
2015-04-18,45.54
2015-04-19,44.88
2015-04-20,52.14
2015-04-21,60.06
2015-04-22,56.760000000000005
2015-04-23,66.0
2015-04-24,57.42
2015-04-25,45.54
2015-04-26,51.480000000000004
2015-04-27,49.5
2015-04-28,63.36
2015-04-29,53.46
2015-04-30,54.78
2015-05-01,52.92
2015-05-02,46.62
2015-05-03,43.47
2015-05-04,52.29
2015-05-05,55.44
2015-05-06,53.55
2015-05-07,58.59
2015-05-08,54.81
2015-05-09,46.62
2015-05-10,46.62
2015-05-11,52.29
2015-05-12,61.11
2015-05-13,61.74
2015-05-14,59.22
2015-05-15,57.33
2015-05-16,56.07
2015-05-17,56.7
2015-05-18,63.0
2015-05-19,63.0
2015-05-20,62.37
2015-05-21,61.74
2015-05-22,54.81
2015-05-23,61.11
2015-05-24,50.4
2015-05-25,52.92
2015-05-26,57.96
2015-05-27,62.37
2015-05-28,60.480000000000004
2015-05-29,59.22
2015-05-30,49.14
2015-05-31,55.44
2015-06-01,70.0
2015-06-02,68.6
2015-06-03,63.699999999999996
2015-06-04,59.49999999999999
2015-06-05,63.699999999999996
2015-06-06,52.5
2015-06-07,51.099999999999994
2015-06-08,56.0
2015-06-09,60.199999999999996
2015-06-10,65.8
2015-06-11,60.199999999999996
2015-06-12,62.99999999999999
2015-06-13,54.599999999999994
2015-06-14,51.099999999999994
2015-06-15,60.9
2015-06-16,64.39999999999999
2015-06-17,62.3
2015-06-18,60.9
2015-06-19,59.49999999999999
2015-06-20,55.3
2015-06-21,56.0
2015-06-22,62.99999999999999
2015-06-23,60.199999999999996
2015-06-24,61.599999999999994
2015-06-25,59.49999999999999
2015-06-26,56.699999999999996
2015-06-27,53.9
2015-06-28,53.199999999999996
2015-06-29,59.49999999999999
2015-06-30,57.4
2015-07-01,46.199999999999996
2015-07-02,51.8
2015-07-03,50.4
2015-07-04,42.699999999999996
2015-07-05,41.3
2015-07-06,46.9
2015-07-07,57.4
2015-07-08,50.4
2015-07-09,55.3
2015-07-10,49.0
2015-07-11,50.4
2015-07-12,42.699999999999996
2015-07-13,52.5
2015-07-14,53.199999999999996
2015-07-15,65.1
2015-07-16,58.099999999999994
2015-07-17,49.0
2015-07-18,48.3
2015-07-19,43.4
2015-07-20,51.8
2015-07-21,53.9
2015-07-22,53.9
2015-07-23,53.199999999999996
2015-07-24,53.9
2015-07-25,44.099999999999994
2015-07-26,46.199999999999996
2015-07-27,56.0
2015-07-28,60.9
2015-07-29,70.0
2015-07-30,65.8
2015-07-31,60.199999999999996
2015-08-01,56.980000000000004
2015-08-02,57.75
2015-08-03,66.22
2015-08-04,69.3
2015-08-05,77.0
2015-08-06,71.61
2015-08-07,68.53
2015-08-08,62.370000000000005
2015-08-09,60.83
2015-08-10,65.45
2015-08-11,66.22
2015-08-12,66.99
2015-08-13,63.910000000000004
2015-08-14,63.14
2015-08-15,56.21
2015-08-16,55.44
2015-08-17,62.370000000000005
2015-08-18,72.38
2015-08-19,70.07000000000001
2015-08-20,65.45
2015-08-21,61.6
2015-08-22,59.29
2015-08-23,57.75
2015-08-24,64.68
2015-08-25,69.3
2015-08-26,67.76
2015-08-27,62.370000000000005
2015-08-28,60.83
2015-08-29,49.28
2015-08-30,53.13
2015-08-31,58.52
2015-09-01,52.0
2015-09-02,65.0
2015-09-03,58.5
2015-09-04,48.1
2015-09-05,48.75
2015-09-06,42.25
2015-09-07,44.85
2015-09-08,51.35
2015-09-09,50.7
2015-09-10,51.35
2015-09-11,54.6
2015-09-12,44.2
2015-09-13,39.65
2015-09-14,50.050000000000004
2015-09-15,50.7
2015-09-16,51.35
2015-09-17,46.15
2015-09-18,51.35
2015-09-19,41.6
2015-09-20,42.25
2015-09-21,48.1
2015-09-22,51.35
2015-09-23,45.5
2015-09-24,50.050000000000004
2015-09-25,44.2
2015-09-26,41.6
2015-09-27,42.9
2015-09-28,42.25
2015-09-29,46.800000000000004
2015-09-30,48.75
2015-10-01,55.9
2015-10-02,53.95
2015-10-03,46.15
2015-10-04,50.050000000000004
2015-10-05,53.95
2015-10-06,59.800000000000004
2015-10-07,61.1
2015-10-08,61.75
2015-10-09,63.050000000000004
2015-10-10,53.95
2015-10-11,49.4
2015-10-12,60.45
2015-10-13,65.0
2015-10-14,61.1
2015-10-15,59.15
2015-10-16,57.85
2015-10-17,51.35
2015-10-18,52.0
2015-10-19,57.85
2015-10-20,57.2
2015-10-21,63.050000000000004
2015-10-22,56.550000000000004
2015-10-23,51.35
2015-10-24,53.95
2015-10-25,48.75
2015-10-26,52.65
2015-10-27,55.9
2015-10-28,61.1
2015-10-29,57.85
2015-10-30,57.2
2015-10-31,56.550000000000004
2015-11-01,39.78
2015-11-02,47.58
2015-11-03,50.7
2015-11-04,50.7
2015-11-05,49.14
2015-11-06,46.02
2015-11-07,45.24
2015-11-08,40.56
2015-11-09,42.9
2015-11-10,52.260000000000005
2015-11-11,52.260000000000005
2015-11-12,50.7
2015-11-13,49.14
2015-11-14,39.78
2015-11-15,41.34
2015-11-16,45.24
2015-11-17,50.7
2015-11-18,50.7
2015-11-19,55.38
2015-11-20,52.260000000000005
2015-11-21,48.36
2015-11-22,49.14
2015-11-23,49.14
2015-11-24,56.940000000000005
2015-11-25,59.28
2015-11-26,73.32000000000001
2015-11-27,78.0
2015-11-28,64.74000000000001
2015-11-29,53.82
2015-11-30,67.86
2015-12-01,71.0
2015-12-02,59.64
2015-12-03,56.8
2015-12-04,56.089999999999996
2015-12-05,54.669999999999995
2015-12-06,48.989999999999995
2015-12-07,47.57
2015-12-08,51.83
2015-12-09,54.669999999999995
2015-12-10,56.089999999999996
2015-12-11,52.54
2015-12-12,51.83
2015-12-13,48.28
2015-12-14,51.83
2015-12-15,51.83
2015-12-16,50.41
2015-12-17,49.699999999999996
2015-12-18,52.54
2015-12-19,52.54
2015-12-20,48.28
2015-12-21,48.989999999999995
2015-12-22,56.089999999999996
2015-12-23,56.089999999999996
2015-12-24,48.989999999999995
2015-12-25,53.959999999999994
2015-12-26,53.959999999999994
2015-12-27,48.989999999999995
2015-12-28,51.83
2015-12-29,53.959999999999994
2015-12-30,48.989999999999995
2015-12-31,48.28
2016-01-01,41.76
2016-01-02,40.599999999999994
2016-01-03,38.86
2016-01-04,44.66
2016-01-05,48.13999999999999
2016-01-06,57.99999999999999
2016-01-07,52.779999999999994
2016-01-08,51.62
2016-01-09,44.66
2016-01-10,37.12
2016-01-11,45.239999999999995
2016-01-12,48.13999999999999
2016-01-13,43.5
2016-01-14,46.4
2016-01-15,51.04
2016-01-16,40.599999999999994
2016-01-17,40.019999999999996
2016-01-18,44.08
2016-01-19,48.13999999999999
2016-01-20,51.04
2016-01-21,49.3
2016-01-22,46.4
2016-01-23,44.08
2016-01-24,41.76
2016-01-25,44.66
2016-01-26,51.04
2016-01-27,47.559999999999995
2016-01-28,46.98
2016-01-29,43.5
2016-01-30,41.18
2016-01-31,41.18
2016-02-01,52.44
2016-02-02,51.87
2016-02-03,52.44
2016-02-04,53.01
2016-02-05,52.44
2016-02-06,49.019999999999996
2016-02-07,47.309999999999995
2016-02-08,47.309999999999995
2016-02-09,54.15
2016-02-10,52.44
2016-02-11,55.85999999999999
2016-02-12,53.01
2016-02-13,45.599999999999994
2016-02-14,46.169999999999995
2016-02-15,48.449999999999996
2016-02-16,56.99999999999999
2016-02-17,52.44
2016-02-18,51.87
2016-02-19,56.42999999999999
2016-02-20,43.31999999999999
2016-02-21,49.589999999999996
2016-02-22,50.16
2016-02-23,49.019999999999996
2016-02-24,52.44
2016-02-25,50.16
2016-02-26,47.309999999999995
2016-02-27,44.459999999999994
2016-02-28,44.459999999999994
2016-02-29,46.169999999999995
2016-03-01,46.980000000000004
2016-03-02,44.28
2016-03-03,51.300000000000004
2016-03-04,44.28
2016-03-05,48.06
2016-03-06,43.2
2016-03-07,42.660000000000004
2016-03-08,45.36
2016-03-09,49.14
2016-03-10,46.440000000000005
2016-03-11,44.82
2016-03-12,41.580000000000005
2016-03-13,39.42
2016-03-14,44.28
2016-03-15,49.14
2016-03-16,46.440000000000005
2016-03-17,50.220000000000006
2016-03-18,51.300000000000004
2016-03-19,42.660000000000004
2016-03-20,39.42
2016-03-21,49.14
2016-03-22,45.36
2016-03-23,46.980000000000004
2016-03-24,54.0
2016-03-25,38.34
2016-03-26,41.040000000000006
2016-03-27,36.18
2016-03-28,46.440000000000005
2016-03-29,47.52
2016-03-30,46.440000000000005
2016-03-31,45.900000000000006
2016-04-01,33.0
2016-04-02,31.799999999999997
2016-04-03,30.0
2016-04-04,34.199999999999996
2016-04-05,34.8
2016-04-06,34.199999999999996
2016-04-07,35.4
2016-04-08,35.4
2016-04-09,31.2
2016-04-10,30.0
2016-04-11,31.799999999999997
2016-04-12,31.799999999999997
2016-04-13,34.199999999999996
2016-04-14,36.0
2016-04-15,33.6
2016-04-16,30.599999999999998
2016-04-17,29.4
2016-04-18,37.199999999999996
2016-04-19,58.199999999999996
2016-04-20,60.0
2016-04-21,46.199999999999996
2016-04-22,44.4
2016-04-23,34.199999999999996
2016-04-24,30.599999999999998
2016-04-25,40.199999999999996
2016-04-26,46.199999999999996
2016-04-27,42.0
2016-04-28,37.8
2016-04-29,39.0
2016-04-30,32.4
2016-05-01,42.120000000000005
2016-05-02,51.300000000000004
2016-05-03,52.92
2016-05-04,47.52
2016-05-05,50.220000000000006
2016-05-06,50.220000000000006
2016-05-07,42.660000000000004
2016-05-08,39.96
2016-05-09,50.220000000000006
2016-05-10,53.46
2016-05-11,50.760000000000005
2016-05-12,51.84
2016-05-13,51.84
2016-05-14,36.72
2016-05-15,41.040000000000006
2016-05-16,50.760000000000005
2016-05-17,49.68000000000001
2016-05-18,54.0
2016-05-19,50.220000000000006
2016-05-20,45.36
2016-05-21,42.120000000000005
2016-05-22,41.580000000000005
2016-05-23,44.28
2016-05-24,54.0
2016-05-25,50.220000000000006
2016-05-26,54.0
2016-05-27,47.52
2016-05-28,43.2
2016-05-29,40.5
2016-05-30,45.36
2016-05-31,52.38
2016-06-01,54.0
2016-06-02,48.6
2016-06-03,50.760000000000005
2016-06-04,38.34
2016-06-05,38.88
2016-06-06,44.28
2016-06-07,49.14
2016-06-08,50.220000000000006
2016-06-09,46.440000000000005
2016-06-10,47.52
2016-06-11,39.42
2016-06-12,38.88
2016-06-13,44.82
2016-06-14,50.760000000000005
2016-06-15,46.440000000000005
2016-06-16,50.220000000000006
2016-06-17,47.52
2016-06-18,38.88
2016-06-19,38.34
2016-06-20,49.14
2016-06-21,48.6
2016-06-22,48.06
2016-06-23,51.300000000000004
2016-06-24,49.68000000000001
2016-06-25,38.88
2016-06-26,39.96
2016-06-27,48.6
2016-06-28,48.6
2016-06-29,51.300000000000004
2016-06-30,46.440000000000005
2016-07-01,43.68
2016-07-02,40.04
2016-07-03,37.44
2016-07-04,42.120000000000005
2016-07-05,40.56
2016-07-06,41.08
2016-07-07,45.24
2016-07-08,48.88
2016-07-09,40.04
2016-07-10,36.92
2016-07-11,42.120000000000005
2016-07-12,52.0
2016-07-13,50.440000000000005
2016-07-14,48.88
2016-07-15,48.36
2016-07-16,38.480000000000004
2016-07-17,36.92
2016-07-18,46.800000000000004
2016-07-19,48.88
2016-07-20,50.96
2016-07-21,50.440000000000005
2016-07-22,46.28
2016-07-23,39.0
2016-07-24,36.92
2016-07-25,46.28
2016-07-26,46.800000000000004
2016-07-27,44.72
2016-07-28,45.24
2016-07-29,49.4
2016-07-30,38.480000000000004
2016-07-31,41.08
2016-08-01,43.68
2016-08-02,44.2
2016-08-03,45.24
2016-08-04,44.72
2016-08-05,43.160000000000004
2016-08-06,40.04
2016-08-07,42.120000000000005
2016-08-08,41.6
2016-08-09,42.64
2016-08-10,46.800000000000004
2016-08-11,45.24
2016-08-12,44.72
2016-08-13,36.92
2016-08-14,40.56
2016-08-15,48.36
2016-08-16,52.0
2016-08-17,49.4
2016-08-18,50.440000000000005
2016-08-19,42.120000000000005
2016-08-20,38.480000000000004
2016-08-21,34.84
2016-08-22,44.2
2016-08-23,43.160000000000004
2016-08-24,45.24
2016-08-25,45.24
2016-08-26,45.760000000000005
2016-08-27,37.44
2016-08-28,35.36
2016-08-29,42.64
2016-08-30,45.760000000000005
2016-08-31,45.24
2016-09-01,43.0
2016-09-02,44.5
2016-09-03,35.0
2016-09-04,35.0
2016-09-05,41.0
2016-09-06,46.0
2016-09-07,46.5
2016-09-08,48.5
2016-09-09,41.5
2016-09-10,33.0
2016-09-11,31.0
2016-09-12,38.5
2016-09-13,41.5
2016-09-14,45.0
2016-09-15,43.0
2016-09-16,47.5
2016-09-17,34.5
2016-09-18,34.0
2016-09-19,42.0
2016-09-20,45.0
2016-09-21,50.0
2016-09-22,46.5
2016-09-23,43.5
2016-09-24,40.0
2016-09-25,37.0
2016-09-26,41.5
2016-09-27,39.0
2016-09-28,40.5
2016-09-29,37.0
2016-09-30,41.5
2016-10-01,34.08
2016-10-02,31.68
2016-10-03,37.44
2016-10-04,38.879999999999995
2016-10-05,38.4
2016-10-06,39.36
2016-10-07,35.04
2016-10-08,32.16
2016-10-09,30.72
2016-10-10,35.519999999999996
2016-10-11,38.4
2016-10-12,36.96
2016-10-13,38.4
2016-10-14,38.4
2016-10-15,29.279999999999998
2016-10-16,28.799999999999997
2016-10-17,32.64
2016-10-18,43.199999999999996
2016-10-19,43.199999999999996
2016-10-20,36.96
2016-10-21,40.8
2016-10-22,34.56
2016-10-23,31.2
2016-10-24,39.839999999999996
2016-10-25,39.36
2016-10-26,40.32
2016-10-27,45.6
2016-10-28,48.0
2016-10-29,37.44
2016-10-30,35.519999999999996
2016-10-31,42.239999999999995
2016-11-01,36.6
2016-11-02,37.21
2016-11-03,32.33
2016-11-04,38.43
2016-11-05,32.33
2016-11-06,31.72
2016-11-07,31.11
2016-11-08,29.89
2016-11-09,22.57
2016-11-10,34.769999999999996
2016-11-11,34.769999999999996
2016-11-12,28.669999999999998
2016-11-13,29.28
2016-11-14,34.769999999999996
2016-11-15,33.55
2016-11-16,34.769999999999996
2016-11-17,35.38
2016-11-18,37.82
2016-11-19,36.6
2016-11-20,31.72
2016-11-21,39.04
2016-11-22,39.04
2016-11-23,42.699999999999996
2016-11-24,54.29
2016-11-25,61.0
2016-11-26,45.75
2016-11-27,45.75
2016-11-28,54.9
2016-11-29,48.8
2016-11-30,41.48
2016-12-01,54.88
2016-12-02,50.96000000000001
2016-12-03,44.800000000000004
2016-12-04,43.68000000000001
2016-12-05,49.84
2016-12-06,56.00000000000001
2016-12-07,52.64000000000001
2016-12-08,52.080000000000005
2016-12-09,46.480000000000004
2016-12-10,45.36000000000001
2016-12-11,45.92
2016-12-12,48.720000000000006
2016-12-13,50.96000000000001
2016-12-14,49.84
2016-12-15,50.400000000000006
2016-12-16,47.6
2016-12-17,39.2
2016-12-18,43.120000000000005
2016-12-19,45.36000000000001
2016-12-20,50.96000000000001
2016-12-21,49.84
2016-12-22,48.720000000000006
2016-12-23,43.68000000000001
2016-12-24,39.2
2016-12-25,49.84
2016-12-26,48.720000000000006
2016-12-27,49.84
2016-12-28,49.84
2016-12-29,45.92
2016-12-30,48.720000000000006
2016-12-31,39.760000000000005
2017-01-01,33.550000000000004
2017-01-02,39.050000000000004
2017-01-03,46.75000000000001
2017-01-04,54.45
2017-01-05,51.150000000000006
2017-01-06,50.6
2017-01-07,43.45
2017-01-08,40.150000000000006
2017-01-09,41.800000000000004
2017-01-10,47.85
2017-01-11,55.00000000000001
2017-01-12,50.6
2017-01-13,42.900000000000006
2017-01-14,42.35
2017-01-15,39.050000000000004
2017-01-16,39.050000000000004
2017-01-17,41.800000000000004
2017-01-18,43.45
2017-01-19,45.650000000000006
2017-01-20,38.5
2017-01-21,37.95
2017-01-22,36.85
2017-01-23,47.300000000000004
2017-01-24,45.650000000000006
2017-01-25,47.85
2017-01-26,44.0
2017-01-27,46.75000000000001
2017-01-28,37.95
2017-01-29,36.300000000000004
2017-01-30,42.35
2017-01-31,45.1
2017-02-01,38.94
2017-02-02,42.48
2017-02-03,41.3
2017-02-04,33.04
2017-02-05,35.4
2017-02-06,54.87
2017-02-07,46.019999999999996
2017-02-08,54.87
2017-02-09,59.0
2017-02-10,46.61
2017-02-11,34.809999999999995
2017-02-12,35.4
2017-02-13,37.76
2017-02-14,40.71
2017-02-15,43.07
2017-02-16,40.12
2017-02-17,40.12
2017-02-18,37.169999999999995
2017-02-19,38.94
2017-02-20,38.94
2017-02-21,41.3
2017-02-22,46.61
2017-02-23,48.97
2017-02-24,44.25
2017-02-25,35.989999999999995
2017-02-26,38.94
2017-02-27,43.07
2017-02-28,40.71
2017-03-01,48.95
2017-03-02,48.95
2017-03-03,52.800000000000004
2017-03-04,44.0
2017-03-05,40.150000000000006
2017-03-06,43.45
2017-03-07,42.900000000000006
2017-03-08,43.45
2017-03-09,42.900000000000006
2017-03-10,44.550000000000004
2017-03-11,34.650000000000006
2017-03-12,35.75
2017-03-13,55.00000000000001
2017-03-14,50.6
2017-03-15,44.0
2017-03-16,46.2
2017-03-17,45.1
2017-03-18,37.400000000000006
2017-03-19,35.75
2017-03-20,45.1
2017-03-21,48.400000000000006
2017-03-22,46.2
2017-03-23,46.75000000000001
2017-03-24,40.7
2017-03-25,36.85
2017-03-26,39.6
2017-03-27,45.650000000000006
2017-03-28,45.1
2017-03-29,44.0
2017-03-30,44.550000000000004
2017-03-31,42.35
2017-04-01,39.69
2017-04-02,39.2
2017-04-03,49.0
2017-04-04,46.55
2017-04-05,43.12
2017-04-06,46.55
2017-04-07,46.06
2017-04-08,37.24
2017-04-09,40.18
2017-04-10,42.14
2017-04-11,46.55
2017-04-12,45.57
2017-04-13,44.1
2017-04-14,41.16
2017-04-15,39.2
2017-04-16,35.769999999999996
2017-04-17,44.589999999999996
2017-04-18,43.12
2017-04-19,44.1
2017-04-20,42.63
2017-04-21,40.67
