date,UnitedHealth Group
2014-03-01,0.0
2014-03-02,34.45
2014-03-03,33.800000000000004
2014-03-04,28.6
2014-03-05,65.0
2014-03-06,28.6
2014-03-07,22.75
2014-03-08,18.2
2014-03-09,26.650000000000002
2014-03-10,37.050000000000004
2014-03-11,37.050000000000004
2014-03-12,7.15
2014-03-13,37.050000000000004
2014-03-14,23.400000000000002
2014-03-15,9.1
2014-03-16,9.1
2014-03-17,22.1
2014-03-18,28.6
2014-03-19,14.950000000000001
2014-03-20,7.15
2014-03-21,0.0
2014-03-22,9.1
2014-03-23,35.75
2014-03-24,29.25
2014-03-25,21.45
2014-03-26,36.4
2014-03-27,29.25
2014-03-28,38.35
2014-03-29,26.650000000000002
2014-03-30,9.1
2014-03-31,29.25
2014-04-01,35.769999999999996
2014-04-02,27.009999999999998
2014-04-03,59.129999999999995
2014-04-04,42.339999999999996
2014-04-05,51.83
2014-04-06,22.63
2014-04-07,22.63
2014-04-08,44.53
2014-04-09,36.5
2014-04-10,60.589999999999996
2014-04-11,24.09
2014-04-12,24.09
2014-04-13,11.68
2014-04-14,27.009999999999998
2014-04-15,21.9
2014-04-16,22.63
2014-04-17,51.83
2014-04-18,10.219999999999999
2014-04-19,0.0
2014-04-20,24.82
2014-04-21,51.83
2014-04-22,73.0
2014-04-23,32.12
2014-04-24,51.1
2014-04-25,33.58
2014-04-26,47.449999999999996
2014-04-27,11.68
2014-04-28,27.009999999999998
2014-04-29,30.66
2014-04-30,40.15
2014-05-01,26.549999999999997
2014-05-02,28.32
2014-05-03,23.009999999999998
2014-05-04,23.009999999999998
2014-05-05,40.71
2014-05-06,22.419999999999998
2014-05-07,35.989999999999995
2014-05-08,27.139999999999997
2014-05-09,23.599999999999998
2014-05-10,23.009999999999998
2014-05-11,17.7
2014-05-12,45.43
2014-05-13,53.099999999999994
2014-05-14,23.009999999999998
2014-05-15,36.58
2014-05-16,28.32
2014-05-17,0.0
2014-05-18,35.4
2014-05-19,36.58
2014-05-20,23.009999999999998
2014-05-21,25.369999999999997
2014-05-22,25.959999999999997
2014-05-23,16.52
2014-05-24,14.16
2014-05-25,14.16
2014-05-26,38.94
2014-05-27,40.71
2014-05-28,30.09
2014-05-29,25.959999999999997
2014-05-30,59.0
2014-05-31,12.979999999999999
2014-06-01,18.2
2014-06-02,32.5
2014-06-03,54.6
2014-06-04,46.15
2014-06-05,14.3
2014-06-06,9.75
2014-06-07,24.05
2014-06-08,18.2
2014-06-09,41.6
2014-06-10,37.7
2014-06-11,65.0
2014-06-12,33.15
2014-06-13,44.2
2014-06-14,18.2
2014-06-15,25.35
2014-06-16,24.05
2014-06-17,32.5
2014-06-18,28.6
2014-06-19,33.800000000000004
2014-06-20,35.1
2014-06-21,12.35
2014-06-22,30.55
2014-06-23,23.400000000000002
2014-06-24,46.800000000000004
2014-06-25,18.85
2014-06-26,33.15
2014-06-27,14.950000000000001
2014-06-28,18.2
2014-06-29,36.4
2014-06-30,33.800000000000004
2014-07-01,45.0
2014-07-02,45.9
2014-07-03,47.7
2014-07-04,0.0
2014-07-05,16.2
2014-07-06,29.7
2014-07-07,56.7
2014-07-08,0.0
2014-07-09,67.5
2014-07-10,22.5
2014-07-11,46.800000000000004
2014-07-12,13.5
2014-07-13,27.900000000000002
2014-07-14,66.60000000000001
2014-07-15,33.300000000000004
2014-07-16,90.0
2014-07-17,56.7
2014-07-18,47.7
2014-07-19,0.0
2014-07-20,28.8
2014-07-21,22.5
2014-07-22,22.5
2014-07-23,45.0
2014-07-24,79.2
2014-07-25,46.800000000000004
2014-07-26,14.4
2014-07-27,27.900000000000002
2014-07-28,78.3
2014-07-29,32.4
2014-07-30,55.800000000000004
2014-07-31,69.3
2014-08-01,46.9
2014-08-02,16.799999999999997
2014-08-03,22.4
2014-08-04,53.9
2014-08-05,49.0
2014-08-06,27.299999999999997
2014-08-07,27.299999999999997
2014-08-08,33.599999999999994
2014-08-09,28.0
2014-08-10,11.2
2014-08-11,44.099999999999994
2014-08-12,38.5
2014-08-13,70.0
2014-08-14,27.299999999999997
2014-08-15,46.199999999999996
2014-08-16,16.799999999999997
2014-08-17,16.799999999999997
2014-08-18,31.499999999999996
2014-08-19,39.199999999999996
2014-08-20,44.099999999999994
2014-08-21,35.699999999999996
2014-08-22,27.299999999999997
2014-08-23,11.2
2014-08-24,11.2
2014-08-25,39.199999999999996
2014-08-26,21.7
2014-08-27,52.5
2014-08-28,44.099999999999994
2014-08-29,27.299999999999997
2014-08-30,10.5
2014-08-31,22.4
2014-09-01,36.19
2014-09-02,50.82
2014-09-03,34.65
2014-09-04,35.42
2014-09-05,36.19
2014-09-06,37.730000000000004
2014-09-07,30.8
2014-09-08,35.42
2014-09-09,58.52
2014-09-10,59.29
2014-09-11,40.04
2014-09-12,36.19
2014-09-13,25.41
2014-09-14,25.41
2014-09-15,69.3
2014-09-16,54.67
2014-09-17,44.660000000000004
2014-09-18,70.84
2014-09-19,20.79
2014-09-20,13.09
2014-09-21,18.48
2014-09-22,44.660000000000004
2014-09-23,34.65
2014-09-24,60.83
2014-09-25,50.82
2014-09-26,26.95
2014-09-27,39.27
2014-09-28,77.0
2014-09-29,50.050000000000004
2014-09-30,44.660000000000004
2014-10-01,44.279999999999994
2014-10-02,55.76
2014-10-03,46.739999999999995
2014-10-04,28.7
2014-10-05,28.7
2014-10-06,61.49999999999999
2014-10-07,44.279999999999994
2014-10-08,55.76
2014-10-09,72.97999999999999
2014-10-10,58.22
2014-10-11,43.46
2014-10-12,50.019999999999996
2014-10-13,39.36
2014-10-14,32.8
2014-10-15,60.68
2014-10-16,50.019999999999996
2014-10-17,46.739999999999995
2014-10-18,0.0
2014-10-19,57.4
2014-10-20,45.099999999999994
2014-10-21,82.0
2014-10-22,54.94
2014-10-23,50.019999999999996
2014-10-24,29.52
2014-10-25,28.7
2014-10-26,13.94
2014-10-27,65.6
2014-10-28,59.86
2014-10-29,16.4
2014-10-30,55.76
2014-10-31,36.08
2014-11-01,22.2
2014-11-02,42.92
2014-11-03,25.16
2014-11-04,74.0
2014-11-05,48.1
2014-11-06,40.7
2014-11-07,8.879999999999999
2014-11-08,62.9
2014-11-09,10.36
2014-11-10,33.3
2014-11-11,49.58
2014-11-12,65.86
2014-11-13,74.0
2014-11-14,42.18
2014-11-15,0.0
2014-11-16,10.36
2014-11-17,64.38
2014-11-18,44.4
2014-11-19,34.78
2014-11-20,24.419999999999998
2014-11-21,34.04
2014-11-22,20.72
2014-11-23,0.0
2014-11-24,16.28
2014-11-25,66.6
2014-11-26,44.4
2014-11-27,31.82
2014-11-28,9.62
2014-11-29,10.36
2014-11-30,0.0
2014-12-01,44.4
2014-12-02,74.0
2014-12-03,45.88
2014-12-04,30.34
2014-12-05,63.64
2014-12-06,25.16
2014-12-07,31.82
2014-12-08,10.36
2014-12-09,40.7
2014-12-10,67.34
2014-12-11,57.72
2014-12-12,49.58
2014-12-13,40.7
2014-12-14,27.38
2014-12-15,37.74
2014-12-16,64.38
2014-12-17,49.58
2014-12-18,62.16
2014-12-19,41.44
2014-12-20,14.06
2014-12-21,36.26
2014-12-22,35.519999999999996
2014-12-23,60.68
2014-12-24,34.04
2014-12-25,15.54
2014-12-26,20.72
2014-12-27,42.18
2014-12-28,27.38
2014-12-29,41.44
2014-12-30,35.519999999999996
2014-12-31,37.0
2015-01-01,27.75
2015-01-02,34.5
2015-01-03,25.5
2015-01-04,49.5
2015-01-05,52.5
2015-01-06,46.5
2015-01-07,46.5
2015-01-08,62.25
2015-01-09,58.5
2015-01-10,38.25
2015-01-11,24.75
2015-01-12,50.25
2015-01-13,70.5
2015-01-14,51.0
2015-01-15,40.5
2015-01-16,48.0
2015-01-17,45.0
2015-01-18,25.5
2015-01-19,60.75
2015-01-20,66.0
2015-01-21,70.5
2015-01-22,20.25
2015-01-23,36.75
2015-01-24,12.75
2015-01-25,37.5
2015-01-26,24.75
2015-01-27,19.5
2015-01-28,75.0
2015-01-29,60.0
2015-01-30,25.5
2015-01-31,12.0
2015-02-01,8.5
2015-02-02,62.9
2015-02-03,34.85
2015-02-04,28.05
2015-02-05,6.8
2015-02-06,51.0
2015-02-07,17.849999999999998
2015-02-08,8.5
2015-02-09,20.4
2015-02-10,27.2
2015-02-11,34.85
2015-02-12,34.85
2015-02-13,14.45
2015-02-14,17.849999999999998
2015-02-15,9.35
2015-02-16,22.95
2015-02-17,13.6
2015-02-18,85.0
2015-02-19,28.05
2015-02-20,28.9
2015-02-21,8.5
2015-02-22,8.5
2015-02-23,27.2
2015-02-24,62.05
2015-02-25,28.05
2015-02-26,14.45
2015-02-27,28.05
2015-02-28,25.5
2015-03-01,28.52
2015-03-02,46.92
2015-03-03,29.44
2015-03-04,57.96
2015-03-05,59.800000000000004
2015-03-06,24.84
2015-03-07,30.360000000000003
2015-03-08,30.360000000000003
2015-03-09,47.84
2015-03-10,81.88000000000001
2015-03-11,41.4
2015-03-12,60.720000000000006
2015-03-13,56.120000000000005
2015-03-14,23.0
2015-03-15,30.360000000000003
2015-03-16,48.760000000000005
2015-03-17,36.800000000000004
2015-03-18,48.760000000000005
2015-03-19,36.800000000000004
2015-03-20,48.760000000000005
2015-03-21,23.0
2015-03-22,15.64
2015-03-23,35.88
2015-03-24,60.720000000000006
2015-03-25,81.88000000000001
2015-03-26,72.68
2015-03-27,76.36
2015-03-28,16.560000000000002
2015-03-29,16.560000000000002
2015-03-30,92.0
2015-03-31,80.04
2015-04-01,40.92
2015-04-02,76.26
2015-04-03,44.64
2015-04-04,34.410000000000004
2015-04-05,36.27
2015-04-06,76.26
2015-04-07,46.5
2015-04-08,93.0
2015-04-09,20.46
2015-04-10,48.36
2015-04-11,17.67
2015-04-12,17.67
2015-04-13,66.03
2015-04-14,77.19
2015-04-15,71.61
2015-04-16,26.970000000000002
2015-04-17,27.900000000000002
2015-04-18,43.71
2015-04-19,26.040000000000003
2015-04-20,52.080000000000005
2015-04-21,79.98
2015-04-22,39.99
2015-04-23,26.970000000000002
2015-04-24,63.24
2015-04-25,26.040000000000003
2015-04-26,34.410000000000004
2015-04-27,46.5
2015-04-28,45.57
2015-04-29,87.42
2015-04-30,53.940000000000005
2015-05-01,65.12
2015-05-02,52.8
2015-05-03,44.0
2015-05-04,58.08
2015-05-05,62.48
2015-05-06,79.2
2015-05-07,75.68
2015-05-08,55.44
2015-05-09,23.76
2015-05-10,22.88
2015-05-11,29.04
2015-05-12,57.2
2015-05-13,69.52
2015-05-14,47.52
2015-05-15,24.64
2015-05-16,30.8
2015-05-17,15.84
2015-05-18,69.52
2015-05-19,88.0
2015-05-20,81.84
2015-05-21,54.56
2015-05-22,44.88
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,37.84
2015-05-26,35.2
2015-05-27,35.2
2015-05-28,42.24
2015-05-29,56.32
2015-05-30,23.76
2015-05-31,46.64
2015-06-01,92.0
2015-06-02,36.800000000000004
2015-06-03,46.92
2015-06-04,52.440000000000005
2015-06-05,24.84
2015-06-06,24.84
2015-06-07,18.400000000000002
2015-06-08,46.92
2015-06-09,42.32
2015-06-10,43.24
2015-06-11,68.08
2015-06-12,40.480000000000004
2015-06-13,0.0
2015-06-14,31.28
2015-06-15,19.32
2015-06-16,57.04
2015-06-17,61.64
2015-06-18,33.120000000000005
2015-06-19,70.84
2015-06-20,11.96
2015-06-21,31.28
2015-06-22,34.04
2015-06-23,46.92
2015-06-24,57.04
2015-06-25,68.08
2015-06-26,34.96
2015-06-27,23.92
2015-06-28,18.400000000000002
2015-06-29,47.84
2015-06-30,52.440000000000005
2015-07-01,30.4
2015-07-02,50.349999999999994
2015-07-03,29.45
2015-07-04,24.7
2015-07-05,25.65
2015-07-06,78.85
2015-07-07,77.89999999999999
2015-07-08,77.89999999999999
2015-07-09,42.75
2015-07-10,82.64999999999999
2015-07-11,46.55
2015-07-12,15.2
2015-07-13,59.849999999999994
2015-07-14,95.0
2015-07-15,71.25
2015-07-16,42.75
2015-07-17,82.64999999999999
2015-07-18,16.15
2015-07-19,16.15
2015-07-20,12.35
2015-07-21,72.2
2015-07-22,90.25
2015-07-23,67.45
2015-07-24,50.349999999999994
2015-07-25,30.4
2015-07-26,46.55
2015-07-27,82.64999999999999
2015-07-28,77.89999999999999
2015-07-29,48.449999999999996
2015-07-30,42.75
2015-07-31,50.349999999999994
2015-08-01,30.099999999999998
2015-08-02,15.48
2015-08-03,60.199999999999996
2015-08-04,53.32
2015-08-05,42.14
2015-08-06,60.199999999999996
2015-08-07,55.9
2015-08-08,23.22
2015-08-09,38.7
2015-08-10,30.099999999999998
2015-08-11,65.36
2015-08-12,65.36
2015-08-13,60.199999999999996
2015-08-14,55.9
2015-08-15,30.099999999999998
2015-08-16,30.099999999999998
2015-08-17,47.3
2015-08-18,81.7
2015-08-19,81.7
2015-08-20,70.52
2015-08-21,18.06
2015-08-22,14.62
2015-08-23,29.24
2015-08-24,86.0
2015-08-25,68.8
2015-08-26,85.14
2015-08-27,68.8
2015-08-28,29.24
2015-08-29,22.36
2015-08-30,29.24
2015-08-31,55.9
2015-09-01,96.0
2015-09-02,36.48
2015-09-03,73.92
2015-09-04,64.32
2015-09-05,31.68
2015-09-06,16.32
2015-09-07,15.36
2015-09-08,48.96
2015-09-09,94.08
2015-09-10,41.28
2015-09-11,36.48
2015-09-12,23.04
2015-09-13,23.04
2015-09-14,72.0
2015-09-15,89.28
2015-09-16,88.32
2015-09-17,77.75999999999999
2015-09-18,68.16
2015-09-19,47.04
2015-09-20,92.16
2015-09-21,47.04
2015-09-22,71.03999999999999
2015-09-23,82.56
2015-09-24,60.48
2015-09-25,43.199999999999996
2015-09-26,23.04
2015-09-27,38.4
2015-09-28,46.08
2015-09-29,57.599999999999994
2015-09-30,46.08
2015-10-01,58.0
2015-10-02,55.0
2015-10-03,21.0
2015-10-04,28.0
2015-10-05,75.0
2015-10-06,90.0
2015-10-07,75.0
2015-10-08,75.0
2015-10-09,44.0
2015-10-10,28.0
2015-10-11,14.0
2015-10-12,77.0
2015-10-13,73.0
2015-10-14,63.0
2015-10-15,58.0
2015-10-16,33.0
2015-10-17,42.0
2015-10-18,21.0
2015-10-19,52.0
2015-10-20,26.0
2015-10-21,73.0
2015-10-22,100.0
2015-10-23,49.0
2015-10-24,14.0
2015-10-25,20.0
2015-10-26,36.0
2015-10-27,31.0
2015-10-28,56.0
2015-10-29,47.0
2015-10-30,61.0
2015-10-31,34.0
2015-11-01,63.0
2015-11-02,50.0
2015-11-03,100.0
2015-11-04,65.0
2015-11-05,31.0
2015-11-06,21.0
2015-11-07,26.0
2015-11-08,26.0
2015-11-09,41.0
2015-11-10,30.0
2015-11-11,75.0
2015-11-12,37.0
2015-11-13,54.0
2015-11-14,27.0
2015-11-15,20.0
2015-11-16,61.0
2015-11-17,65.0
2015-11-18,36.0
2015-11-19,77.0
2015-11-20,79.0
2015-11-21,66.0
2015-11-22,32.0
2015-11-23,47.0
2015-11-24,32.0
2015-11-25,51.0
2015-11-26,34.0
2015-11-27,25.0
2015-11-28,13.0
2015-11-29,26.0
2015-11-30,39.0
2015-12-01,82.0
2015-12-02,64.78
2015-12-03,46.739999999999995
2015-12-04,18.86
2015-12-05,12.299999999999999
2015-12-06,0.0
2015-12-07,27.88
2015-12-08,74.61999999999999
2015-12-09,18.04
2015-12-10,47.559999999999995
2015-12-11,38.54
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,9.02
2015-12-15,37.72
2015-12-16,68.88
2015-12-17,79.53999999999999
2015-12-18,10.66
2015-12-19,13.12
2015-12-20,26.24
2015-12-21,52.48
2015-12-22,42.64
2015-12-23,44.279999999999994
2015-12-24,37.72
2015-12-25,14.76
2015-12-26,53.3
2015-12-27,12.299999999999999
2015-12-28,43.46
2015-12-29,21.32
2015-12-30,22.139999999999997
2015-12-31,11.479999999999999
2016-01-01,16.38
2016-01-02,19.11
2016-01-03,32.76
2016-01-04,91.0
2016-01-05,50.96
2016-01-06,48.230000000000004
2016-01-07,50.96
2016-01-08,43.68
2016-01-09,9.1
2016-01-10,17.29
2016-01-11,49.14
2016-01-12,46.410000000000004
2016-01-13,54.6
2016-01-14,29.12
2016-01-15,31.85
2016-01-16,18.2
2016-01-17,18.2
2016-01-18,16.38
2016-01-19,65.52
2016-01-20,46.410000000000004
2016-01-21,50.96
2016-01-22,74.62
2016-01-23,31.85
2016-01-24,40.95
2016-01-25,58.24
2016-01-26,38.22
2016-01-27,54.6
2016-01-28,50.96
2016-01-29,40.04
2016-01-30,32.76
2016-01-31,18.2
2016-02-01,48.0
2016-02-02,39.75
2016-02-03,33.0
2016-02-04,75.0
2016-02-05,45.0
2016-02-06,22.5
2016-02-07,26.25
2016-02-08,46.5
2016-02-09,58.5
2016-02-10,25.5
2016-02-11,55.5
2016-02-12,34.5
2016-02-13,21.75
2016-02-14,35.25
2016-02-15,22.5
2016-02-16,42.75
2016-02-17,48.0
2016-02-18,39.75
2016-02-19,41.25
2016-02-20,18.0
2016-02-21,26.25
2016-02-22,43.5
2016-02-23,36.0
2016-02-24,18.0
2016-02-25,25.5
2016-02-26,26.25
2016-02-27,9.0
2016-02-28,9.0
2016-02-29,14.25
2016-03-01,38.5
2016-03-02,31.57
2016-03-03,29.26
2016-03-04,26.95
2016-03-05,11.55
2016-03-06,23.1
2016-03-07,26.18
2016-03-08,42.35
2016-03-09,32.34
2016-03-10,65.45
2016-03-11,20.02
2016-03-12,7.7
2016-03-13,26.95
2016-03-14,46.2
2016-03-15,26.18
2016-03-16,20.02
2016-03-17,36.19
2016-03-18,27.72
2016-03-19,11.55
2016-03-20,31.57
2016-03-21,36.19
2016-03-22,46.2
2016-03-23,36.96
2016-03-24,30.8
2016-03-25,25.41
2016-03-26,12.32
2016-03-27,20.79
2016-03-28,40.81
2016-03-29,43.120000000000005
2016-03-30,50.050000000000004
2016-03-31,77.0
2016-04-01,21.7
2016-04-02,10.5
2016-04-03,17.5
2016-04-04,25.9
2016-04-05,20.299999999999997
2016-04-06,43.4
2016-04-07,38.5
2016-04-08,30.099999999999998
2016-04-09,17.5
2016-04-10,10.5
2016-04-11,37.8
2016-04-12,23.099999999999998
2016-04-13,35.0
2016-04-14,29.4
2016-04-15,18.2
2016-04-16,7.699999999999999
2016-04-17,14.7
2016-04-18,17.5
2016-04-19,70.0
2016-04-20,49.699999999999996
2016-04-21,51.8
2016-04-22,45.5
2016-04-23,21.7
2016-04-24,11.2
2016-04-25,49.699999999999996
2016-04-26,25.9
2016-04-27,32.199999999999996
2016-04-28,29.4
2016-04-29,24.5
2016-04-30,21.0
2016-05-01,31.68
2016-05-02,53.46
2016-05-03,66.0
2016-05-04,61.38
2016-05-05,49.5
2016-05-06,33.0
2016-05-07,22.44
2016-05-08,33.660000000000004
2016-05-09,40.260000000000005
2016-05-10,40.260000000000005
2016-05-11,22.44
2016-05-12,46.2
2016-05-13,23.76
2016-05-14,16.5
2016-05-15,33.660000000000004
2016-05-16,59.400000000000006
2016-05-17,31.68
2016-05-18,45.54
2016-05-19,41.580000000000005
2016-05-20,33.660000000000004
2016-05-21,27.720000000000002
2016-05-22,33.660000000000004
2016-05-23,50.160000000000004
2016-05-24,64.68
2016-05-25,60.06
2016-05-26,46.86
2016-05-27,44.22
2016-05-28,34.980000000000004
2016-05-29,35.64
2016-05-30,16.5
2016-05-31,36.96
2016-06-01,40.32
2016-06-02,75.6
2016-06-03,6.72
2016-06-04,15.959999999999999
2016-06-05,23.52
2016-06-06,40.32
2016-06-07,33.6
2016-06-08,26.88
2016-06-09,41.16
2016-06-10,78.96
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,68.03999999999999
2016-06-14,47.04
2016-06-15,40.32
2016-06-16,41.16
2016-06-17,21.0
2016-06-18,25.2
2016-06-19,8.4
2016-06-20,75.6
2016-06-21,41.16
2016-06-22,48.72
2016-06-23,84.0
2016-06-24,14.28
2016-06-25,16.8
2016-06-26,0.0
2016-06-27,47.879999999999995
2016-06-28,47.879999999999995
2016-06-29,48.72
2016-06-30,35.28
2016-07-01,41.0
2016-07-02,29.52
2016-07-03,12.299999999999999
2016-07-04,11.479999999999999
2016-07-05,58.22
2016-07-06,40.18
2016-07-07,45.919999999999995
2016-07-08,45.919999999999995
2016-07-09,29.52
2016-07-10,23.779999999999998
2016-07-11,50.839999999999996
2016-07-12,40.18
2016-07-13,41.0
2016-07-14,72.97999999999999
2016-07-15,77.89999999999999
2016-07-16,29.52
2016-07-17,29.52
2016-07-18,50.839999999999996
2016-07-19,50.019999999999996
2016-07-20,82.0
2016-07-21,66.42
2016-07-22,77.08
2016-07-23,23.779999999999998
2016-07-24,23.779999999999998
2016-07-25,64.78
2016-07-26,29.52
2016-07-27,54.12
2016-07-28,64.78
2016-07-29,50.839999999999996
2016-07-30,34.44
2016-07-31,35.26
2016-08-01,39.33
2016-08-02,53.129999999999995
2016-08-03,40.019999999999996
2016-08-04,54.51
2016-08-05,37.949999999999996
2016-08-06,22.08
2016-08-07,37.949999999999996
2016-08-08,45.54
2016-08-09,36.57
2016-08-10,69.0
2016-08-11,66.92999999999999
2016-08-12,28.979999999999997
2016-08-13,15.87
2016-08-14,32.43
2016-08-15,32.43
2016-08-16,37.949999999999996
2016-08-17,51.74999999999999
2016-08-18,57.959999999999994
2016-08-19,24.15
2016-08-20,27.599999999999998
2016-08-21,22.08
2016-08-22,46.919999999999995
2016-08-23,42.089999999999996
2016-08-24,44.849999999999994
2016-08-25,39.33
2016-08-26,17.939999999999998
2016-08-27,31.049999999999997
2016-08-28,20.009999999999998
2016-08-29,34.5
2016-08-30,17.25
2016-08-31,37.949999999999996
2016-09-01,39.05
2016-09-02,45.44
2016-09-03,23.43
2016-09-04,23.43
2016-09-05,44.019999999999996
2016-09-06,43.309999999999995
2016-09-07,57.51
2016-09-08,53.25
2016-09-09,24.849999999999998
2016-09-10,11.36
2016-09-11,16.33
2016-09-12,33.37
2016-09-13,47.57
2016-09-14,43.309999999999995
2016-09-15,53.25
2016-09-16,44.73
2016-09-17,22.72
2016-09-18,10.649999999999999
2016-09-19,46.86
2016-09-20,71.0
2016-09-21,43.309999999999995
2016-09-22,43.309999999999995
2016-09-23,29.82
2016-09-24,29.11
2016-09-25,22.72
2016-09-26,37.629999999999995
2016-09-27,33.37
2016-09-28,43.309999999999995
2016-09-29,62.48
2016-09-30,64.61
2016-10-01,29.37
2016-10-02,46.28
2016-10-03,44.5
2016-10-04,48.95
2016-10-05,89.0
2016-10-06,64.97
2016-10-07,40.94
2016-10-08,11.57
2016-10-09,34.71
2016-10-10,56.07
2016-10-11,75.65
2016-10-12,60.52
2016-10-13,65.86
2016-10-14,52.51
2016-10-15,37.38
2016-10-16,52.51
2016-10-17,54.29
2016-10-18,74.76
2016-10-19,70.31
2016-10-20,80.1
2016-10-21,25.81
2016-10-22,12.46
2016-10-23,35.6
2016-10-24,48.95
2016-10-25,53.4
2016-10-26,48.95
2016-10-27,58.74
2016-10-28,36.49
2016-10-29,48.06
2016-10-30,34.71
2016-10-31,44.5
2016-11-01,47.559999999999995
2016-11-02,65.6
2016-11-03,43.46
2016-11-04,34.44
2016-11-05,15.579999999999998
2016-11-06,19.68
2016-11-07,52.48
2016-11-08,31.159999999999997
2016-11-09,29.52
2016-11-10,54.12
2016-11-11,55.76
2016-11-12,25.419999999999998
2016-11-13,19.68
2016-11-14,49.199999999999996
2016-11-15,44.279999999999994
2016-11-16,62.31999999999999
2016-11-17,54.12
2016-11-18,33.62
2016-11-19,14.76
2016-11-20,14.76
2016-11-21,33.62
2016-11-22,50.019999999999996
2016-11-23,36.08
2016-11-24,39.36
2016-11-25,41.0
2016-11-26,13.94
2016-11-27,9.02
2016-11-28,45.099999999999994
2016-11-29,49.199999999999996
2016-11-30,82.0
2016-12-01,57.76
2016-12-02,58.52
2016-12-03,34.2
2016-12-04,36.480000000000004
2016-12-05,55.480000000000004
2016-12-06,31.16
2016-12-07,64.6
2016-12-08,57.76
2016-12-09,47.12
2016-12-10,25.080000000000002
2016-12-11,38.0
2016-12-12,39.52
2016-12-13,56.24
2016-12-14,57.0
2016-12-15,41.8
2016-12-16,47.88
2016-12-17,34.96
2016-12-18,30.4
2016-12-19,51.68
2016-12-20,35.72
2016-12-21,31.92
2016-12-22,37.24
2016-12-23,23.56
2016-12-24,31.92
2016-12-25,34.2
2016-12-26,9.88
2016-12-27,40.28
2016-12-28,54.72
2016-12-29,76.0
2016-12-30,32.68
2016-12-31,24.32
2017-01-01,10.89
2017-01-02,28.71
2017-01-03,99.0
2017-01-04,80.19
2017-01-05,85.14
2017-01-06,45.54
2017-01-07,30.69
2017-01-08,14.85
2017-01-09,34.65
2017-01-10,95.03999999999999
2017-01-11,38.61
2017-01-12,65.34
2017-01-13,48.51
2017-01-14,20.79
2017-01-15,24.75
2017-01-16,58.41
2017-01-17,60.39
2017-01-18,34.65
2017-01-19,38.61
2017-01-20,43.56
2017-01-21,30.69
2017-01-22,9.9
2017-01-23,61.38
2017-01-24,97.02
2017-01-25,56.43
2017-01-26,59.4
2017-01-27,39.6
2017-01-28,30.69
2017-01-29,25.74
2017-01-30,58.41
2017-01-31,71.28
2017-02-01,60.16
2017-02-02,87.42
2017-02-03,48.879999999999995
2017-02-04,64.86
2017-02-05,31.959999999999997
2017-02-06,45.12
2017-02-07,94.0
2017-02-08,80.83999999999999
2017-02-09,62.04
2017-02-10,6.58
2017-02-11,32.9
2017-02-12,24.439999999999998
2017-02-13,39.48
2017-02-14,33.839999999999996
2017-02-15,28.2
2017-02-16,40.419999999999995
2017-02-17,80.83999999999999
2017-02-18,64.86
2017-02-19,32.9
2017-02-20,42.3
2017-02-21,60.16
2017-02-22,53.58
2017-02-23,20.68
2017-02-24,28.2
2017-02-25,32.9
2017-02-26,15.979999999999999
2017-02-27,37.599999999999994
2017-02-28,70.5
2017-03-01,33.6
2017-03-02,47.879999999999995
2017-03-03,63.0
2017-03-04,27.72
2017-03-05,9.24
2017-03-06,43.68
2017-03-07,79.8
2017-03-08,47.04
2017-03-09,84.0
2017-03-10,47.879999999999995
2017-03-11,46.199999999999996
2017-03-12,13.44
2017-03-13,54.6
2017-03-14,58.8
2017-03-15,35.28
2017-03-16,55.44
2017-03-17,20.16
2017-03-18,19.32
2017-03-19,27.72
2017-03-20,54.6
2017-03-21,58.8
2017-03-22,63.0
2017-03-23,43.68
2017-03-24,36.12
2017-03-25,28.56
2017-03-26,32.76
2017-03-27,47.04
2017-03-28,38.64
2017-03-29,47.879999999999995
2017-03-30,43.68
2017-03-31,31.919999999999998
2017-04-01,24.96
2017-04-02,14.82
2017-04-03,32.76
2017-04-04,45.24
2017-04-05,57.72
2017-04-06,78.0
2017-04-07,38.22
2017-04-08,30.42
2017-04-09,21.060000000000002
2017-04-10,58.5
2017-04-11,71.76
2017-04-12,54.6
2017-04-13,51.480000000000004
2017-04-14,37.44
2017-04-15,21.060000000000002
2017-04-16,10.92
2017-04-17,71.76
2017-04-18,49.14
2017-04-19,32.76
2017-04-20,58.5
2017-04-21,51.480000000000004
2017-04-22,30.42
2017-04-23,50.7
2017-04-24,36.660000000000004
2017-04-25,53.04
2017-04-26,49.14
2017-04-27,32.76
2017-04-28,34.32
2017-04-29,35.1
2017-04-30,35.1
2017-05-01,30.72
2017-05-02,15.36
2017-05-03,48.0
2017-05-04,96.0
2017-05-05,41.28
2017-05-06,0.0
2017-05-07,29.759999999999998
2017-05-08,48.0
2017-05-09,48.0
2017-05-10,56.64
2017-05-11,65.28
2017-05-12,67.2
2017-05-13,30.72
2017-05-14,0.0
2017-05-15,51.839999999999996
2017-05-16,25.919999999999998
2017-05-17,43.199999999999996
2017-05-18,77.75999999999999
2017-05-19,45.12
2017-05-20,10.559999999999999
2017-05-21,10.559999999999999
2017-05-22,43.199999999999996
2017-05-23,74.88
