date,Verizon
2014-02-25,47.040000000000006
2014-02-26,46.480000000000004
2014-02-27,48.160000000000004
2014-02-28,50.96000000000001
2014-03-01,54.0
2014-03-02,46.980000000000004
2014-03-03,49.68000000000001
2014-03-04,48.6
2014-03-05,48.6
2014-03-06,47.52
2014-03-07,48.06
2014-03-08,47.52
2014-03-09,44.82
2014-03-10,47.52
2014-03-11,46.440000000000005
2014-03-12,44.82
2014-03-13,46.440000000000005
2014-03-14,50.760000000000005
2014-03-15,48.6
2014-03-16,45.900000000000006
2014-03-17,47.52
2014-03-18,45.900000000000006
2014-03-19,46.980000000000004
2014-03-20,46.440000000000005
2014-03-21,48.6
2014-03-22,48.06
2014-03-23,45.900000000000006
2014-03-24,48.06
2014-03-25,48.06
2014-03-26,48.06
2014-03-27,45.36
2014-03-28,50.220000000000006
2014-03-29,49.14
2014-03-30,45.36
2014-03-31,48.6
2014-04-01,46.64
2014-04-02,47.7
2014-04-03,48.230000000000004
2014-04-04,48.760000000000005
2014-04-05,50.35
2014-04-06,43.46
2014-04-07,49.29
2014-04-08,47.7
2014-04-09,48.760000000000005
2014-04-10,47.7
2014-04-11,52.470000000000006
2014-04-12,48.760000000000005
2014-04-13,45.580000000000005
2014-04-14,47.7
2014-04-15,52.470000000000006
2014-04-16,50.35
2014-04-17,51.410000000000004
2014-04-18,51.940000000000005
2014-04-19,48.230000000000004
2014-04-20,41.870000000000005
2014-04-21,53.0
2014-04-22,48.760000000000005
2014-04-23,49.82
2014-04-24,48.230000000000004
2014-04-25,48.760000000000005
2014-04-26,49.29
2014-04-27,44.52
2014-04-28,51.410000000000004
2014-04-29,48.230000000000004
2014-04-30,49.82
2014-05-01,53.35
2014-05-02,53.900000000000006
2014-05-03,51.150000000000006
2014-05-04,47.300000000000004
2014-05-05,51.150000000000006
2014-05-06,48.95
2014-05-07,51.7
2014-05-08,50.050000000000004
2014-05-09,49.50000000000001
2014-05-10,48.400000000000006
2014-05-11,46.2
2014-05-12,50.050000000000004
2014-05-13,48.95
2014-05-14,48.95
2014-05-15,50.6
2014-05-16,55.00000000000001
2014-05-17,50.6
2014-05-18,48.400000000000006
2014-05-19,53.35
2014-05-20,48.95
2014-05-21,51.150000000000006
2014-05-22,49.50000000000001
2014-05-23,51.7
2014-05-24,47.85
2014-05-25,44.0
2014-05-26,46.2
2014-05-27,53.900000000000006
2014-05-28,53.900000000000006
2014-05-29,53.35
2014-05-30,54.45
2014-05-31,51.150000000000006
2014-06-01,47.79
2014-06-02,52.51
2014-06-03,53.099999999999994
2014-06-04,51.33
2014-06-05,50.739999999999995
2014-06-06,53.69
2014-06-07,49.559999999999995
2014-06-08,45.43
2014-06-09,50.739999999999995
2014-06-10,53.099999999999994
2014-06-11,51.33
2014-06-12,53.69
2014-06-13,55.459999999999994
2014-06-14,50.15
2014-06-15,46.019999999999996
2014-06-16,53.099999999999994
2014-06-17,51.33
2014-06-18,48.97
2014-06-19,53.69
2014-06-20,54.279999999999994
2014-06-21,49.559999999999995
2014-06-22,45.43
2014-06-23,51.33
2014-06-24,50.15
2014-06-25,49.559999999999995
2014-06-26,53.69
2014-06-27,59.0
2014-06-28,57.23
2014-06-29,46.61
2014-06-30,56.64
2014-07-01,59.0
2014-07-02,55.459999999999994
2014-07-03,56.05
2014-07-04,49.559999999999995
2014-07-05,46.61
2014-07-06,47.79
2014-07-07,56.05
2014-07-08,55.459999999999994
2014-07-09,53.099999999999994
2014-07-10,53.69
2014-07-11,54.279999999999994
2014-07-12,50.15
2014-07-13,48.379999999999995
2014-07-14,53.69
2014-07-15,57.23
2014-07-16,54.279999999999994
2014-07-17,53.69
2014-07-18,56.64
2014-07-19,51.919999999999995
2014-07-20,50.15
2014-07-21,56.64
2014-07-22,57.82
2014-07-23,55.459999999999994
2014-07-24,51.919999999999995
2014-07-25,54.279999999999994
2014-07-26,54.279999999999994
2014-07-27,51.33
2014-07-28,56.05
2014-07-29,55.459999999999994
2014-07-30,53.099999999999994
2014-07-31,56.05
2014-08-01,59.0
2014-08-02,54.279999999999994
2014-08-03,52.51
2014-08-04,56.64
2014-08-05,56.64
2014-08-06,56.05
2014-08-07,57.23
2014-08-08,57.23
2014-08-09,55.459999999999994
2014-08-10,51.33
2014-08-11,57.82
2014-08-12,56.64
2014-08-13,56.05
2014-08-14,54.279999999999994
2014-08-15,55.459999999999994
2014-08-16,54.87
2014-08-17,50.739999999999995
2014-08-18,56.64
2014-08-19,54.87
2014-08-20,54.279999999999994
2014-08-21,54.279999999999994
2014-08-22,57.23
2014-08-23,53.69
2014-08-24,50.739999999999995
2014-08-25,54.279999999999994
2014-08-26,53.099999999999994
2014-08-27,51.33
2014-08-28,54.87
2014-08-29,55.459999999999994
2014-08-30,54.279999999999994
2014-08-31,48.379999999999995
2014-09-01,32.68
2014-09-02,35.72
2014-09-03,35.72
2014-09-04,33.44
2014-09-05,35.72
2014-09-06,34.96
2014-09-07,33.44
2014-09-08,36.480000000000004
2014-09-09,47.88
2014-09-10,57.0
2014-09-11,52.44
2014-09-12,76.0
2014-09-13,50.160000000000004
2014-09-14,44.08
2014-09-15,46.36
2014-09-16,44.84
2014-09-17,41.8
2014-09-18,44.84
2014-09-19,59.28
2014-09-20,57.76
2014-09-21,57.76
2014-09-22,53.96
2014-09-23,52.44
2014-09-24,47.88
2014-09-25,45.6
2014-09-26,46.36
2014-09-27,47.88
2014-09-28,44.08
2014-09-29,47.88
2014-09-30,46.36
2014-10-01,65.0
2014-10-02,59.800000000000004
2014-10-03,61.75
2014-10-04,61.75
2014-10-05,61.75
2014-10-06,61.75
2014-10-07,59.800000000000004
2014-10-08,58.5
2014-10-09,54.6
2014-10-10,57.85
2014-10-11,57.2
2014-10-12,54.6
2014-10-13,57.85
2014-10-14,57.2
2014-10-15,60.45
2014-10-16,56.550000000000004
2014-10-17,59.15
2014-10-18,56.550000000000004
2014-10-19,53.300000000000004
2014-10-20,57.85
2014-10-21,59.800000000000004
2014-10-22,55.25
2014-10-23,55.25
2014-10-24,57.85
2014-10-25,56.550000000000004
2014-10-26,50.050000000000004
2014-10-27,54.6
2014-10-28,55.25
2014-10-29,53.300000000000004
2014-10-30,53.300000000000004
2014-10-31,54.6
2014-11-01,51.84
2014-11-02,48.64
2014-11-03,48.64
2014-11-04,46.72
2014-11-05,44.160000000000004
2014-11-06,46.08
2014-11-07,47.36
2014-11-08,45.44
2014-11-09,41.6
2014-11-10,45.44
2014-11-11,43.52
2014-11-12,43.52
2014-11-13,42.24
2014-11-14,46.72
2014-11-15,46.08
2014-11-16,42.24
2014-11-17,45.44
2014-11-18,43.52
2014-11-19,42.88
2014-11-20,42.24
2014-11-21,44.160000000000004
2014-11-22,44.160000000000004
2014-11-23,43.52
2014-11-24,45.44
2014-11-25,43.52
2014-11-26,49.28
2014-11-27,48.0
2014-11-28,64.0
2014-11-29,51.2
2014-11-30,48.0
2014-12-01,59.85
2014-12-02,53.55
2014-12-03,49.14
2014-12-04,45.99
2014-12-05,50.4
2014-12-06,50.4
2014-12-07,45.99
2014-12-08,47.25
2014-12-09,47.25
2014-12-10,46.62
2014-12-11,45.99
2014-12-12,47.25
2014-12-13,49.77
2014-12-14,48.51
2014-12-15,50.4
2014-12-16,50.4
2014-12-17,48.51
2014-12-18,46.62
2014-12-19,52.92
2014-12-20,52.29
2014-12-21,50.4
2014-12-22,51.660000000000004
2014-12-23,52.92
2014-12-24,49.77
2014-12-25,44.73
2014-12-26,63.0
2014-12-27,54.81
2014-12-28,49.14
2014-12-29,54.81
2014-12-30,51.660000000000004
2014-12-31,49.77
2015-01-01,48.06
2015-01-02,54.0
2015-01-03,50.220000000000006
2015-01-04,47.52
2015-01-05,51.84
2015-01-06,50.220000000000006
2015-01-07,48.06
2015-01-08,46.980000000000004
2015-01-09,48.06
2015-01-10,48.6
2015-01-11,45.900000000000006
2015-01-12,44.28
2015-01-13,46.980000000000004
2015-01-14,45.36
2015-01-15,45.900000000000006
2015-01-16,45.36
2015-01-17,47.52
2015-01-18,41.040000000000006
2015-01-19,45.36
2015-01-20,43.74
2015-01-21,41.580000000000005
2015-01-22,41.580000000000005
2015-01-23,44.28
2015-01-24,45.900000000000006
2015-01-25,39.96
2015-01-26,41.580000000000005
2015-01-27,40.5
2015-01-28,42.660000000000004
2015-01-29,42.120000000000005
2015-01-30,46.440000000000005
2015-01-31,47.52
2015-02-01,44.72
2015-02-02,45.760000000000005
2015-02-03,48.88
2015-02-04,46.800000000000004
2015-02-05,50.96
2015-02-06,52.0
2015-02-07,50.440000000000005
2015-02-08,46.28
2015-02-09,48.36
2015-02-10,48.88
2015-02-11,46.800000000000004
2015-02-12,46.28
2015-02-13,49.4
2015-02-14,49.92
2015-02-15,44.2
2015-02-16,47.84
2015-02-17,46.28
2015-02-18,45.760000000000005
2015-02-19,43.160000000000004
2015-02-20,47.32
2015-02-21,46.28
2015-02-22,42.64
2015-02-23,43.160000000000004
2015-02-24,45.24
2015-02-25,43.68
2015-02-26,45.760000000000005
2015-02-27,46.800000000000004
2015-02-28,48.36
2015-03-01,47.5
2015-03-02,50.0
2015-03-03,47.5
2015-03-04,46.5
2015-03-05,45.5
2015-03-06,47.0
2015-03-07,48.0
2015-03-08,45.5
2015-03-09,46.0
2015-03-10,47.0
2015-03-11,46.5
2015-03-12,45.0
2015-03-13,48.0
2015-03-14,47.5
2015-03-15,43.5
2015-03-16,47.0
2015-03-17,46.0
2015-03-18,46.0
2015-03-19,45.5
2015-03-20,48.5
2015-03-21,43.5
2015-03-22,44.5
2015-03-23,46.0
2015-03-24,45.0
2015-03-25,42.0
2015-03-26,46.5
2015-03-27,49.0
2015-03-28,45.5
2015-03-29,42.0
2015-03-30,46.0
2015-03-31,48.0
2015-04-01,48.96
2015-04-02,46.410000000000004
2015-04-03,49.47
2015-04-04,43.35
2015-04-05,39.27
2015-04-06,50.49
2015-04-07,46.92
2015-04-08,46.92
2015-04-09,45.9
2015-04-10,51.0
2015-04-11,48.96
2015-04-12,44.88
2015-04-13,47.94
2015-04-14,46.410000000000004
2015-04-15,47.43
2015-04-16,46.92
2015-04-17,49.47
2015-04-18,47.94
2015-04-19,44.37
2015-04-20,47.94
2015-04-21,47.94
2015-04-22,48.96
2015-04-23,46.92
2015-04-24,46.410000000000004
2015-04-25,46.410000000000004
2015-04-26,43.35
2015-04-27,45.39
2015-04-28,44.37
2015-04-29,43.86
2015-04-30,45.9
2015-05-01,44.0
2015-05-02,43.0
2015-05-03,39.5
2015-05-04,44.0
2015-05-05,41.0
2015-05-06,43.0
2015-05-07,42.5
2015-05-08,43.0
2015-05-09,43.0
2015-05-10,39.5
2015-05-11,45.0
2015-05-12,50.0
2015-05-13,46.5
2015-05-14,44.0
2015-05-15,44.5
2015-05-16,43.5
2015-05-17,42.0
2015-05-18,47.0
2015-05-19,44.5
2015-05-20,43.0
2015-05-21,45.5
2015-05-22,44.5
2015-05-23,43.5
2015-05-24,37.5
2015-05-25,40.0
2015-05-26,47.5
2015-05-27,47.0
2015-05-28,44.5
2015-05-29,46.5
2015-05-30,44.0
2015-05-31,43.0
2015-06-01,51.300000000000004
2015-06-02,51.84
2015-06-03,51.84
2015-06-04,51.300000000000004
2015-06-05,50.760000000000005
2015-06-06,47.52
2015-06-07,46.440000000000005
2015-06-08,51.300000000000004
2015-06-09,50.760000000000005
2015-06-10,52.92
2015-06-11,51.300000000000004
2015-06-12,52.92
2015-06-13,50.220000000000006
2015-06-14,48.06
2015-06-15,53.46
2015-06-16,52.92
2015-06-17,52.92
2015-06-18,51.300000000000004
2015-06-19,52.38
2015-06-20,48.06
2015-06-21,45.900000000000006
2015-06-22,53.46
2015-06-23,51.300000000000004
2015-06-24,54.0
2015-06-25,51.300000000000004
2015-06-26,49.14
2015-06-27,49.14
2015-06-28,47.52
2015-06-29,52.92
2015-06-30,52.92
2015-07-01,54.0
2015-07-02,51.300000000000004
2015-07-03,46.980000000000004
2015-07-04,43.2
2015-07-05,43.74
2015-07-06,51.84
2015-07-07,52.38
2015-07-08,50.760000000000005
2015-07-09,51.300000000000004
2015-07-10,49.68000000000001
2015-07-11,44.28
2015-07-12,44.28
2015-07-13,48.6
2015-07-14,50.760000000000005
2015-07-15,51.300000000000004
2015-07-16,48.6
2015-07-17,50.760000000000005
2015-07-18,49.14
2015-07-19,43.74
2015-07-20,50.760000000000005
2015-07-21,50.220000000000006
2015-07-22,47.52
2015-07-23,46.440000000000005
2015-07-24,49.68000000000001
2015-07-25,43.74
2015-07-26,44.82
2015-07-27,50.220000000000006
2015-07-28,51.300000000000004
2015-07-29,49.14
2015-07-30,48.6
2015-07-31,49.14
2015-08-01,50.459999999999994
2015-08-02,48.72
2015-08-03,53.36
2015-08-04,50.459999999999994
2015-08-05,52.199999999999996
2015-08-06,46.4
2015-08-07,51.04
2015-08-08,56.26
2015-08-09,52.199999999999996
2015-08-10,57.99999999999999
2015-08-11,54.519999999999996
2015-08-12,53.36
2015-08-13,53.94
2015-08-14,54.519999999999996
2015-08-15,50.459999999999994
2015-08-16,45.82
2015-08-17,48.72
2015-08-18,49.879999999999995
2015-08-19,48.13999999999999
2015-08-20,48.72
2015-08-21,49.879999999999995
2015-08-22,44.66
2015-08-23,45.239999999999995
2015-08-24,47.559999999999995
2015-08-25,45.239999999999995
2015-08-26,45.239999999999995
2015-08-27,46.4
2015-08-28,46.98
2015-08-29,46.98
2015-08-30,43.5
2015-08-31,49.879999999999995
2015-09-01,44.459999999999994
2015-09-02,44.459999999999994
2015-09-03,47.309999999999995
2015-09-04,46.739999999999995
2015-09-05,42.74999999999999
2015-09-06,40.47
2015-09-07,39.9
2015-09-08,45.599999999999994
2015-09-09,47.879999999999995
2015-09-10,50.16
2015-09-11,51.3
2015-09-12,56.99999999999999
2015-09-13,50.16
2015-09-14,47.309999999999995
2015-09-15,46.739999999999995
2015-09-16,44.459999999999994
2015-09-17,43.88999999999999
2015-09-18,45.599999999999994
2015-09-19,45.029999999999994
2015-09-20,45.599999999999994
2015-09-21,50.16
2015-09-22,47.309999999999995
2015-09-23,43.88999999999999
2015-09-24,45.599999999999994
2015-09-25,52.44
2015-09-26,51.87
2015-09-27,46.739999999999995
2015-09-28,49.019999999999996
2015-09-29,47.309999999999995
2015-09-30,49.019999999999996
2015-10-01,48.45
2015-10-02,48.96
2015-10-03,50.49
2015-10-04,48.96
2015-10-05,51.0
2015-10-06,44.88
2015-10-07,46.92
2015-10-08,45.9
2015-10-09,46.92
2015-10-10,46.92
2015-10-11,43.35
2015-10-12,46.92
2015-10-13,46.410000000000004
2015-10-14,44.88
2015-10-15,42.84
2015-10-16,46.92
2015-10-17,45.9
2015-10-18,44.37
2015-10-19,46.410000000000004
2015-10-20,43.86
2015-10-21,42.84
2015-10-22,41.82
2015-10-23,44.37
2015-10-24,43.86
2015-10-25,40.29
2015-10-26,42.84
2015-10-27,42.84
2015-10-28,43.86
2015-10-29,43.86
2015-10-30,44.88
2015-10-31,42.84
2015-11-01,38.0
2015-11-02,37.0
2015-11-03,37.0
2015-11-04,35.0
2015-11-05,36.0
2015-11-06,36.0
2015-11-07,35.5
2015-11-08,33.0
2015-11-09,34.5
2015-11-10,35.5
2015-11-11,33.5
2015-11-12,33.0
2015-11-13,37.0
2015-11-14,34.5
2015-11-15,32.0
2015-11-16,35.5
2015-11-17,33.5
2015-11-18,32.5
2015-11-19,33.5
2015-11-20,37.0
2015-11-21,37.5
2015-11-22,35.0
2015-11-23,34.5
2015-11-24,38.0
2015-11-25,39.5
2015-11-26,36.5
2015-11-27,50.0
2015-11-28,42.0
2015-11-29,36.5
2015-11-30,41.0
2015-12-01,37.230000000000004
2015-12-02,35.19
2015-12-03,34.17
2015-12-04,35.7
2015-12-05,34.68
2015-12-06,33.660000000000004
2015-12-07,33.660000000000004
2015-12-08,33.660000000000004
2015-12-09,32.13
2015-12-10,32.64
2015-12-11,35.19
2015-12-12,34.68
2015-12-13,32.13
2015-12-14,35.7
2015-12-15,35.19
2015-12-16,34.68
2015-12-17,34.17
2015-12-18,38.25
2015-12-19,38.76
2015-12-20,36.72
2015-12-21,37.230000000000004
2015-12-22,39.27
2015-12-23,38.25
2015-12-24,41.31
2015-12-25,33.660000000000004
2015-12-26,41.31
2015-12-27,41.31
2015-12-28,45.9
2015-12-29,51.0
2015-12-30,44.88
2015-12-31,45.39
2016-01-01,42.57
2016-01-02,40.42
2016-01-03,40.42
2016-01-04,43.0
2016-01-05,40.42
2016-01-06,38.269999999999996
2016-01-07,38.7
2016-01-08,36.98
2016-01-09,36.55
2016-01-10,34.4
2016-01-11,33.97
2016-01-12,33.97
2016-01-13,36.12
2016-01-14,33.54
2016-01-15,38.7
2016-01-16,39.99
2016-01-17,36.55
2016-01-18,35.26
2016-01-19,33.11
2016-01-20,34.4
2016-01-21,33.11
2016-01-22,35.26
2016-01-23,33.97
2016-01-24,32.68
2016-01-25,33.97
2016-01-26,35.26
2016-01-27,34.4
2016-01-28,35.26
2016-01-29,36.55
2016-01-30,36.12
2016-01-31,33.97
2016-02-01,39.56
2016-02-02,37.839999999999996
2016-02-03,36.98
2016-02-04,38.269999999999996
2016-02-05,39.99
2016-02-06,39.56
2016-02-07,36.12
2016-02-08,36.12
2016-02-09,36.55
2016-02-10,38.269999999999996
2016-02-11,39.99
2016-02-12,40.42
2016-02-13,42.14
2016-02-14,34.4
2016-02-15,37.839999999999996
2016-02-16,38.269999999999996
2016-02-17,40.85
2016-02-18,38.269999999999996
2016-02-19,39.99
2016-02-20,39.99
2016-02-21,39.13
2016-02-22,40.42
2016-02-23,43.0
2016-02-24,41.28
2016-02-25,39.56
2016-02-26,40.85
2016-02-27,39.56
2016-02-28,36.98
2016-02-29,38.269999999999996
2016-03-01,38.28
2016-03-02,38.28
2016-03-03,38.72
2016-03-04,39.160000000000004
2016-03-05,39.6
2016-03-06,36.96
2016-03-07,37.84
2016-03-08,39.6
2016-03-09,36.96
2016-03-10,37.4
2016-03-11,40.48
2016-03-12,43.56
2016-03-13,39.160000000000004
2016-03-14,37.84
2016-03-15,40.04
2016-03-16,38.28
2016-03-17,36.96
2016-03-18,42.24
2016-03-19,42.68
2016-03-20,37.4
2016-03-21,40.48
2016-03-22,40.92
2016-03-23,39.6
2016-03-24,39.6
2016-03-25,44.0
2016-03-26,41.8
2016-03-27,36.08
2016-03-28,43.12
2016-03-29,42.68
2016-03-30,40.04
2016-03-31,42.68
2016-04-01,42.75
2016-04-02,42.300000000000004
2016-04-03,38.25
2016-04-04,37.35
2016-04-05,36.9
2016-04-06,36.9
2016-04-07,36.0
2016-04-08,38.25
2016-04-09,37.35
2016-04-10,33.75
2016-04-11,37.35
2016-04-12,38.7
2016-04-13,45.0
2016-04-14,41.4
2016-04-15,37.800000000000004
2016-04-16,37.800000000000004
2016-04-17,34.2
2016-04-18,37.800000000000004
2016-04-19,36.0
2016-04-20,35.550000000000004
2016-04-21,33.75
2016-04-22,34.65
2016-04-23,34.65
2016-04-24,32.85
2016-04-25,36.45
2016-04-26,36.9
2016-04-27,34.65
2016-04-28,37.800000000000004
2016-04-29,37.800000000000004
2016-04-30,36.0
2016-05-01,38.269999999999996
2016-05-02,41.28
2016-05-03,39.99
2016-05-04,39.56
2016-05-05,40.42
2016-05-06,39.56
2016-05-07,37.839999999999996
2016-05-08,35.26
2016-05-09,40.42
2016-05-10,39.13
2016-05-11,38.269999999999996
2016-05-12,38.7
2016-05-13,40.85
2016-05-14,36.98
2016-05-15,35.69
2016-05-16,41.28
2016-05-17,40.85
2016-05-18,37.839999999999996
2016-05-19,37.41
2016-05-20,40.42
2016-05-21,40.85
2016-05-22,35.69
2016-05-23,39.99
2016-05-24,38.7
2016-05-25,37.41
2016-05-26,39.56
2016-05-27,43.0
2016-05-28,38.7
2016-05-29,36.98
2016-05-30,36.55
2016-05-31,39.99
2016-06-01,43.56
2016-06-02,40.92
2016-06-03,42.24
2016-06-04,37.4
2016-06-05,38.72
2016-06-06,41.8
2016-06-07,40.92
2016-06-08,37.84
2016-06-09,41.36
2016-06-10,40.92
2016-06-11,37.4
2016-06-12,36.52
2016-06-13,39.6
2016-06-14,44.0
2016-06-15,40.92
2016-06-16,40.48
2016-06-17,41.8
2016-06-18,38.72
2016-06-19,36.52
2016-06-20,42.24
2016-06-21,40.48
2016-06-22,40.92
2016-06-23,39.6
2016-06-24,39.6
2016-06-25,40.04
2016-06-26,36.52
2016-06-27,40.92
2016-06-28,41.8
2016-06-29,40.48
2016-06-30,41.8
2016-07-01,40.419999999999995
2016-07-02,38.54
2016-07-03,34.309999999999995
2016-07-04,35.25
2016-07-05,40.89
2016-07-06,44.18
2016-07-07,44.18
2016-07-08,41.36
2016-07-09,39.48
2016-07-10,38.07
2016-07-11,41.83
2016-07-12,41.36
2016-07-13,41.83
2016-07-14,41.83
2016-07-15,43.239999999999995
2016-07-16,40.89
2016-07-17,37.599999999999994
2016-07-18,43.239999999999995
2016-07-19,40.89
2016-07-20,39.949999999999996
2016-07-21,38.07
2016-07-22,40.89
2016-07-23,38.07
2016-07-24,39.01
2016-07-25,47.0
2016-07-26,40.89
2016-07-27,39.48
2016-07-28,39.48
2016-07-29,39.48
2016-07-30,40.419999999999995
2016-07-31,38.07
2016-08-01,44.550000000000004
2016-08-02,44.550000000000004
2016-08-03,44.550000000000004
2016-08-04,45.0
2016-08-05,42.75
2016-08-06,40.95
2016-08-07,36.0
2016-08-08,41.85
2016-08-09,40.5
2016-08-10,42.300000000000004
2016-08-11,40.95
2016-08-12,42.300000000000004
2016-08-13,39.6
2016-08-14,37.800000000000004
2016-08-15,41.4
2016-08-16,41.85
2016-08-17,39.6
2016-08-18,41.4
2016-08-19,44.1
2016-08-20,41.85
2016-08-21,40.050000000000004
2016-08-22,40.5
2016-08-23,40.050000000000004
2016-08-24,38.7
2016-08-25,39.15
2016-08-26,39.6
2016-08-27,40.95
2016-08-28,37.35
2016-08-29,40.5
2016-08-30,40.5
2016-08-31,38.25
2016-09-01,30.68
2016-09-02,33.28
2016-09-03,32.76
2016-09-04,27.560000000000002
2016-09-05,29.12
2016-09-06,30.16
2016-09-07,37.96
2016-09-08,45.760000000000005
2016-09-09,52.0
2016-09-10,41.08
2016-09-11,35.88
2016-09-12,37.44
2016-09-13,34.32
2016-09-14,35.36
2016-09-15,35.36
2016-09-16,44.72
2016-09-17,42.120000000000005
2016-09-18,40.04
2016-09-19,37.44
2016-09-20,36.4
2016-09-21,36.4
2016-09-22,35.88
2016-09-23,37.44
2016-09-24,35.88
2016-09-25,35.36
2016-09-26,35.36
2016-09-27,32.76
2016-09-28,34.32
2016-09-29,34.32
2016-09-30,36.4
2016-10-01,45.0
2016-10-02,41.4
2016-10-03,42.75
2016-10-04,40.95
2016-10-05,41.4
2016-10-06,41.4
2016-10-07,40.050000000000004
2016-10-08,43.65
2016-10-09,39.6
2016-10-10,40.050000000000004
2016-10-11,42.300000000000004
2016-10-12,43.2
2016-10-13,42.300000000000004
2016-10-14,41.85
2016-10-15,42.75
2016-10-16,39.15
2016-10-17,40.050000000000004
2016-10-18,39.15
2016-10-19,39.6
2016-10-20,39.6
2016-10-21,40.5
2016-10-22,42.75
2016-10-23,39.15
2016-10-24,39.6
2016-10-25,37.800000000000004
2016-10-26,36.9
2016-10-27,36.45
2016-10-28,37.800000000000004
2016-10-29,36.0
2016-10-30,34.65
2016-10-31,36.9
2016-11-01,26.1
2016-11-02,25.2
2016-11-03,23.85
2016-11-04,26.1
2016-11-05,26.55
2016-11-06,23.85
2016-11-07,24.3
2016-11-08,21.150000000000002
2016-11-09,17.55
2016-11-10,23.85
2016-11-11,25.2
2016-11-12,25.2
2016-11-13,23.85
2016-11-14,23.85
2016-11-15,25.2
2016-11-16,25.2
2016-11-17,24.3
2016-11-18,25.2
2016-11-19,27.45
2016-11-20,25.650000000000002
2016-11-21,27.0
2016-11-22,27.0
2016-11-23,29.7
2016-11-24,33.75
2016-11-25,45.0
2016-11-26,34.65
2016-11-27,31.5
2016-11-28,32.85
2016-11-29,29.25
2016-11-30,26.1
2016-12-01,38.25
2016-12-02,37.35
2016-12-03,39.15
2016-12-04,36.9
2016-12-05,35.550000000000004
2016-12-06,35.550000000000004
2016-12-07,36.45
2016-12-08,34.65
2016-12-09,36.0
2016-12-10,36.9
2016-12-11,35.550000000000004
2016-12-12,34.65
2016-12-13,34.65
2016-12-14,33.75
2016-12-15,35.1
2016-12-16,38.7
2016-12-17,40.5
2016-12-18,40.5
2016-12-19,40.95
2016-12-20,41.4
2016-12-21,40.5
2016-12-22,41.4
2016-12-23,43.2
2016-12-24,38.7
2016-12-25,34.65
2016-12-26,45.0
2016-12-27,40.5
2016-12-28,40.5
2016-12-29,38.25
2016-12-30,39.15
2016-12-31,36.0
2017-01-01,35.49
2017-01-02,39.0
2017-01-03,38.22
2017-01-04,37.83
2017-01-05,35.88
2017-01-06,35.49
2017-01-07,36.27
2017-01-08,34.32
2017-01-09,32.76
2017-01-10,35.1
2017-01-11,33.54
2017-01-12,32.76
2017-01-13,34.71
2017-01-14,35.49
2017-01-15,33.93
2017-01-16,35.1
2017-01-17,31.59
2017-01-18,32.76
2017-01-19,32.76
2017-01-20,31.98
2017-01-21,33.15
2017-01-22,31.200000000000003
2017-01-23,31.59
2017-01-24,33.93
2017-01-25,31.98
2017-01-26,31.59
2017-01-27,33.54
2017-01-28,33.93
2017-01-29,30.03
2017-01-30,30.810000000000002
2017-01-31,31.200000000000003
2017-02-01,18.0
2017-02-02,18.45
2017-02-03,19.35
2017-02-04,19.35
2017-02-05,17.55
2017-02-06,18.0
2017-02-07,18.0
2017-02-08,17.55
2017-02-09,18.0
2017-02-10,18.0
2017-02-11,18.900000000000002
2017-02-12,18.900000000000002
2017-02-13,45.0
2017-02-14,32.85
2017-02-15,30.150000000000002
2017-02-16,26.1
2017-02-17,25.2
2017-02-18,26.1
2017-02-19,22.95
2017-02-20,22.95
2017-02-21,21.6
2017-02-22,21.6
2017-02-23,22.05
2017-02-24,22.95
2017-02-25,23.400000000000002
2017-02-26,21.6
2017-02-27,20.7
2017-02-28,21.150000000000002
2017-03-01,39.2
2017-03-02,38.0
2017-03-03,39.2
2017-03-04,39.6
2017-03-05,36.800000000000004
2017-03-06,36.800000000000004
2017-03-07,35.6
2017-03-08,35.6
2017-03-09,34.800000000000004
2017-03-10,37.2
2017-03-11,38.0
2017-03-12,35.2
2017-03-13,34.4
2017-03-14,34.4
2017-03-15,36.0
2017-03-16,36.4
2017-03-17,35.2
2017-03-18,36.0
2017-03-19,33.6
2017-03-20,34.4
2017-03-21,35.2
2017-03-22,36.4
2017-03-23,34.800000000000004
2017-03-24,37.6
2017-03-25,35.2
2017-03-26,34.0
2017-03-27,34.4
2017-03-28,34.0
2017-03-29,36.0
2017-03-30,39.2
2017-03-31,40.0
2017-04-01,36.27
2017-04-02,32.76
2017-04-03,35.49
2017-04-04,34.32
2017-04-05,33.15
2017-04-06,34.32
2017-04-07,32.76
2017-04-08,33.93
2017-04-09,30.42
2017-04-10,32.370000000000005
2017-04-11,31.200000000000003
2017-04-12,31.98
2017-04-13,32.76
2017-04-14,34.71
2017-04-15,31.200000000000003
2017-04-16,27.69
2017-04-17,31.59
2017-04-18,32.76
2017-04-19,32.76
2017-04-20,34.32
2017-04-21,39.0
2017-04-22,36.660000000000004
2017-04-23,32.370000000000005
2017-04-24,32.76
2017-04-25,33.15
2017-04-26,33.93
2017-04-27,32.76
2017-04-28,33.93
2017-04-29,34.32
2017-04-30,32.370000000000005
2017-05-01,33.82
2017-05-02,33.06
2017-05-03,33.82
2017-05-04,32.3
2017-05-05,31.54
2017-05-06,33.82
2017-05-07,32.68
2017-05-08,36.480000000000004
2017-05-09,32.68
2017-05-10,31.92
2017-05-11,33.06
2017-05-12,34.2
