,Company ticker,date,Year,Month,Quarter,Open,High,Low,Close,Adj Close,Volume,company_news,world_news,company_trends,Coronavirus,presidential election,Lockdown,Pandemic,Quarantine
0,AMZN,2011-01-03,2011,1,1,181.3699951171875,186.0,181.2100067138672,184.22000122070312,184.22000122070312,5331400.0,0.7874999999999999,0.7987,30.26,0.0,0.47,0.7000000000000001,1.04,0.31
1,AMZN,2011-01-04,2011,1,1,186.1499938964844,187.6999969482422,183.77999877929688,185.00999450683602,185.00999450683602,5031800.0,0.7698033707865166,-0.8556,29.58,0.0,0.58,0.62,1.08,0.8
2,AMZN,2011-01-05,2011,1,1,184.1000061035156,187.4499969482422,184.07000732421875,187.4199981689453,187.4199981689453,3418800.0,0.743258426966292,-0.9796,28.56,0.0,0.6,0.88,1.54,0.78
3,AMZN,2011-01-06,2011,1,1,186.5,187.41000366210938,185.25,185.8600006103516,185.8600006103516,3179700.0,0.7521067415730335,0.099,28.9,0.0,0.73,0.6,1.3,1.0
4,AMZN,2011-01-07,2011,1,1,187.8800048828125,188.4499969482422,183.7400054931641,185.4900054931641,185.4900054931641,5221700.0,0.743258426966292,-0.5754,28.56,0.0,0.67,0.48,1.0,0.61
5,AMZN,2011-01-08,2011,1,1,187.8800048828125,186.8699951171875,183.12500000000003,185.08499908447263,185.08499908447263,4298800.0,0.7963483146067415,-0.9059,30.6,0.0,0.39,0.72,1.02,0.13
6,AMZN,2011-01-09,2011,1,1,187.8800048828125,186.8699951171875,183.12500000000003,185.08499908447263,185.08499908447263,4298800.0,0.8317415730337078,0.9963,31.96,0.0,0.92,0.62,1.36,0.75
7,AMZN,2011-01-10,2011,1,1,185.0399932861328,185.2899932861328,182.50999450683602,184.67999267578125,184.67999267578125,3375900.0,0.7698033707865167,-0.719,29.58,0.0,0.64,0.56,1.06,0.49
8,AMZN,2011-01-11,2011,1,1,185.4199981689453,186.0,183.2100067138672,184.33999633789062,184.33999633789062,2814200.0,0.7698033707865167,-0.9353,29.58,0.0,0.41,0.8,1.56,0.48
9,AMZN,2011-01-12,2011,1,1,185.3600006103516,185.3800048828125,183.3000030517578,184.0800018310547,184.0800018310547,2679100.0,0.7521067415730336,-0.9731,28.9,0.0,0.78,0.72,1.92,0.48
