date,Disney
2014-03-29,45.9
2014-03-30,46.92
2014-03-31,36.21
2014-04-01,34.56
2014-04-02,36.0
2014-04-03,36.96
2014-04-04,38.4
2014-04-05,45.12
2014-04-06,48.0
2014-04-07,37.44
2014-04-08,37.44
2014-04-09,36.0
2014-04-10,36.0
2014-04-11,38.879999999999995
2014-04-12,45.12
2014-04-13,47.519999999999996
2014-04-14,37.44
2014-04-15,39.839999999999996
2014-04-16,40.32
2014-04-17,40.8
2014-04-18,42.239999999999995
2014-04-19,44.16
2014-04-20,46.559999999999995
2014-04-21,38.4
2014-04-22,37.92
2014-04-23,36.48
2014-04-24,35.519999999999996
2014-04-25,36.48
2014-04-26,43.68
2014-04-27,47.519999999999996
2014-04-28,37.44
2014-04-29,34.56
2014-04-30,37.44
2014-05-01,36.800000000000004
2014-05-02,40.02
2014-05-03,46.0
2014-05-04,46.0
2014-05-05,36.34
2014-05-06,34.96
2014-05-07,37.260000000000005
2014-05-08,35.42
2014-05-09,34.5
2014-05-10,41.86
2014-05-11,41.86
2014-05-12,35.42
2014-05-13,34.96
2014-05-14,34.5
2014-05-15,35.42
2014-05-16,37.260000000000005
2014-05-17,43.24
2014-05-18,46.0
2014-05-19,39.1
2014-05-20,41.4
2014-05-21,40.02
2014-05-22,40.02
2014-05-23,40.940000000000005
2014-05-24,44.620000000000005
2014-05-25,44.160000000000004
2014-05-26,44.620000000000005
2014-05-27,37.72
2014-05-28,36.800000000000004
2014-05-29,36.800000000000004
2014-05-30,37.72
2014-05-31,44.160000000000004
2014-06-01,45.0
2014-06-02,36.0
2014-06-03,34.65
2014-06-04,34.65
2014-06-05,35.550000000000004
2014-06-06,34.2
2014-06-07,38.7
2014-06-08,40.95
2014-06-09,33.75
2014-06-10,34.65
2014-06-11,33.300000000000004
2014-06-12,32.4
2014-06-13,32.85
2014-06-14,36.0
2014-06-15,40.050000000000004
2014-06-16,32.85
2014-06-17,32.85
2014-06-18,33.75
2014-06-19,33.300000000000004
2014-06-20,34.2
2014-06-21,37.800000000000004
2014-06-22,40.5
2014-06-23,34.2
2014-06-24,32.4
2014-06-25,34.2
2014-06-26,31.95
2014-06-27,35.1
2014-06-28,39.6
2014-06-29,40.050000000000004
2014-06-30,33.75
2014-07-01,36.800000000000004
2014-07-02,38.18
2014-07-03,37.260000000000005
2014-07-04,40.02
2014-07-05,41.4
2014-07-06,44.160000000000004
2014-07-07,39.1
2014-07-08,38.64
2014-07-09,37.260000000000005
2014-07-10,38.64
2014-07-11,38.18
2014-07-12,44.620000000000005
2014-07-13,42.78
2014-07-14,40.480000000000004
2014-07-15,41.86
2014-07-16,40.480000000000004
2014-07-17,39.1
2014-07-18,39.1
2014-07-19,43.24
2014-07-20,46.0
2014-07-21,40.940000000000005
2014-07-22,37.72
2014-07-23,39.56
2014-07-24,40.02
2014-07-25,39.1
2014-07-26,43.24
2014-07-27,46.0
2014-07-28,39.56
2014-07-29,39.56
2014-07-30,39.1
2014-07-31,37.72
2014-08-01,35.69
2014-08-02,39.56
2014-08-03,43.0
2014-08-04,36.98
2014-08-05,35.69
2014-08-06,35.69
2014-08-07,35.26
2014-08-08,35.26
2014-08-09,39.13
2014-08-10,39.99
2014-08-11,34.83
2014-08-12,34.83
2014-08-13,34.4
2014-08-14,38.269999999999996
2014-08-15,34.4
2014-08-16,41.28
2014-08-17,42.57
2014-08-18,34.83
2014-08-19,33.11
2014-08-20,32.68
2014-08-21,32.25
2014-08-22,32.68
2014-08-23,36.98
2014-08-24,39.13
2014-08-25,30.099999999999998
2014-08-26,29.24
2014-08-27,29.669999999999998
2014-08-28,29.24
2014-08-29,30.53
2014-08-30,36.98
2014-08-31,39.56
2014-09-01,37.2
2014-09-02,28.0
2014-09-03,28.400000000000002
2014-09-04,27.6
2014-09-05,29.200000000000003
2014-09-06,35.6
2014-09-07,37.2
2014-09-08,29.200000000000003
2014-09-09,27.6
2014-09-10,29.200000000000003
2014-09-11,28.400000000000002
2014-09-12,30.400000000000002
2014-09-13,37.6
2014-09-14,38.400000000000006
2014-09-15,30.0
2014-09-16,30.0
2014-09-17,29.6
2014-09-18,28.8
2014-09-19,30.0
2014-09-20,36.0
2014-09-21,37.6
2014-09-22,30.8
2014-09-23,30.8
2014-09-24,31.200000000000003
2014-09-25,31.200000000000003
2014-09-26,33.6
2014-09-27,40.0
2014-09-28,40.0
2014-09-29,33.2
2014-09-30,32.4
2014-10-01,31.82
2014-10-02,32.25
2014-10-03,33.54
2014-10-04,42.57
2014-10-05,43.0
2014-10-06,35.26
2014-10-07,33.54
2014-10-08,31.82
2014-10-09,33.54
2014-10-10,34.83
2014-10-11,42.57
2014-10-12,42.14
2014-10-13,35.26
2014-10-14,32.25
2014-10-15,31.39
2014-10-16,30.96
2014-10-17,32.68
2014-10-18,38.269999999999996
2014-10-19,39.56
2014-10-20,32.68
2014-10-21,31.39
2014-10-22,30.96
2014-10-23,30.96
2014-10-24,31.82
2014-10-25,36.98
2014-10-26,39.13
2014-10-27,32.25
2014-10-28,30.53
2014-10-29,30.53
2014-10-30,30.099999999999998
2014-10-31,30.099999999999998
2014-11-01,35.1
2014-11-02,38.25
2014-11-03,28.8
2014-11-04,28.8
2014-11-05,27.900000000000002
2014-11-06,30.150000000000002
2014-11-07,32.85
2014-11-08,40.050000000000004
2014-11-09,42.300000000000004
2014-11-10,32.85
2014-11-11,31.95
2014-11-12,30.6
2014-11-13,31.05
2014-11-14,32.4
2014-11-15,38.25
2014-11-16,39.6
2014-11-17,31.05
2014-11-18,30.150000000000002
2014-11-19,29.7
2014-11-20,30.150000000000002
2014-11-21,31.95
2014-11-22,38.25
2014-11-23,38.25
2014-11-24,32.85
2014-11-25,31.05
2014-11-26,31.5
2014-11-27,37.35
2014-11-28,41.4
2014-11-29,45.0
2014-11-30,40.5
2014-12-01,35.04
2014-12-02,32.64
2014-12-03,32.16
2014-12-04,30.72
2014-12-05,33.12
2014-12-06,39.36
2014-12-07,40.32
2014-12-08,31.68
2014-12-09,31.68
2014-12-10,30.72
2014-12-11,30.72
2014-12-12,32.16
2014-12-13,37.44
2014-12-14,38.879999999999995
2014-12-15,33.6
2014-12-16,32.64
2014-12-17,31.68
2014-12-18,30.72
2014-12-19,32.16
2014-12-20,37.92
2014-12-21,37.92
2014-12-22,34.08
2014-12-23,33.6
2014-12-24,35.04
2014-12-25,45.6
2014-12-26,41.76
2014-12-27,48.0
2014-12-28,44.16
2014-12-29,40.32
2014-12-30,37.92
2014-12-31,37.44
2015-01-01,46.059999999999995
2015-01-02,43.71
2015-01-03,46.059999999999995
2015-01-04,45.12
2015-01-05,37.129999999999995
2015-01-06,36.19
2015-01-07,36.19
2015-01-08,37.599999999999994
2015-01-09,36.19
2015-01-10,44.65
2015-01-11,46.059999999999995
2015-01-12,37.129999999999995
2015-01-13,36.19
2015-01-14,37.129999999999995
2015-01-15,34.78
2015-01-16,36.66
2015-01-17,45.12
2015-01-18,47.0
2015-01-19,40.89
2015-01-20,33.37
2015-01-21,32.9
2015-01-22,33.839999999999996
2015-01-23,35.72
2015-01-24,42.3
2015-01-25,42.3
2015-01-26,33.37
2015-01-27,33.37
2015-01-28,32.9
2015-01-29,32.9
2015-01-30,34.78
2015-01-31,39.949999999999996
2015-02-01,35.26
2015-02-02,27.95
2015-02-03,28.81
2015-02-04,29.24
2015-02-05,29.669999999999998
2015-02-06,30.96
2015-02-07,36.55
2015-02-08,36.98
2015-02-09,29.669999999999998
2015-02-10,29.24
2015-02-11,28.38
2015-02-12,27.95
2015-02-13,29.669999999999998
2015-02-14,36.12
2015-02-15,38.7
2015-02-16,34.4
2015-02-17,31.82
2015-02-18,30.53
2015-02-19,30.96
2015-02-20,32.25
2015-02-21,41.28
2015-02-22,43.0
2015-02-23,33.11
2015-02-24,31.39
2015-02-25,32.68
2015-02-26,30.96
2015-02-27,30.96
2015-02-28,41.71
2015-03-01,44.0
2015-03-02,35.64
2015-03-03,35.64
2015-03-04,32.56
2015-03-05,35.64
2015-03-06,36.08
2015-03-07,43.12
2015-03-08,43.56
2015-03-09,35.2
2015-03-10,33.88
2015-03-11,34.32
2015-03-12,33.44
2015-03-13,35.2
2015-03-14,39.6
2015-03-15,40.48
2015-03-16,33.88
2015-03-17,32.56
2015-03-18,32.12
2015-03-19,33.88
2015-03-20,32.56
2015-03-21,39.6
2015-03-22,42.68
2015-03-23,34.76
2015-03-24,34.32
2015-03-25,31.68
2015-03-26,32.12
2015-03-27,33.44
2015-03-28,41.36
2015-03-29,40.48
2015-03-30,33.88
2015-03-31,32.56
2015-04-01,32.8
2015-04-02,33.21
2015-04-03,33.21
2015-04-04,41.0
2015-04-05,38.54
2015-04-06,34.03
2015-04-07,32.8
2015-04-08,32.39
2015-04-09,31.569999999999997
2015-04-10,31.979999999999997
2015-04-11,36.489999999999995
2015-04-12,37.72
2015-04-13,33.62
2015-04-14,32.8
2015-04-15,29.52
2015-04-16,30.34
2015-04-17,31.569999999999997
2015-04-18,36.08
2015-04-19,37.72
2015-04-20,30.34
2015-04-21,30.34
2015-04-22,30.749999999999996
2015-04-23,31.159999999999997
2015-04-24,31.979999999999997
2015-04-25,37.309999999999995
2015-04-26,38.54
2015-04-27,36.08
2015-04-28,33.21
2015-04-29,31.979999999999997
2015-04-30,31.569999999999997
2015-05-01,31.979999999999997
2015-05-02,34.85
2015-05-03,35.26
2015-05-04,31.979999999999997
2015-05-05,31.979999999999997
2015-05-06,32.8
2015-05-07,31.159999999999997
2015-05-08,31.569999999999997
2015-05-09,34.85
2015-05-10,36.08
2015-05-11,33.21
2015-05-12,30.749999999999996
2015-05-13,32.39
2015-05-14,31.569999999999997
2015-05-15,32.8
2015-05-16,36.9
2015-05-17,40.18
2015-05-18,33.62
2015-05-19,32.39
2015-05-20,33.21
2015-05-21,33.21
2015-05-22,36.08
2015-05-23,41.0
2015-05-24,41.0
2015-05-25,39.769999999999996
2015-05-26,33.62
2015-05-27,30.749999999999996
2015-05-28,33.21
2015-05-29,33.21
2015-05-30,38.129999999999995
2015-05-31,40.18
2015-06-01,35.26
2015-06-02,34.83
2015-06-03,35.69
2015-06-04,34.83
2015-06-05,36.55
2015-06-06,40.85
2015-06-07,42.14
2015-06-08,34.83
2015-06-09,35.69
2015-06-10,33.97
2015-06-11,33.54
2015-06-12,35.26
2015-06-13,39.99
2015-06-14,40.42
2015-06-15,34.4
2015-06-16,34.83
2015-06-17,33.54
2015-06-18,32.25
2015-06-19,33.97
2015-06-20,37.839999999999996
2015-06-21,38.7
2015-06-22,36.55
2015-06-23,35.69
2015-06-24,35.26
2015-06-25,36.12
2015-06-26,35.26
2015-06-27,41.28
2015-06-28,43.0
2015-06-29,36.12
2015-06-30,35.69
2015-07-01,33.88
2015-07-02,34.32
2015-07-03,37.84
2015-07-04,40.92
2015-07-05,43.12
2015-07-06,36.96
2015-07-07,37.84
2015-07-08,37.84
2015-07-09,36.08
2015-07-10,35.64
2015-07-11,39.6
2015-07-12,41.8
2015-07-13,36.96
2015-07-14,39.160000000000004
2015-07-15,37.4
2015-07-16,36.96
2015-07-17,37.84
2015-07-18,41.36
2015-07-19,42.68
2015-07-20,38.28
2015-07-21,37.4
2015-07-22,36.08
2015-07-23,36.08
2015-07-24,35.64
2015-07-25,41.8
2015-07-26,44.0
2015-07-27,38.72
2015-07-28,37.4
2015-07-29,36.96
2015-07-30,35.64
2015-07-31,39.6
2015-08-01,43.65
2015-08-02,42.300000000000004
2015-08-03,37.800000000000004
2015-08-04,36.0
2015-08-05,35.1
2015-08-06,34.2
2015-08-07,34.2
2015-08-08,37.800000000000004
2015-08-09,38.25
2015-08-10,33.75
2015-08-11,32.4
2015-08-12,31.95
2015-08-13,31.95
2015-08-14,32.4
2015-08-15,39.6
2015-08-16,45.0
2015-08-17,36.45
2015-08-18,35.1
2015-08-19,34.2
2015-08-20,32.4
2015-08-21,32.4
2015-08-22,36.9
2015-08-23,37.800000000000004
2015-08-24,31.5
2015-08-25,30.150000000000002
2015-08-26,29.25
2015-08-27,29.7
2015-08-28,29.7
2015-08-29,36.0
2015-08-30,39.6
2015-08-31,30.150000000000002
2015-09-01,29.24
2015-09-02,29.24
2015-09-03,29.669999999999998
2015-09-04,33.54
2015-09-05,40.42
2015-09-06,43.0
2015-09-07,42.14
2015-09-08,31.82
2015-09-09,30.099999999999998
2015-09-10,30.099999999999998
2015-09-11,30.099999999999998
2015-09-12,37.839999999999996
2015-09-13,37.839999999999996
2015-09-14,30.96
2015-09-15,35.26
2015-09-16,34.83
2015-09-17,30.099999999999998
2015-09-18,32.25
2015-09-19,42.57
2015-09-20,41.28
2015-09-21,33.11
2015-09-22,33.11
2015-09-23,37.41
2015-09-24,35.26
2015-09-25,34.4
2015-09-26,41.28
2015-09-27,39.99
2015-09-28,33.11
2015-09-29,32.68
2015-09-30,32.25
2015-10-01,32.12
2015-10-02,31.68
2015-10-03,39.6
2015-10-04,44.0
2015-10-05,36.52
2015-10-06,34.32
2015-10-07,33.44
2015-10-08,33.0
2015-10-09,34.32
2015-10-10,41.36
2015-10-11,42.24
2015-10-12,34.32
2015-10-13,32.56
2015-10-14,31.24
2015-10-15,31.68
2015-10-16,32.56
2015-10-17,40.04
2015-10-18,41.36
2015-10-19,33.0
2015-10-20,33.0
2015-10-21,32.12
2015-10-22,31.68
2015-10-23,33.0
2015-10-24,38.72
2015-10-25,39.6
2015-10-26,33.0
2015-10-27,32.12
2015-10-28,31.24
2015-10-29,29.92
2015-10-30,32.56
2015-10-31,36.08
2015-11-01,39.059999999999995
2015-11-02,33.18
2015-11-03,31.919999999999998
2015-11-04,33.6
2015-11-05,32.76
2015-11-06,33.18
2015-11-07,39.9
2015-11-08,41.58
2015-11-09,33.6
2015-11-10,31.5
2015-11-11,34.44
2015-11-12,32.339999999999996
2015-11-13,32.339999999999996
2015-11-14,36.54
2015-11-15,38.22
2015-11-16,31.08
2015-11-17,29.82
2015-11-18,30.24
2015-11-19,30.24
2015-11-20,31.5
2015-11-21,36.12
2015-11-22,39.059999999999995
2015-11-23,33.18
2015-11-24,31.5
2015-11-25,33.18
2015-11-26,37.8
2015-11-27,41.58
2015-11-28,42.0
2015-11-29,41.58
2015-11-30,33.6
2015-12-01,27.900000000000002
2015-12-02,26.55
2015-12-03,26.1
2015-12-04,27.45
2015-12-05,33.75
2015-12-06,33.300000000000004
2015-12-07,27.45
2015-12-08,26.55
2015-12-09,26.55
2015-12-10,27.900000000000002
2015-12-11,27.900000000000002
2015-12-12,32.4
2015-12-13,33.75
2015-12-14,30.6
2015-12-15,29.25
2015-12-16,28.35
2015-12-17,29.25
2015-12-18,31.5
2015-12-19,35.550000000000004
2015-12-20,35.1
2015-12-21,32.85
2015-12-22,31.05
2015-12-23,31.05
2015-12-24,32.85
2015-12-25,42.300000000000004
2015-12-26,45.0
2015-12-27,40.95
2015-12-28,38.7
2015-12-29,36.45
2015-12-30,35.550000000000004
2015-12-31,34.65
2016-01-01,46.0
2016-01-02,45.54
2016-01-03,43.7
2016-01-04,35.88
2016-01-05,34.04
2016-01-06,34.5
2016-01-07,34.5
2016-01-08,33.58
2016-01-09,42.32
2016-01-10,41.86
2016-01-11,34.04
2016-01-12,33.120000000000005
2016-01-13,31.740000000000002
2016-01-14,29.900000000000002
2016-01-15,32.660000000000004
2016-01-16,40.940000000000005
2016-01-17,41.4
2016-01-18,38.18
2016-01-19,32.2
2016-01-20,31.28
2016-01-21,31.740000000000002
2016-01-22,30.82
2016-01-23,39.56
2016-01-24,39.56
2016-01-25,31.740000000000002
2016-01-26,30.82
2016-01-27,31.28
2016-01-28,30.82
2016-01-29,31.28
2016-01-30,39.56
2016-01-31,38.18
2016-02-01,29.04
2016-02-02,28.6
2016-02-03,29.04
2016-02-04,29.04
2016-02-05,29.48
2016-02-06,35.2
2016-02-07,35.2
2016-02-08,28.16
2016-02-09,29.48
2016-02-10,28.6
2016-02-11,28.6
2016-02-12,29.48
2016-02-13,35.2
2016-02-14,37.4
2016-02-15,35.64
2016-02-16,31.24
2016-02-17,29.92
2016-02-18,31.68
2016-02-19,31.24
2016-02-20,38.28
2016-02-21,41.8
2016-02-22,44.0
2016-02-23,31.68
2016-02-24,29.92
2016-02-25,29.92
2016-02-26,30.8
2016-02-27,35.2
2016-02-28,40.04
2016-02-29,29.92
2016-03-01,32.68
2016-03-02,32.25
2016-03-03,33.54
2016-03-04,33.54
2016-03-05,41.71
2016-03-06,41.71
2016-03-07,35.69
2016-03-08,33.54
2016-03-09,32.25
2016-03-10,32.68
2016-03-11,34.83
2016-03-12,39.56
2016-03-13,42.14
2016-03-14,35.26
2016-03-15,33.97
2016-03-16,32.68
2016-03-17,33.11
2016-03-18,33.54
2016-03-19,39.99
2016-03-20,43.0
2016-03-21,36.12
2016-03-22,34.4
2016-03-23,33.97
2016-03-24,34.4
2016-03-25,35.26
2016-03-26,39.56
2016-03-27,41.28
2016-03-28,35.69
2016-03-29,35.26
2016-03-30,33.11
2016-03-31,33.54
2016-04-01,36.12
2016-04-02,42.14
2016-04-03,41.71
2016-04-04,34.83
2016-04-05,34.4
2016-04-06,33.11
2016-04-07,33.97
2016-04-08,33.97
2016-04-09,39.13
2016-04-10,43.0
2016-04-11,34.83
2016-04-12,34.83
2016-04-13,34.4
2016-04-14,33.54
2016-04-15,33.54
2016-04-16,40.42
2016-04-17,41.71
2016-04-18,33.11
2016-04-19,34.4
2016-04-20,33.97
2016-04-21,32.68
2016-04-22,33.54
2016-04-23,39.13
2016-04-24,40.42
2016-04-25,35.69
2016-04-26,33.97
2016-04-27,33.54
2016-04-28,32.25
2016-04-29,33.11
2016-04-30,38.7
2016-05-01,39.56
2016-05-02,32.25
2016-05-03,31.39
2016-05-04,30.53
2016-05-05,29.669999999999998
2016-05-06,30.099999999999998
2016-05-07,33.97
2016-05-08,35.69
2016-05-09,31.39
2016-05-10,31.39
2016-05-11,32.25
2016-05-12,30.099999999999998
2016-05-13,31.82
2016-05-14,36.12
2016-05-15,40.42
2016-05-16,32.25
2016-05-17,31.39
2016-05-18,29.669999999999998
2016-05-19,30.099999999999998
2016-05-20,30.96
2016-05-21,36.55
2016-05-22,37.839999999999996
2016-05-23,31.82
2016-05-24,33.11
2016-05-25,32.68
2016-05-26,32.25
2016-05-27,36.12
2016-05-28,42.14
2016-05-29,43.0
2016-05-30,42.57
2016-05-31,34.4
2016-06-01,13.0
2016-06-02,13.0
2016-06-03,13.0
2016-06-04,14.56
2016-06-05,16.12
2016-06-06,13.52
2016-06-07,13.52
2016-06-08,13.0
2016-06-09,13.0
2016-06-10,13.52
2016-06-11,14.56
2016-06-12,16.12
2016-06-13,13.52
2016-06-14,14.040000000000001
2016-06-15,52.0
2016-06-16,31.200000000000003
2016-06-17,20.8
2016-06-18,20.28
2016-06-19,18.2
2016-06-20,15.08
2016-06-21,14.56
2016-06-22,14.040000000000001
2016-06-23,13.52
2016-06-24,13.52
2016-06-25,15.08
2016-06-26,15.600000000000001
2016-06-27,14.040000000000001
2016-06-28,13.0
2016-06-29,13.52
2016-06-30,13.0
2016-07-01,36.489999999999995
2016-07-02,39.769999999999996
2016-07-03,39.36
2016-07-04,41.0
2016-07-05,36.489999999999995
2016-07-06,36.9
2016-07-07,33.21
2016-07-08,33.62
2016-07-09,38.129999999999995
2016-07-10,39.36
2016-07-11,35.669999999999995
2016-07-12,34.85
2016-07-13,34.85
2016-07-14,33.62
2016-07-15,33.21
2016-07-16,38.129999999999995
2016-07-17,39.36
2016-07-18,36.9
2016-07-19,36.489999999999995
2016-07-20,33.62
2016-07-21,33.62
2016-07-22,34.03
2016-07-23,37.309999999999995
2016-07-24,40.589999999999996
2016-07-25,34.44
2016-07-26,32.8
2016-07-27,33.21
2016-07-28,32.39
2016-07-29,33.21
2016-07-30,37.309999999999995
2016-07-31,37.72
2016-08-01,32.76
2016-08-02,32.4
2016-08-03,30.959999999999997
2016-08-04,31.68
2016-08-05,29.88
2016-08-06,32.4
2016-08-07,33.839999999999996
2016-08-08,30.24
2016-08-09,30.959999999999997
2016-08-10,29.52
2016-08-11,30.959999999999997
2016-08-12,30.599999999999998
2016-08-13,34.199999999999996
2016-08-14,35.28
2016-08-15,30.24
2016-08-16,29.16
2016-08-17,28.799999999999997
2016-08-18,27.72
2016-08-19,28.439999999999998
2016-08-20,32.04
2016-08-21,34.56
2016-08-22,29.16
2016-08-23,29.16
2016-08-24,29.16
2016-08-25,28.439999999999998
2016-08-26,29.52
2016-08-27,34.199999999999996
2016-08-28,36.0
2016-08-29,29.88
2016-08-30,27.36
2016-08-31,28.439999999999998
2016-09-01,25.9
2016-09-02,27.75
2016-09-03,31.08
2016-09-04,34.41
2016-09-05,35.15
2016-09-06,26.27
2016-09-07,24.79
2016-09-08,25.9
2016-09-09,26.27
2016-09-10,31.45
2016-09-11,30.34
2016-09-12,25.9
2016-09-13,25.53
2016-09-14,25.9
2016-09-15,25.16
2016-09-16,26.64
2016-09-17,32.19
2016-09-18,32.56
2016-09-19,27.38
2016-09-20,27.38
2016-09-21,26.64
2016-09-22,28.86
2016-09-23,29.23
2016-09-24,34.41
2016-09-25,37.0
2016-09-26,28.86
2016-09-27,26.27
2016-09-28,28.49
2016-09-29,27.009999999999998
2016-09-30,27.75
2016-10-01,32.4
2016-10-02,34.800000000000004
2016-10-03,29.200000000000003
2016-10-04,28.0
2016-10-05,30.8
2016-10-06,40.0
2016-10-07,37.6
2016-10-08,36.800000000000004
2016-10-09,34.0
2016-10-10,29.200000000000003
2016-10-11,28.400000000000002
2016-10-12,27.200000000000003
2016-10-13,28.400000000000002
2016-10-14,27.6
2016-10-15,32.4
2016-10-16,33.6
2016-10-17,28.8
2016-10-18,28.0
2016-10-19,27.200000000000003
2016-10-20,25.200000000000003
2016-10-21,28.0
2016-10-22,32.800000000000004
2016-10-23,33.2
2016-10-24,27.6
2016-10-25,28.0
2016-10-26,27.6
2016-10-27,27.6
2016-10-28,28.0
2016-10-29,31.200000000000003
2016-10-30,34.0
2016-10-31,26.0
2016-11-01,22.23
2016-11-02,23.01
2016-11-03,22.62
2016-11-04,23.79
2016-11-05,28.080000000000002
2016-11-06,28.86
2016-11-07,24.18
2016-11-08,22.23
2016-11-09,15.600000000000001
2016-11-10,22.62
2016-11-11,25.740000000000002
2016-11-12,28.470000000000002
2016-11-13,30.810000000000002
2016-11-14,25.740000000000002
2016-11-15,25.35
2016-11-16,25.35
2016-11-17,26.52
2016-11-18,27.69
2016-11-19,30.810000000000002
2016-11-20,31.200000000000003
2016-11-21,27.69
2016-11-22,26.91
2016-11-23,27.3
2016-11-24,30.810000000000002
2016-11-25,36.27
2016-11-26,36.660000000000004
2016-11-27,39.0
2016-11-28,33.54
2016-11-29,30.42
2016-11-30,28.080000000000002
2016-12-01,29.93
2016-12-02,30.34
2016-12-03,34.85
2016-12-04,36.489999999999995
2016-12-05,31.979999999999997
2016-12-06,31.979999999999997
2016-12-07,29.52
2016-12-08,28.7
2016-12-09,29.11
2016-12-10,33.62
2016-12-11,35.669999999999995
2016-12-12,30.749999999999996
2016-12-13,29.11
2016-12-14,28.7
2016-12-15,27.88
2016-12-16,29.93
2016-12-17,34.85
2016-12-18,35.26
2016-12-19,32.39
2016-12-20,31.159999999999997
2016-12-21,30.34
2016-12-22,29.93
2016-12-23,31.979999999999997
2016-12-24,31.569999999999997
2016-12-25,39.769999999999996
2016-12-26,41.0
2016-12-27,37.72
2016-12-28,38.54
2016-12-29,36.9
2016-12-30,36.489999999999995
2016-12-31,38.54
2017-01-01,39.48
2017-01-02,40.32
2017-01-03,34.86
2017-01-04,34.44
2017-01-05,34.019999999999996
2017-01-06,33.6
2017-01-07,42.0
2017-01-08,41.58
2017-01-09,32.339999999999996
2017-01-10,32.339999999999996
2017-01-11,31.08
2017-01-12,31.08
2017-01-13,32.339999999999996
2017-01-14,37.379999999999995
2017-01-15,39.9
2017-01-16,36.12
2017-01-17,30.66
2017-01-18,29.4
2017-01-19,28.14
2017-01-20,27.3
2017-01-21,34.019999999999996
2017-01-22,35.28
2017-01-23,29.82
2017-01-24,28.56
2017-01-25,28.98
2017-01-26,27.72
2017-01-27,28.98
2017-01-28,35.28
2017-01-29,36.96
2017-01-30,28.98
2017-01-31,28.14
2017-02-01,28.0
2017-02-02,28.400000000000002
2017-02-03,29.200000000000003
2017-02-04,36.0
2017-02-05,35.6
2017-02-06,28.0
2017-02-07,29.200000000000003
2017-02-08,29.200000000000003
2017-02-09,30.8
2017-02-10,30.0
2017-02-11,35.6
2017-02-12,38.800000000000004
2017-02-13,29.6
2017-02-14,29.6
2017-02-15,28.8
2017-02-16,30.0
2017-02-17,30.8
2017-02-18,38.0
2017-02-19,39.6
2017-02-20,35.6
2017-02-21,31.6
2017-02-22,32.0
2017-02-23,31.200000000000003
2017-02-24,32.0
2017-02-25,37.6
2017-02-26,40.0
2017-02-27,31.200000000000003
2017-02-28,30.8
2017-03-01,30.36
2017-03-02,32.12
2017-03-03,33.44
2017-03-04,39.6
2017-03-05,43.12
2017-03-06,34.32
2017-03-07,32.56
2017-03-08,32.56
2017-03-09,30.8
2017-03-10,33.88
2017-03-11,40.04
2017-03-12,41.8
2017-03-13,34.76
2017-03-14,33.88
2017-03-15,35.2
2017-03-16,33.88
2017-03-17,35.2
2017-03-18,41.36
2017-03-19,44.0
2017-03-20,36.08
2017-03-21,33.0
2017-03-22,31.68
2017-03-23,33.0
2017-03-24,33.0
2017-03-25,39.6
2017-03-26,41.36
2017-03-27,34.32
2017-03-28,33.44
2017-03-29,31.24
2017-03-30,32.12
2017-03-31,32.56
2017-04-01,38.0
2017-04-02,40.0
2017-04-03,33.2
2017-04-04,32.4
2017-04-05,33.2
2017-04-06,33.6
2017-04-07,32.800000000000004
2017-04-08,38.800000000000004
2017-04-09,38.400000000000006
2017-04-10,32.800000000000004
2017-04-11,30.0
2017-04-12,30.0
2017-04-13,29.6
2017-04-14,32.4
2017-04-15,33.2
2017-04-16,35.6
2017-04-17,31.200000000000003
2017-04-18,33.2
2017-04-19,30.400000000000002
2017-04-20,29.6
2017-04-21,31.200000000000003
2017-04-22,35.6
2017-04-23,38.400000000000006
2017-04-24,36.0
2017-04-25,32.800000000000004
2017-04-26,32.0
2017-04-27,30.400000000000002
2017-04-28,30.0
2017-04-29,34.0
2017-04-30,38.0
2017-05-01,32.370000000000005
2017-05-02,30.810000000000002
2017-05-03,30.03
2017-05-04,31.59
2017-05-05,30.810000000000002
2017-05-06,34.32
2017-05-07,38.22
2017-05-08,32.76
2017-05-09,30.810000000000002
2017-05-10,31.59
2017-05-11,30.810000000000002
2017-05-12,31.98
2017-05-13,36.27
2017-05-14,37.44
2017-05-15,32.76
2017-05-16,30.42
2017-05-17,30.03
2017-05-18,29.25
2017-05-19,33.15
2017-05-20,35.49
2017-05-21,37.44
2017-05-22,31.59
2017-05-23,29.64
2017-05-24,30.03
2017-05-25,31.200000000000003
2017-05-26,32.370000000000005
2017-05-27,37.44
2017-05-28,37.83
2017-05-29,39.0
2017-05-30,32.370000000000005
2017-05-31,30.810000000000002
2017-06-01,31.59
2017-06-02,32.76
2017-06-03,35.49
2017-06-04,37.83
2017-06-05,32.370000000000005
2017-06-06,32.76
2017-06-07,33.93
2017-06-08,31.59
2017-06-09,31.98
2017-06-10,36.660000000000004
2017-06-11,38.61
2017-06-12,32.370000000000005
2017-06-13,32.370000000000005
2017-06-14,31.59
2017-06-15,31.59
2017-06-16,31.59
2017-06-17,35.49
2017-06-18,37.44
2017-06-19,32.76
2017-06-20,32.76
2017-06-21,32.76
2017-06-22,33.54
2017-06-23,32.76
2017-06-24,38.22
2017-06-25,39.0
2017-06-26,32.76
2017-06-27,33.15
2017-06-28,32.370000000000005
2017-06-29,32.76
2017-06-30,31.98
2017-07-01,29.52
