date,Adobe
2014-03-28,59.800000000000004
2014-03-29,47.45
2014-03-30,47.45
2014-03-31,54.6
2014-04-01,52.800000000000004
2014-04-02,57.42
2014-04-03,53.46
2014-04-04,50.82
2014-04-05,40.260000000000005
2014-04-06,40.260000000000005
2014-04-07,51.480000000000004
2014-04-08,58.080000000000005
2014-04-09,59.400000000000006
2014-04-10,59.400000000000006
2014-04-11,58.080000000000005
2014-04-12,46.86
2014-04-13,49.5
2014-04-14,58.080000000000005
2014-04-15,57.42
2014-04-16,55.440000000000005
2014-04-17,53.46
2014-04-18,50.82
2014-04-19,40.92
2014-04-20,40.260000000000005
2014-04-21,52.14
2014-04-22,53.46
2014-04-23,58.74
2014-04-24,52.800000000000004
2014-04-25,54.120000000000005
2014-04-26,40.260000000000005
2014-04-27,40.92
2014-04-28,54.120000000000005
2014-04-29,66.0
2014-04-30,60.06
2014-05-01,55.8
2014-05-02,54.56
2014-05-03,41.54
2014-05-04,42.78
2014-05-05,52.08
2014-05-06,57.66
2014-05-07,55.18
2014-05-08,59.519999999999996
2014-05-09,48.98
2014-05-10,41.54
2014-05-11,38.44
2014-05-12,52.08
2014-05-13,57.66
2014-05-14,57.66
2014-05-15,62.0
2014-05-16,53.32
2014-05-17,39.68
2014-05-18,40.3
2014-05-19,51.46
2014-05-20,56.42
2014-05-21,58.28
2014-05-22,52.08
2014-05-23,48.98
2014-05-24,37.2
2014-05-25,36.58
2014-05-26,42.16
2014-05-27,51.46
2014-05-28,52.08
2014-05-29,56.42
2014-05-30,48.98
2014-05-31,39.06
2014-06-01,39.69
2014-06-02,51.03
2014-06-03,54.81
2014-06-04,52.92
2014-06-05,52.29
2014-06-06,49.14
2014-06-07,38.43
2014-06-08,35.28
2014-06-09,52.29
2014-06-10,51.660000000000004
2014-06-11,55.44
2014-06-12,56.7
2014-06-13,52.29
2014-06-14,38.43
2014-06-15,38.43
2014-06-16,50.4
2014-06-17,55.44
2014-06-18,63.0
2014-06-19,61.11
2014-06-20,54.81
2014-06-21,40.95
2014-06-22,41.58
2014-06-23,51.660000000000004
2014-06-24,56.07
2014-06-25,58.59
2014-06-26,51.03
2014-06-27,52.29
2014-06-28,37.17
2014-06-29,39.06
2014-06-30,54.18
2014-07-01,53.94
2014-07-02,53.94
2014-07-03,52.7
2014-07-04,35.96
2014-07-05,33.48
2014-07-06,36.58
2014-07-07,52.7
2014-07-08,53.94
2014-07-09,62.0
2014-07-10,55.18
2014-07-11,51.46
2014-07-12,45.88
2014-07-13,40.92
2014-07-14,55.18
2014-07-15,57.66
2014-07-16,59.519999999999996
2014-07-17,57.04
2014-07-18,49.6
2014-07-19,39.68
2014-07-20,44.64
2014-07-21,55.8
2014-07-22,59.519999999999996
2014-07-23,55.18
2014-07-24,51.46
2014-07-25,53.94
2014-07-26,39.06
2014-07-27,39.06
2014-07-28,48.98
2014-07-29,55.18
2014-07-30,53.32
2014-07-31,54.56
2014-08-01,45.5
2014-08-02,36.4
2014-08-03,38.35
2014-08-04,47.45
2014-08-05,51.35
2014-08-06,55.25
2014-08-07,50.7
2014-08-08,46.15
2014-08-09,37.7
2014-08-10,38.35
2014-08-11,51.35
2014-08-12,52.0
2014-08-13,54.6
2014-08-14,54.6
2014-08-15,51.35
2014-08-16,39.65
2014-08-17,40.300000000000004
2014-08-18,54.6
2014-08-19,60.45
2014-08-20,58.5
2014-08-21,56.550000000000004
2014-08-22,55.9
2014-08-23,36.4
2014-08-24,44.85
2014-08-25,57.2
2014-08-26,65.0
2014-08-27,62.400000000000006
2014-08-28,61.75
2014-08-29,51.35
2014-08-30,39.65
2014-08-31,39.65
2014-09-01,44.89
2014-09-02,59.63
2014-09-03,64.99000000000001
2014-09-04,58.96
2014-09-05,59.63
2014-09-06,46.230000000000004
2014-09-07,47.57
2014-09-08,56.28
2014-09-09,61.64
2014-09-10,62.980000000000004
2014-09-11,59.63
2014-09-12,58.96
2014-09-13,42.88
2014-09-14,46.230000000000004
2014-09-15,56.95
2014-09-16,67.0
2014-09-17,58.96
2014-09-18,59.63
2014-09-19,56.28
2014-09-20,44.89
2014-09-21,44.220000000000006
2014-09-22,58.96
2014-09-23,55.61000000000001
2014-09-24,58.290000000000006
2014-09-25,61.64
2014-09-26,57.620000000000005
2014-09-27,42.21
2014-09-28,42.21
2014-09-29,58.290000000000006
2014-09-30,60.970000000000006
2014-10-01,56.28
2014-10-02,57.620000000000005
2014-10-03,50.92
2014-10-04,36.85
2014-10-05,36.85
2014-10-06,53.6
2014-10-07,55.61000000000001
2014-10-08,56.95
2014-10-09,54.27
2014-10-10,52.260000000000005
2014-10-11,36.18
2014-10-12,39.53
2014-10-13,54.27
2014-10-14,56.95
2014-10-15,53.6
2014-10-16,56.28
2014-10-17,56.28
2014-10-18,41.54
2014-10-19,42.21
2014-10-20,56.95
2014-10-21,54.27
2014-10-22,52.260000000000005
2014-10-23,52.260000000000005
2014-10-24,52.93
2014-10-25,57.620000000000005
2014-10-26,63.650000000000006
2014-10-27,67.0
2014-10-28,65.66000000000001
2014-10-29,65.66000000000001
2014-10-30,60.970000000000006
2014-10-31,52.260000000000005
2014-11-01,44.53
2014-11-02,45.14
2014-11-03,59.17
2014-11-04,61.0
2014-11-05,60.39
2014-11-06,56.73
2014-11-07,53.68
2014-11-08,42.089999999999996
2014-11-09,42.089999999999996
2014-11-10,53.68
2014-11-11,52.46
2014-11-12,56.12
2014-11-13,54.29
2014-11-14,49.41
2014-11-15,40.26
2014-11-16,40.26
2014-11-17,51.85
2014-11-18,53.68
2014-11-19,56.73
2014-11-20,51.85
2014-11-21,50.019999999999996
2014-11-22,43.31
2014-11-23,39.65
2014-11-24,47.58
2014-11-25,48.8
2014-11-26,51.85
2014-11-27,35.38
2014-11-28,35.38
2014-11-29,39.04
2014-11-30,39.65
2014-12-01,49.4
2014-12-02,48.1
2014-12-03,50.7
2014-12-04,50.050000000000004
2014-12-05,49.4
2014-12-06,35.1
2014-12-07,37.050000000000004
2014-12-08,43.550000000000004
2014-12-09,46.800000000000004
2014-12-10,53.300000000000004
2014-12-11,55.25
2014-12-12,64.35000000000001
2014-12-13,60.45
2014-12-14,59.800000000000004
2014-12-15,65.0
2014-12-16,65.0
2014-12-17,57.2
2014-12-18,58.5
2014-12-19,52.65
2014-12-20,40.300000000000004
2014-12-21,40.95
2014-12-22,48.75
2014-12-23,51.35
2014-12-24,42.9
2014-12-25,39.0
2014-12-26,42.9
2014-12-27,37.7
2014-12-28,35.75
2014-12-29,46.15
2014-12-30,48.75
2014-12-31,45.5
2015-01-01,35.910000000000004
2015-01-02,40.95
2015-01-03,42.21
2015-01-04,41.58
2015-01-05,51.03
2015-01-06,54.18
2015-01-07,55.44
2015-01-08,51.660000000000004
2015-01-09,49.77
2015-01-10,40.95
2015-01-11,38.43
2015-01-12,49.14
2015-01-13,55.44
2015-01-14,59.22
2015-01-15,56.07
2015-01-16,51.660000000000004
2015-01-17,39.69
2015-01-18,40.32
2015-01-19,51.660000000000004
2015-01-20,56.7
2015-01-21,54.81
2015-01-22,56.7
2015-01-23,52.29
2015-01-24,42.84
2015-01-25,40.95
2015-01-26,55.44
2015-01-27,52.92
2015-01-28,55.44
2015-01-29,63.0
2015-01-30,56.7
2015-01-31,42.84
2015-02-01,42.0
2015-02-02,49.8
2015-02-03,55.199999999999996
2015-02-04,55.199999999999996
2015-02-05,55.8
2015-02-06,60.0
2015-02-07,46.8
2015-02-08,41.4
2015-02-09,54.6
2015-02-10,54.0
2015-02-11,51.6
2015-02-12,55.8
2015-02-13,49.199999999999996
2015-02-14,37.8
2015-02-15,36.0
2015-02-16,44.4
2015-02-17,51.0
2015-02-18,52.199999999999996
2015-02-19,49.8
2015-02-20,46.199999999999996
2015-02-21,37.8
2015-02-22,38.4
2015-02-23,47.4
2015-02-24,50.4
2015-02-25,49.8
2015-02-26,52.199999999999996
2015-02-27,49.8
2015-02-28,39.0
2015-03-01,39.0
2015-03-02,47.4
2015-03-03,51.0
2015-03-04,52.199999999999996
2015-03-05,50.4
2015-03-06,48.6
2015-03-07,39.6
2015-03-08,37.8
2015-03-09,47.4
2015-03-10,52.199999999999996
2015-03-11,49.8
2015-03-12,51.6
2015-03-13,46.8
2015-03-14,38.4
2015-03-15,37.199999999999996
2015-03-16,52.8
2015-03-17,55.199999999999996
2015-03-18,50.4
2015-03-19,52.199999999999996
2015-03-20,51.0
2015-03-21,46.199999999999996
2015-03-22,51.6
2015-03-23,58.199999999999996
2015-03-24,60.0
2015-03-25,57.0
2015-03-26,58.199999999999996
2015-03-27,52.199999999999996
2015-03-28,39.6
2015-03-29,41.4
2015-03-30,55.8
2015-03-31,51.0
2015-04-01,49.879999999999995
2015-04-02,52.199999999999996
2015-04-03,48.72
2015-04-04,36.54
2015-04-05,33.059999999999995
2015-04-06,49.879999999999995
2015-04-07,51.04
2015-04-08,55.099999999999994
2015-04-09,55.67999999999999
2015-04-10,52.199999999999996
2015-04-11,37.12
2015-04-12,41.18
2015-04-13,52.199999999999996
2015-04-14,57.99999999999999
2015-04-15,55.67999999999999
2015-04-16,54.519999999999996
2015-04-17,49.3
2015-04-18,39.44
2015-04-19,34.8
2015-04-20,50.459999999999994
2015-04-21,56.26
2015-04-22,54.519999999999996
2015-04-23,55.67999999999999
2015-04-24,47.559999999999995
2015-04-25,35.96
2015-04-26,36.54
2015-04-27,48.13999999999999
2015-04-28,51.62
2015-04-29,51.62
2015-04-30,49.879999999999995
2015-05-01,42.660000000000004
2015-05-02,30.240000000000002
2015-05-03,34.02
2015-05-04,45.900000000000006
2015-05-05,45.900000000000006
2015-05-06,45.36
2015-05-07,47.52
2015-05-08,44.28
2015-05-09,31.32
2015-05-10,28.62
2015-05-11,45.36
2015-05-12,48.6
2015-05-13,48.6
2015-05-14,45.900000000000006
2015-05-15,43.2
2015-05-16,34.56
2015-05-17,35.1
2015-05-18,47.52
2015-05-19,48.6
2015-05-20,50.220000000000006
2015-05-21,47.52
2015-05-22,45.36
2015-05-23,30.240000000000002
2015-05-24,27.540000000000003
2015-05-25,34.56
2015-05-26,42.120000000000005
2015-05-27,51.300000000000004
2015-05-28,54.0
2015-05-29,51.84
2015-05-30,34.02
2015-05-31,35.64
2015-06-01,54.519999999999996
2015-06-02,57.419999999999995
2015-06-03,57.419999999999995
2015-06-04,53.94
2015-06-05,48.13999999999999
2015-06-06,36.54
2015-06-07,35.96
2015-06-08,50.459999999999994
2015-06-09,53.36
2015-06-10,57.419999999999995
2015-06-11,53.36
2015-06-12,48.13999999999999
2015-06-13,34.22
2015-06-14,34.8
2015-06-15,49.879999999999995
2015-06-16,57.99999999999999
2015-06-17,57.99999999999999
2015-06-18,55.67999999999999
2015-06-19,51.62
2015-06-20,37.699999999999996
2015-06-21,29.58
2015-06-22,48.72
2015-06-23,54.519999999999996
2015-06-24,57.419999999999995
2015-06-25,52.199999999999996
2015-06-26,47.559999999999995
2015-06-27,37.12
2015-06-28,35.379999999999995
2015-06-29,48.13999999999999
2015-06-30,56.26
2015-07-01,36.4
2015-07-02,33.599999999999994
2015-07-03,23.799999999999997
2015-07-04,20.299999999999997
2015-07-05,23.099999999999998
2015-07-06,28.7
2015-07-07,30.099999999999998
2015-07-08,36.4
2015-07-09,33.599999999999994
2015-07-10,30.099999999999998
2015-07-11,23.799999999999997
2015-07-12,24.5
2015-07-13,32.9
2015-07-14,70.0
2015-07-15,50.4
2015-07-16,40.599999999999994
2015-07-17,32.9
2015-07-18,26.599999999999998
2015-07-19,25.2
2015-07-20,31.499999999999996
2015-07-21,30.799999999999997
2015-07-22,30.799999999999997
2015-07-23,30.799999999999997
2015-07-24,26.599999999999998
2015-07-25,19.599999999999998
2015-07-26,20.299999999999997
2015-07-27,27.299999999999997
2015-07-28,29.4
2015-07-29,30.799999999999997
2015-07-30,28.7
2015-07-31,28.0
2015-08-01,35.4
2015-08-02,34.809999999999995
2015-08-03,47.79
2015-08-04,50.15
2015-08-05,49.559999999999995
2015-08-06,48.97
2015-08-07,47.79
2015-08-08,33.04
2015-08-09,34.809999999999995
2015-08-10,47.79
2015-08-11,53.099999999999994
2015-08-12,54.279999999999994
2015-08-13,56.64
2015-08-14,51.33
2015-08-15,36.58
2015-08-16,38.94
2015-08-17,51.33
2015-08-18,59.0
2015-08-19,51.919999999999995
2015-08-20,52.51
2015-08-21,50.15
2015-08-22,33.629999999999995
2015-08-23,37.76
2015-08-24,50.739999999999995
2015-08-25,53.69
2015-08-26,49.559999999999995
2015-08-27,53.69
2015-08-28,51.33
2015-08-29,37.169999999999995
2015-08-30,34.22
2015-08-31,49.559999999999995
2015-09-01,56.42999999999999
2015-09-02,56.42999999999999
2015-09-03,54.72
2015-09-04,48.449999999999996
2015-09-05,35.339999999999996
2015-09-06,35.91
2015-09-07,37.05
2015-09-08,53.58
2015-09-09,56.99999999999999
2015-09-10,55.85999999999999
2015-09-11,46.169999999999995
2015-09-12,33.629999999999995
2015-09-13,35.339999999999996
2015-09-14,53.01
2015-09-15,52.44
2015-09-16,51.87
2015-09-17,50.73
2015-09-18,46.739999999999995
2015-09-19,31.919999999999998
2015-09-20,31.919999999999998
2015-09-21,51.3
2015-09-22,53.58
2015-09-23,55.28999999999999
2015-09-24,53.01
2015-09-25,46.739999999999995
2015-09-26,35.339999999999996
2015-09-27,33.629999999999995
2015-09-28,49.019999999999996
2015-09-29,53.58
2015-09-30,51.87
2015-10-01,48.95
2015-10-02,52.800000000000004
2015-10-03,36.85
2015-10-04,36.300000000000004
2015-10-05,53.35
2015-10-06,55.00000000000001
2015-10-07,55.00000000000001
2015-10-08,52.25000000000001
2015-10-09,45.650000000000006
2015-10-10,32.45
2015-10-11,34.1
2015-10-12,46.75000000000001
2015-10-13,47.85
2015-10-14,53.900000000000006
2015-10-15,48.95
2015-10-16,47.300000000000004
2015-10-17,38.5
2015-10-18,35.2
2015-10-19,52.800000000000004
2015-10-20,53.900000000000006
2015-10-21,53.35
2015-10-22,55.00000000000001
2015-10-23,47.300000000000004
2015-10-24,37.400000000000006
2015-10-25,34.650000000000006
2015-10-26,45.1
2015-10-27,51.150000000000006
2015-10-28,47.85
2015-10-29,52.25000000000001
2015-10-30,44.550000000000004
2015-10-31,34.1
2015-11-01,34.84
2015-11-02,49.4
2015-11-03,49.4
2015-11-04,50.96
2015-11-05,48.36
2015-11-06,47.32
2015-11-07,35.88
2015-11-08,32.76
2015-11-09,46.28
2015-11-10,49.92
2015-11-11,45.760000000000005
2015-11-12,52.0
2015-11-13,45.760000000000005
2015-11-14,33.28
2015-11-15,34.84
2015-11-16,48.36
2015-11-17,49.92
2015-11-18,49.4
2015-11-19,46.800000000000004
2015-11-20,43.160000000000004
2015-11-21,31.200000000000003
2015-11-22,30.68
2015-11-23,43.160000000000004
2015-11-24,44.72
2015-11-25,40.04
2015-11-26,28.6
2015-11-27,31.200000000000003
2015-11-28,31.200000000000003
2015-11-29,34.84
2015-11-30,44.72
2015-12-01,47.53
2015-12-02,48.51
2015-12-03,42.63
2015-12-04,40.18
2015-12-05,31.36
2015-12-06,27.439999999999998
2015-12-07,41.16
2015-12-08,48.51
2015-12-09,48.51
2015-12-10,49.0
2015-12-11,42.63
2015-12-12,34.3
2015-12-13,29.89
2015-12-14,47.04
2015-12-15,45.08
2015-12-16,44.589999999999996
2015-12-17,46.06
2015-12-18,38.22
2015-12-19,29.4
2015-12-20,28.419999999999998
2015-12-21,40.67
2015-12-22,46.55
2015-12-23,34.79
2015-12-24,32.339999999999996
2015-12-25,28.419999999999998
2015-12-26,29.4
2015-12-27,35.28
2015-12-28,36.75
2015-12-29,45.08
2015-12-30,45.08
2015-12-31,35.769999999999996
2016-01-01,21.93
2016-01-02,26.23
2016-01-03,26.66
2016-01-04,36.98
2016-01-05,38.7
2016-01-06,38.269999999999996
2016-01-07,39.56
2016-01-08,37.41
2016-01-09,26.66
2016-01-10,24.509999999999998
2016-01-11,35.26
2016-01-12,38.7
2016-01-13,39.56
2016-01-14,40.42
2016-01-15,37.41
2016-01-16,25.8
2016-01-17,26.66
2016-01-18,33.97
2016-01-19,38.7
2016-01-20,40.42
2016-01-21,39.99
2016-01-22,36.12
2016-01-23,26.66
2016-01-24,29.24
2016-01-25,38.269999999999996
2016-01-26,39.56
2016-01-27,41.28
2016-01-28,43.0
2016-01-29,38.269999999999996
2016-01-30,27.52
2016-01-31,27.09
2016-02-01,38.72
2016-02-02,40.48
2016-02-03,43.12
2016-02-04,44.0
2016-02-05,37.84
2016-02-06,28.16
2016-02-07,28.6
2016-02-08,36.52
2016-02-09,44.0
2016-02-10,41.36
2016-02-11,40.04
2016-02-12,38.72
2016-02-13,26.84
2016-02-14,26.4
2016-02-15,36.96
2016-02-16,40.04
2016-02-17,42.68
2016-02-18,40.92
2016-02-19,36.52
2016-02-20,26.4
2016-02-21,27.28
2016-02-22,41.36
2016-02-23,40.92
2016-02-24,40.04
2016-02-25,40.92
2016-02-26,36.52
2016-02-27,26.4
2016-02-28,25.96
2016-02-29,35.64
2016-03-01,38.22
2016-03-02,37.379999999999995
2016-03-03,39.48
2016-03-04,35.699999999999996
2016-03-05,26.459999999999997
2016-03-06,27.3
2016-03-07,36.96
2016-03-08,39.059999999999995
2016-03-09,39.059999999999995
2016-03-10,41.16
2016-03-11,38.64
2016-03-12,27.72
2016-03-13,26.459999999999997
2016-03-14,38.22
2016-03-15,40.74
2016-03-16,38.22
2016-03-17,37.379999999999995
2016-03-18,36.96
2016-03-19,27.72
2016-03-20,26.04
2016-03-21,39.48
2016-03-22,41.16
2016-03-23,38.22
2016-03-24,40.74
2016-03-25,33.18
2016-03-26,26.459999999999997
2016-03-27,26.04
2016-03-28,39.059999999999995
2016-03-29,38.64
2016-03-30,42.0
2016-03-31,38.64
2016-04-01,30.24
2016-04-02,28.14
2016-04-03,23.52
2016-04-04,34.86
2016-04-05,36.96
2016-04-06,33.18
2016-04-07,34.44
2016-04-08,42.0
2016-04-09,35.28
2016-04-10,28.14
2016-04-11,37.379999999999995
2016-04-12,36.54
2016-04-13,35.28
2016-04-14,37.8
2016-04-15,31.08
2016-04-16,23.52
2016-04-17,23.939999999999998
2016-04-18,34.86
2016-04-19,35.699999999999996
2016-04-20,33.6
2016-04-21,33.18
2016-04-22,29.82
2016-04-23,21.0
2016-04-24,22.259999999999998
2016-04-25,32.76
2016-04-26,34.44
2016-04-27,35.28
2016-04-28,36.54
2016-04-29,32.339999999999996
2016-04-30,22.68
2016-05-01,24.189999999999998
2016-05-02,34.03
2016-05-03,35.669999999999995
2016-05-04,36.489999999999995
2016-05-05,36.08
2016-05-06,33.62
2016-05-07,20.91
2016-05-08,22.959999999999997
2016-05-09,35.669999999999995
2016-05-10,34.85
2016-05-11,39.36
2016-05-12,36.08
2016-05-13,33.21
2016-05-14,21.73
2016-05-15,26.24
2016-05-16,35.26
2016-05-17,35.669999999999995
2016-05-18,36.9
2016-05-19,41.0
2016-05-20,37.72
2016-05-21,27.47
2016-05-22,28.29
2016-05-23,38.129999999999995
2016-05-24,36.489999999999995
2016-05-25,39.769999999999996
2016-05-26,37.309999999999995
2016-05-27,31.569999999999997
2016-05-28,22.549999999999997
2016-05-29,20.5
2016-05-30,23.779999999999998
2016-05-31,35.26
2016-06-01,40.32
2016-06-02,38.64
2016-06-03,35.28
2016-06-04,25.619999999999997
2016-06-05,28.14
2016-06-06,31.919999999999998
2016-06-07,42.0
2016-06-08,34.019999999999996
2016-06-09,34.44
2016-06-10,34.019999999999996
2016-06-11,23.939999999999998
2016-06-12,20.16
2016-06-13,35.699999999999996
2016-06-14,38.64
2016-06-15,34.44
2016-06-16,34.019999999999996
2016-06-17,31.5
2016-06-18,23.099999999999998
2016-06-19,23.099999999999998
2016-06-20,33.18
2016-06-21,38.22
2016-06-22,42.0
2016-06-23,36.54
2016-06-24,34.86
2016-06-25,26.459999999999997
2016-06-26,26.04
2016-06-27,37.379999999999995
2016-06-28,38.64
2016-06-29,40.32
2016-06-30,38.64
2016-07-01,30.599999999999998
2016-07-02,22.68
2016-07-03,19.08
2016-07-04,21.599999999999998
2016-07-05,33.12
2016-07-06,33.839999999999996
2016-07-07,32.76
2016-07-08,29.52
2016-07-09,21.96
2016-07-10,21.24
2016-07-11,32.4
2016-07-12,34.56
2016-07-13,34.199999999999996
2016-07-14,33.839999999999996
2016-07-15,31.32
2016-07-16,20.16
2016-07-17,22.32
2016-07-18,33.12
2016-07-19,33.839999999999996
2016-07-20,36.0
2016-07-21,32.04
2016-07-22,30.959999999999997
2016-07-23,19.8
2016-07-24,21.96
2016-07-25,33.839999999999996
2016-07-26,36.0
2016-07-27,34.199999999999996
2016-07-28,33.48
2016-07-29,29.88
2016-07-30,23.04
2016-07-31,23.759999999999998
2016-08-01,34.800000000000004
2016-08-02,35.6
2016-08-03,35.2
2016-08-04,34.4
2016-08-05,34.0
2016-08-06,20.400000000000002
2016-08-07,22.0
2016-08-08,33.2
2016-08-09,37.2
2016-08-10,34.800000000000004
2016-08-11,36.800000000000004
2016-08-12,33.2
2016-08-13,21.200000000000003
2016-08-14,23.200000000000003
2016-08-15,33.2
2016-08-16,37.2
2016-08-17,35.2
2016-08-18,36.0
2016-08-19,34.800000000000004
2016-08-20,20.400000000000002
2016-08-21,22.400000000000002
2016-08-22,40.0
2016-08-23,39.6
2016-08-24,36.4
2016-08-25,39.2
2016-08-26,33.2
2016-08-27,22.8
2016-08-28,24.8
2016-08-29,36.4
2016-08-30,37.6
2016-08-31,37.2
2016-09-01,38.7
2016-09-02,34.4
2016-09-03,21.93
2016-09-04,21.5
2016-09-05,23.22
2016-09-06,39.13
2016-09-07,40.85
2016-09-08,39.99
2016-09-09,34.83
2016-09-10,22.36
2016-09-11,23.22
2016-09-12,35.69
2016-09-13,39.56
2016-09-14,38.269999999999996
2016-09-15,39.56
2016-09-16,33.97
2016-09-17,25.8
2016-09-18,27.95
2016-09-19,38.7
2016-09-20,39.99
2016-09-21,43.0
2016-09-22,41.71
2016-09-23,36.98
2016-09-24,27.09
2016-09-25,26.66
2016-09-26,39.13
2016-09-27,39.56
2016-09-28,40.85
2016-09-29,39.99
2016-09-30,33.97
2016-10-01,22.259999999999998
2016-10-02,22.259999999999998
2016-10-03,33.6
2016-10-04,35.28
2016-10-05,34.019999999999996
2016-10-06,31.919999999999998
2016-10-07,28.14
2016-10-08,19.74
2016-10-09,22.259999999999998
2016-10-10,30.66
2016-10-11,32.339999999999996
2016-10-12,36.96
2016-10-13,35.28
2016-10-14,34.44
2016-10-15,21.84
2016-10-16,23.099999999999998
2016-10-17,34.44
2016-10-18,38.22
2016-10-19,35.699999999999996
2016-10-20,35.699999999999996
2016-10-21,32.76
2016-10-22,20.58
2016-10-23,22.68
2016-10-24,34.44
2016-10-25,37.8
2016-10-26,42.0
2016-10-27,39.48
2016-10-28,34.44
2016-10-29,23.52
2016-10-30,25.2
2016-10-31,37.379999999999995
2016-11-01,40.74
2016-11-02,42.0
2016-11-03,39.9
2016-11-04,39.9
2016-11-05,25.619999999999997
2016-11-06,24.36
2016-11-07,39.059999999999995
2016-11-08,35.28
2016-11-09,26.88
2016-11-10,37.8
2016-11-11,32.76
2016-11-12,25.619999999999997
2016-11-13,25.2
2016-11-14,35.699999999999996
2016-11-15,39.9
2016-11-16,38.22
2016-11-17,36.96
2016-11-18,36.12
2016-11-19,24.779999999999998
2016-11-20,24.36
2016-11-21,36.96
2016-11-22,36.96
2016-11-23,29.4
2016-11-24,18.9
2016-11-25,21.84
2016-11-26,23.52
2016-11-27,24.779999999999998
2016-11-28,35.699999999999996
2016-11-29,37.8
2016-11-30,38.22
2016-12-01,39.0
2016-12-02,35.1
2016-12-03,25.740000000000002
2016-12-04,23.400000000000002
2016-12-05,34.32
2016-12-06,37.83
2016-12-07,36.27
2016-12-08,37.050000000000004
2016-12-09,35.88
2016-12-10,23.01
2016-12-11,23.01
2016-12-12,33.93
2016-12-13,35.49
2016-12-14,34.71
2016-12-15,32.76
2016-12-16,31.98
2016-12-17,21.84
2016-12-18,23.79
2016-12-19,35.88
2016-12-20,32.76
2016-12-21,33.54
2016-12-22,32.370000000000005
2016-12-23,24.96
2016-12-24,19.11
2016-12-25,20.28
2016-12-26,22.62
2016-12-27,28.080000000000002
2016-12-28,26.91
2016-12-29,25.35
2016-12-30,24.18
2016-12-31,21.84
2017-01-01,18.92
2017-01-02,25.52
2017-01-03,35.2
2017-01-04,37.84
2017-01-05,39.160000000000004
2017-01-06,35.64
2017-01-07,24.64
2017-01-08,24.64
2017-01-09,37.4
2017-01-10,40.92
2017-01-11,43.56
2017-01-12,41.36
2017-01-13,41.8
2017-01-14,25.52
2017-01-15,23.76
2017-01-16,33.88
2017-01-17,37.84
2017-01-18,41.8
2017-01-19,42.68
2017-01-20,36.96
2017-01-21,26.84
2017-01-22,26.4
2017-01-23,39.160000000000004
2017-01-24,41.8
2017-01-25,44.0
2017-01-26,40.92
2017-01-27,39.160000000000004
2017-01-28,24.64
2017-01-29,24.64
2017-01-30,40.48
2017-01-31,41.8
2017-02-01,41.4
2017-02-02,37.800000000000004
2017-02-03,37.800000000000004
2017-02-04,26.1
2017-02-05,23.85
2017-02-06,35.1
2017-02-07,42.75
2017-02-08,41.4
2017-02-09,40.050000000000004
2017-02-10,35.1
2017-02-11,25.650000000000002
2017-02-12,25.2
2017-02-13,37.35
2017-02-14,39.15
2017-02-15,40.95
2017-02-16,40.5
2017-02-17,36.45
2017-02-18,25.650000000000002
2017-02-19,24.75
2017-02-20,35.1
2017-02-21,39.6
2017-02-22,41.4
2017-02-23,41.85
2017-02-24,38.7
2017-02-25,25.2
2017-02-26,25.650000000000002
2017-02-27,40.95
2017-02-28,45.0
2017-03-01,45.12
2017-03-02,48.0
2017-03-03,44.16
2017-03-04,30.72
2017-03-05,30.72
2017-03-06,42.239999999999995
2017-03-07,45.12
2017-03-08,44.64
2017-03-09,47.519999999999996
2017-03-10,41.76
2017-03-11,28.799999999999997
2017-03-12,30.24
2017-03-13,42.239999999999995
2017-03-14,47.04
2017-03-15,46.08
2017-03-16,46.08
2017-03-17,41.76
2017-03-18,27.36
2017-03-19,28.32
2017-03-20,43.68
2017-03-21,48.0
2017-03-22,47.519999999999996
2017-03-23,45.12
2017-03-24,39.839999999999996
2017-03-25,28.32
2017-03-26,29.759999999999998
2017-03-27,44.16
2017-03-28,44.64
2017-03-29,44.16
2017-03-30,47.04
2017-03-31,43.68
2017-04-01,25.3
2017-04-02,27.6
2017-04-03,40.02
2017-04-04,44.620000000000005
2017-04-05,46.0
2017-04-06,41.4
2017-04-07,38.18
2017-04-08,28.060000000000002
2017-04-09,28.52
2017-04-10,40.02
2017-04-11,42.78
2017-04-12,42.32
2017-04-13,44.160000000000004
2017-04-14,34.96
2017-04-15,25.3
2017-04-16,24.84
2017-04-17,39.56
2017-04-18,42.78
2017-04-19,44.620000000000005
2017-04-20,43.7
2017-04-21,39.1
2017-04-22,26.68
2017-04-23,27.6
2017-04-24,40.02
2017-04-25,44.620000000000005
2017-04-26,43.24
2017-04-27,42.32
2017-04-28,37.260000000000005
2017-04-29,25.76
2017-04-30,28.060000000000002
2017-05-01,38.72
2017-05-02,39.6
2017-05-03,44.0
2017-05-04,40.48
2017-05-05,33.88
2017-05-06,25.52
2017-05-07,24.2
2017-05-08,37.84
2017-05-09,40.04
2017-05-10,39.6
2017-05-11,39.160000000000004
2017-05-12,36.08
2017-05-13,25.96
2017-05-14,24.2
2017-05-15,39.160000000000004
2017-05-16,38.72
2017-05-17,38.28
2017-05-18,33.0
2017-05-19,33.0
2017-05-20,21.12
2017-05-21,21.12
2017-05-22,34.76
2017-05-23,37.4
2017-05-24,37.4
2017-05-25,35.2
2017-05-26,31.24
2017-05-27,18.92
2017-05-28,19.36
2017-05-29,21.56
2017-05-30,35.2
