date,Pfizer
2012-12-11,32.76
2012-12-12,30.42
2012-12-13,35.49
2012-12-14,33.93
2012-12-15,12.48
2012-12-16,17.94
2012-12-17,30.42
2012-12-18,36.27
2012-12-19,36.27
2012-12-20,27.3
2012-12-21,28.080000000000002
2012-12-22,18.330000000000002
2012-12-23,11.700000000000001
2012-12-24,13.65
2012-12-25,12.870000000000001
2012-12-26,14.82
2012-12-27,30.03
2012-12-28,24.57
2012-12-29,19.89
2012-12-30,9.36
2012-12-31,17.94
2013-01-01,12.75
2013-01-02,33.660000000000004
2013-01-03,24.990000000000002
2013-01-04,29.580000000000002
2013-01-05,19.89
2013-01-06,16.830000000000002
2013-01-07,20.4
2013-01-08,24.48
2013-01-09,34.68
2013-01-10,35.19
2013-01-11,23.46
2013-01-12,17.85
2013-01-13,13.26
2013-01-14,36.21
2013-01-15,27.54
2013-01-16,39.78
2013-01-17,39.27
2013-01-18,31.62
2013-01-19,10.71
2013-01-20,14.790000000000001
2013-01-21,24.48
2013-01-22,28.05
2013-01-23,25.5
2013-01-24,41.31
2013-01-25,24.990000000000002
2013-01-26,20.91
2013-01-27,28.560000000000002
2013-01-28,35.19
2013-01-29,43.86
2013-01-30,51.0
2013-01-31,40.29
2013-02-01,49.0
2013-02-02,24.99
2013-02-03,14.7
2013-02-04,42.63
2013-02-05,38.71
2013-02-06,35.28
2013-02-07,39.69
2013-02-08,30.87
2013-02-09,21.56
2013-02-10,16.66
2013-02-11,29.89
2013-02-12,32.339999999999996
2013-02-13,42.63
2013-02-14,35.28
2013-02-15,32.339999999999996
2013-02-16,18.13
2013-02-17,22.05
2013-02-18,28.91
2013-02-19,35.769999999999996
2013-02-20,47.53
2013-02-21,43.12
2013-02-22,31.849999999999998
2013-02-23,17.15
2013-02-24,9.8
2013-02-25,31.849999999999998
2013-02-26,38.22
2013-02-27,32.83
2013-02-28,33.32
2013-03-01,37.839999999999996
2013-03-02,16.77
2013-03-03,22.79
2013-03-04,33.97
2013-03-05,40.42
2013-03-06,30.099999999999998
2013-03-07,37.41
2013-03-08,35.26
2013-03-09,20.21
2013-03-10,17.2
2013-03-11,41.28
2013-03-12,38.269999999999996
2013-03-13,40.42
2013-03-14,34.83
2013-03-15,43.0
2013-03-16,20.64
2013-03-17,25.37
2013-03-18,31.82
2013-03-19,36.12
2013-03-20,33.54
2013-03-21,36.98
2013-03-22,41.71
2013-03-23,18.49
2013-03-24,25.37
2013-03-25,33.54
2013-03-26,40.42
2013-03-27,36.98
2013-03-28,42.57
2013-03-29,33.54
2013-03-30,20.64
2013-03-31,17.63
2013-04-01,34.309999999999995
2013-04-02,37.599999999999994
2013-04-03,32.9
2013-04-04,36.19
2013-04-05,32.9
2013-04-06,22.09
2013-04-07,16.45
2013-04-08,34.78
2013-04-09,31.49
2013-04-10,38.54
2013-04-11,47.0
2013-04-12,32.43
2013-04-13,17.39
2013-04-14,22.56
2013-04-15,35.25
2013-04-16,34.309999999999995
2013-04-17,37.599999999999994
2013-04-18,36.19
2013-04-19,34.309999999999995
2013-04-20,23.97
2013-04-21,20.209999999999997
2013-04-22,33.839999999999996
2013-04-23,39.48
2013-04-24,39.01
2013-04-25,36.66
2013-04-26,39.949999999999996
2013-04-27,16.919999999999998
2013-04-28,16.45
2013-04-29,38.07
2013-04-30,36.66
2013-05-01,26.95
2013-05-02,23.03
2013-05-03,24.99
2013-05-04,10.78
2013-05-05,9.31
2013-05-06,49.0
2013-05-07,36.75
2013-05-08,29.89
2013-05-09,19.6
2013-05-10,22.05
2013-05-11,12.25
2013-05-12,10.29
2013-05-13,26.46
2013-05-14,27.93
2013-05-15,25.48
2013-05-16,24.009999999999998
2013-05-17,21.07
2013-05-18,10.78
2013-05-19,9.8
2013-05-20,26.46
2013-05-21,18.62
2013-05-22,21.56
2013-05-23,20.58
2013-05-24,22.54
2013-05-25,11.76
2013-05-26,8.82
2013-05-27,13.23
2013-05-28,19.11
2013-05-29,23.52
2013-05-30,28.91
2013-05-31,20.58
2013-06-01,15.9
2013-06-02,23.32
2013-06-03,46.64
2013-06-04,50.88
2013-06-05,50.88
2013-06-06,39.22
2013-06-07,39.22
2013-06-08,26.5
2013-06-09,19.61
2013-06-10,36.04
