date,Chevron
2016-01-18,55.44
2016-01-19,50.4
2016-01-20,56.07
2016-01-21,50.4
2016-01-22,44.73
2016-01-23,40.32
2016-01-24,39.69
2016-01-25,44.1
2016-01-26,47.88
2016-01-27,42.84
2016-01-28,41.58
2016-01-29,50.4
2016-01-30,46.62
2016-01-31,40.95
2016-02-01,61.0
2016-02-02,59.17
2016-02-03,54.9
2016-02-04,54.9
2016-02-05,53.68
2016-02-06,50.019999999999996
2016-02-07,46.36
2016-02-08,51.85
2016-02-09,56.12
2016-02-10,49.41
2016-02-11,56.12
2016-02-12,54.29
2016-02-13,53.07
2016-02-14,49.41
2016-02-15,53.07
2016-02-16,51.24
2016-02-17,54.9
2016-02-18,54.29
2016-02-19,53.07
2016-02-20,49.41
2016-02-21,48.8
2016-02-22,56.12
2016-02-23,51.85
2016-02-24,57.339999999999996
2016-02-25,59.17
2016-02-26,56.73
2016-02-27,50.629999999999995
2016-02-28,44.53
2016-02-29,53.68
2016-03-01,45.82
2016-03-02,42.919999999999995
2016-03-03,47.559999999999995
2016-03-04,45.239999999999995
2016-03-05,46.98
2016-03-06,38.86
2016-03-07,51.62
2016-03-08,43.5
2016-03-09,57.99999999999999
2016-03-10,47.559999999999995
2016-03-11,51.62
2016-03-12,46.98
2016-03-13,43.5
2016-03-14,48.13999999999999
2016-03-15,48.72
2016-03-16,45.239999999999995
2016-03-17,46.4
2016-03-18,53.94
2016-03-19,46.4
2016-03-20,40.019999999999996
2016-03-21,44.08
2016-03-22,42.339999999999996
2016-03-23,40.599999999999994
2016-03-24,45.82
2016-03-25,40.019999999999996
2016-03-26,35.96
2016-03-27,41.18
2016-03-28,41.18
2016-03-29,47.559999999999995
2016-03-30,43.5
2016-03-31,45.239999999999995
2016-04-01,57.99999999999999
2016-04-02,39.44
2016-04-03,35.379999999999995
2016-04-04,46.98
2016-04-05,44.66
2016-04-06,51.04
2016-04-07,38.279999999999994
2016-04-08,52.779999999999994
2016-04-09,44.08
2016-04-10,44.66
2016-04-11,41.18
2016-04-12,48.72
2016-04-13,45.239999999999995
2016-04-14,44.08
2016-04-15,41.18
2016-04-16,42.919999999999995
2016-04-17,42.919999999999995
2016-04-18,45.82
2016-04-19,47.559999999999995
2016-04-20,41.18
2016-04-21,42.339999999999996
2016-04-22,42.919999999999995
2016-04-23,34.8
2016-04-24,40.599999999999994
2016-04-25,36.54
2016-04-26,48.13999999999999
2016-04-27,46.4
2016-04-28,46.98
2016-04-29,42.339999999999996
2016-04-30,40.019999999999996
2016-05-01,43.68000000000001
2016-05-02,48.720000000000006
2016-05-03,49.84
2016-05-04,48.720000000000006
2016-05-05,52.64000000000001
2016-05-06,52.080000000000005
2016-05-07,43.120000000000005
2016-05-08,37.52
2016-05-09,45.92
2016-05-10,52.080000000000005
2016-05-11,56.00000000000001
2016-05-12,50.400000000000006
2016-05-13,53.2
2016-05-14,52.64000000000001
2016-05-15,45.92
2016-05-16,45.92
2016-05-17,47.040000000000006
2016-05-18,48.720000000000006
2016-05-19,45.92
2016-05-20,52.080000000000005
2016-05-21,43.68000000000001
2016-05-22,44.800000000000004
2016-05-23,47.6
2016-05-24,50.96000000000001
2016-05-25,50.400000000000006
2016-05-26,48.160000000000004
2016-05-27,53.760000000000005
2016-05-28,37.52
2016-05-29,42.56
2016-05-30,44.800000000000004
2016-05-31,44.800000000000004
2016-06-01,51.3
2016-06-02,49.019999999999996
2016-06-03,46.739999999999995
2016-06-04,46.169999999999995
2016-06-05,43.31999999999999
2016-06-06,52.44
2016-06-07,47.879999999999995
2016-06-08,51.3
2016-06-09,49.589999999999996
2016-06-10,47.879999999999995
2016-06-11,42.74999999999999
2016-06-12,39.33
2016-06-13,45.029999999999994
2016-06-14,49.589999999999996
2016-06-15,47.309999999999995
2016-06-16,47.309999999999995
2016-06-17,52.44
2016-06-18,41.04
2016-06-19,41.04
2016-06-20,50.73
2016-06-21,45.599999999999994
2016-06-22,50.16
2016-06-23,50.73
2016-06-24,54.15
2016-06-25,41.61
2016-06-26,39.9
2016-06-27,49.589999999999996
2016-06-28,56.99999999999999
2016-06-29,46.739999999999995
2016-06-30,42.74999999999999
2016-07-01,54.0
2016-07-02,50.4
2016-07-03,48.0
2016-07-04,49.199999999999996
2016-07-05,48.6
2016-07-06,60.0
2016-07-07,52.8
2016-07-08,53.4
2016-07-09,43.199999999999996
2016-07-10,47.4
2016-07-11,54.0
2016-07-12,54.6
2016-07-13,51.0
2016-07-14,52.8
2016-07-15,50.4
2016-07-16,45.0
2016-07-17,43.8
2016-07-18,48.0
2016-07-19,51.6
2016-07-20,39.6
2016-07-21,51.6
2016-07-22,51.0
2016-07-23,42.6
2016-07-24,45.0
2016-07-25,48.6
2016-07-26,54.6
2016-07-27,57.0
2016-07-28,48.6
2016-07-29,60.0
2016-07-30,49.199999999999996
2016-07-31,44.4
2016-08-01,54.72
2016-08-02,50.73
2016-08-03,47.309999999999995
2016-08-04,56.99999999999999
2016-08-05,51.3
2016-08-06,42.74999999999999
2016-08-07,41.04
2016-08-08,54.15
2016-08-09,56.99999999999999
2016-08-10,45.029999999999994
2016-08-11,45.599999999999994
2016-08-12,46.739999999999995
2016-08-13,45.029999999999994
2016-08-14,42.74999999999999
2016-08-15,54.15
2016-08-16,51.87
2016-08-17,46.169999999999995
2016-08-18,46.739999999999995
2016-08-19,50.16
2016-08-20,42.74999999999999
2016-08-21,43.88999999999999
2016-08-22,46.169999999999995
2016-08-23,50.16
2016-08-24,45.029999999999994
2016-08-25,44.459999999999994
2016-08-26,45.599999999999994
2016-08-27,43.88999999999999
2016-08-28,44.459999999999994
2016-08-29,48.449999999999996
2016-08-30,46.169999999999995
2016-08-31,48.449999999999996
2016-09-01,45.760000000000005
2016-09-02,46.28
2016-09-03,45.24
2016-09-04,42.120000000000005
2016-09-05,39.0
2016-09-06,48.36
2016-09-07,46.800000000000004
2016-09-08,45.760000000000005
2016-09-09,39.0
2016-09-10,41.6
2016-09-11,37.44
2016-09-12,44.2
2016-09-13,47.84
2016-09-14,52.0
2016-09-15,41.6
2016-09-16,43.68
2016-09-17,41.08
2016-09-18,39.52
2016-09-19,43.160000000000004
2016-09-20,42.64
2016-09-21,46.800000000000004
2016-09-22,43.68
2016-09-23,49.92
2016-09-24,46.28
2016-09-25,39.52
2016-09-26,44.72
2016-09-27,43.68
2016-09-28,48.36
2016-09-29,37.44
2016-09-30,48.36
2016-10-01,30.24
2016-10-02,34.56
2016-10-03,42.72
2016-10-04,39.36
2016-10-05,46.08
2016-10-06,39.36
2016-10-07,40.8
2016-10-08,42.239999999999995
2016-10-09,43.68
2016-10-10,43.199999999999996
2016-10-11,41.76
2016-10-12,42.239999999999995
2016-10-13,43.199999999999996
2016-10-14,48.0
2016-10-15,35.519999999999996
2016-10-16,34.56
2016-10-17,43.68
2016-10-18,44.64
2016-10-19,41.28
2016-10-20,38.879999999999995
2016-10-21,38.879999999999995
2016-10-22,33.12
2016-10-23,34.08
2016-10-24,38.4
2016-10-25,46.559999999999995
2016-10-26,36.48
2016-10-27,36.48
2016-10-28,43.199999999999996
2016-10-29,36.48
2016-10-30,35.519999999999996
2016-10-31,37.92
2016-11-01,43.12
2016-11-02,44.589999999999996
2016-11-03,42.14
2016-11-04,45.57
2016-11-05,35.28
2016-11-06,36.26
2016-11-07,43.61
2016-11-08,42.63
2016-11-09,29.89
2016-11-10,42.63
2016-11-11,49.0
2016-11-12,37.24
2016-11-13,34.79
2016-11-14,42.14
2016-11-15,41.16
2016-11-16,44.589999999999996
2016-11-17,46.06
2016-11-18,43.12
2016-11-19,41.16
2016-11-20,35.769999999999996
2016-11-21,39.69
2016-11-22,47.04
2016-11-23,43.61
2016-11-24,40.67
2016-11-25,41.65
2016-11-26,38.22
2016-11-27,39.69
2016-11-28,44.1
2016-11-29,45.08
2016-11-30,44.589999999999996
2016-12-01,39.48
2016-12-02,35.25
2016-12-03,36.19
2016-12-04,36.19
2016-12-05,39.949999999999996
2016-12-06,38.07
2016-12-07,34.78
2016-12-08,37.599999999999994
2016-12-09,38.07
2016-12-10,34.78
2016-12-11,35.72
2016-12-12,38.54
2016-12-13,47.0
2016-12-14,39.949999999999996
2016-12-15,36.19
2016-12-16,37.599999999999994
2016-12-17,37.129999999999995
2016-12-18,29.139999999999997
2016-12-19,37.129999999999995
2016-12-20,41.36
2016-12-21,41.36
2016-12-22,33.37
2016-12-23,37.599999999999994
2016-12-24,29.139999999999997
2016-12-25,45.12
2016-12-26,38.54
2016-12-27,39.949999999999996
2016-12-28,40.89
2016-12-29,38.07
2016-12-30,42.769999999999996
2016-12-31,34.78
2017-01-01,26.88
2017-01-02,34.08
2017-01-03,34.08
2017-01-04,35.04
2017-01-05,36.0
2017-01-06,32.16
2017-01-07,33.6
2017-01-08,33.12
2017-01-09,31.68
2017-01-10,33.6
2017-01-11,30.24
2017-01-12,36.48
2017-01-13,35.519999999999996
2017-01-14,40.8
2017-01-15,48.0
2017-01-16,34.08
2017-01-17,36.0
2017-01-18,35.04
2017-01-19,35.04
2017-01-20,32.64
2017-01-21,31.68
2017-01-22,26.88
2017-01-23,35.519999999999996
2017-01-24,34.56
2017-01-25,36.0
2017-01-26,35.04
2017-01-27,37.44
2017-01-28,33.6
2017-01-29,33.12
2017-01-30,37.44
2017-01-31,36.96
2017-02-01,46.0
2017-02-02,39.56
2017-02-03,40.02
2017-02-04,35.42
2017-02-05,32.660000000000004
2017-02-06,30.360000000000003
2017-02-07,33.120000000000005
2017-02-08,34.04
2017-02-09,33.120000000000005
2017-02-10,39.1
2017-02-11,34.96
2017-02-12,29.44
2017-02-13,33.58
2017-02-14,35.88
2017-02-15,36.34
2017-02-16,35.88
2017-02-17,36.34
2017-02-18,31.740000000000002
2017-02-19,29.900000000000002
2017-02-20,32.2
2017-02-21,31.28
2017-02-22,31.28
2017-02-23,31.740000000000002
2017-02-24,39.1
2017-02-25,34.5
2017-02-26,30.82
2017-02-27,32.2
2017-02-28,33.120000000000005
2017-03-01,40.8
2017-03-02,39.839999999999996
2017-03-03,43.68
2017-03-04,38.4
2017-03-05,38.4
2017-03-06,41.28
2017-03-07,42.239999999999995
2017-03-08,42.239999999999995
2017-03-09,38.879999999999995
2017-03-10,42.239999999999995
2017-03-11,36.96
2017-03-12,36.96
2017-03-13,36.96
2017-03-14,35.04
2017-03-15,39.36
2017-03-16,43.199999999999996
2017-03-17,37.92
2017-03-18,34.08
2017-03-19,38.879999999999995
2017-03-20,42.72
2017-03-21,48.0
2017-03-22,38.4
2017-03-23,44.64
2017-03-24,44.16
2017-03-25,35.519999999999996
2017-03-26,37.92
2017-03-27,38.879999999999995
2017-03-28,40.8
2017-03-29,40.32
2017-03-30,40.8
2017-03-31,38.879999999999995
2017-04-01,39.1
2017-04-02,39.56
2017-04-03,40.02
2017-04-04,43.24
2017-04-05,36.800000000000004
2017-04-06,42.32
2017-04-07,40.02
2017-04-08,42.32
2017-04-09,40.940000000000005
2017-04-10,42.32
2017-04-11,43.24
2017-04-12,39.1
2017-04-13,41.4
2017-04-14,41.4
2017-04-15,34.96
2017-04-16,35.88
2017-04-17,41.86
2017-04-18,36.800000000000004
2017-04-19,44.160000000000004
2017-04-20,38.64
2017-04-21,40.480000000000004
2017-04-22,32.660000000000004
2017-04-23,34.96
2017-04-24,43.24
2017-04-25,41.4
2017-04-26,37.72
2017-04-27,39.1
2017-04-28,46.0
2017-04-29,42.78
2017-04-30,35.42
2017-05-01,43.7
2017-05-02,45.54
2017-05-03,40.480000000000004
2017-05-04,45.080000000000005
2017-05-05,41.4
2017-05-06,33.58
2017-05-07,39.56
2017-05-08,43.24
2017-05-09,35.88
2017-05-10,38.64
2017-05-11,43.7
2017-05-12,40.480000000000004
2017-05-13,35.42
2017-05-14,38.64
2017-05-15,44.160000000000004
2017-05-16,40.480000000000004
2017-05-17,37.72
2017-05-18,42.32
2017-05-19,43.24
2017-05-20,36.34
2017-05-21,36.34
2017-05-22,36.34
2017-05-23,37.72
2017-05-24,34.96
2017-05-25,41.86
2017-05-26,41.86
2017-05-27,37.72
2017-05-28,39.56
2017-05-29,40.02
2017-05-30,39.1
2017-05-31,46.0
2017-06-01,43.61
2017-06-02,38.71
2017-06-03,33.32
2017-06-04,37.73
2017-06-05,45.57
2017-06-06,39.2
2017-06-07,43.12
2017-06-08,49.0
2017-06-09,44.589999999999996
2017-06-10,36.75
2017-06-11,34.79
2017-06-12,40.18
2017-06-13,41.65
2017-06-14,40.18
2017-06-15,42.14
2017-06-16,44.589999999999996
2017-06-17,38.71
2017-06-18,32.339999999999996
2017-06-19,41.16
2017-06-20,40.67
2017-06-21,38.22
2017-06-22,36.75
2017-06-23,39.2
2017-06-24,38.71
2017-06-25,33.32
2017-06-26,43.61
2017-06-27,46.06
2017-06-28,49.0
2017-06-29,44.589999999999996
2017-06-30,46.55
2017-07-01,39.22
2017-07-02,41.870000000000005
2017-07-03,47.17
2017-07-04,37.1
2017-07-05,45.050000000000004
2017-07-06,41.870000000000005
2017-07-07,49.82
2017-07-08,46.64
2017-07-09,38.690000000000005
2017-07-10,44.52
2017-07-11,41.870000000000005
2017-07-12,45.580000000000005
2017-07-13,46.64
2017-07-14,48.760000000000005
2017-07-15,37.1
2017-07-16,41.34
2017-07-17,46.64
2017-07-18,45.580000000000005
2017-07-19,41.870000000000005
2017-07-20,42.93
2017-07-21,53.0
2017-07-22,41.870000000000005
2017-07-23,40.28
2017-07-24,43.99
2017-07-25,44.52
2017-07-26,42.400000000000006
2017-07-27,46.64
2017-07-28,49.82
2017-07-29,46.64
2017-07-30,41.34
2017-07-31,46.11
2017-08-01,42.84
2017-08-02,39.27
2017-08-03,40.29
2017-08-04,39.27
2017-08-05,37.74
2017-08-06,38.25
2017-08-07,38.76
2017-08-08,43.35
2017-08-09,38.25
2017-08-10,33.15
2017-08-11,43.86
2017-08-12,40.29
2017-08-13,31.62
2017-08-14,38.76
2017-08-15,38.76
2017-08-16,33.15
2017-08-17,40.8
2017-08-18,39.27
2017-08-19,33.15
2017-08-20,31.11
2017-08-21,37.230000000000004
2017-08-22,51.0
2017-08-23,40.29
2017-08-24,38.76
2017-08-25,39.78
2017-08-26,37.230000000000004
2017-08-27,33.15
2017-08-28,39.27
2017-08-29,36.21
2017-08-30,42.84
2017-08-31,46.410000000000004
2017-09-01,51.0
2017-09-02,47.94
2017-09-03,38.76
2017-09-04,38.76
2017-09-05,42.33
2017-09-06,46.92
2017-09-07,50.49
2017-09-08,43.86
2017-09-09,33.660000000000004
2017-09-10,31.62
2017-09-11,37.74
2017-09-12,43.86
2017-09-13,35.19
2017-09-14,44.37
2017-09-15,37.74
2017-09-16,44.88
2017-09-17,30.09
2017-09-18,37.230000000000004
2017-09-19,38.25
2017-09-20,39.78
2017-09-21,35.7
2017-09-22,39.27
2017-09-23,37.230000000000004
2017-09-24,36.72
2017-09-25,35.7
2017-09-26,34.68
2017-09-27,32.13
2017-09-28,38.76
2017-09-29,33.15
2017-09-30,33.660000000000004
2017-10-01,28.98
2017-10-02,28.52
2017-10-03,29.44
2017-10-04,34.04
2017-10-05,32.2
2017-10-06,30.360000000000003
2017-10-07,25.76
2017-10-08,33.120000000000005
2017-10-09,32.2
2017-10-10,33.58
2017-10-11,26.220000000000002
2017-10-12,31.28
2017-10-13,34.04
2017-10-14,30.360000000000003
2017-10-15,27.6
2017-10-16,27.6
2017-10-17,26.68
2017-10-18,46.0
2017-10-19,36.34
2017-10-20,30.360000000000003
2017-10-21,27.14
2017-10-22,24.84
2017-10-23,29.900000000000002
2017-10-24,31.740000000000002
2017-10-25,28.060000000000002
2017-10-26,29.900000000000002
2017-10-27,37.260000000000005
2017-10-28,29.44
2017-10-29,25.76
2017-10-30,33.120000000000005
2017-10-31,28.98
2017-11-01,38.269999999999996
2017-11-02,39.99
2017-11-03,39.56
2017-11-04,38.7
2017-11-05,33.97
2017-11-06,36.98
2017-11-07,41.28
2017-11-08,33.97
2017-11-09,38.7
2017-11-10,39.99
2017-11-11,33.11
2017-11-12,35.26
2017-11-13,32.25
2017-11-14,34.4
2017-11-15,36.98
2017-11-16,38.7
2017-11-17,33.11
2017-11-18,38.269999999999996
2017-11-19,36.98
2017-11-20,36.55
2017-11-21,38.7
2017-11-22,36.12
2017-11-23,32.68
2017-11-24,37.839999999999996
2017-11-25,36.12
2017-11-26,33.97
2017-11-27,38.7
2017-11-28,43.0
2017-11-29,40.85
2017-11-30,42.14
2017-12-01,35.26
2017-12-02,33.11
2017-12-03,24.509999999999998
2017-12-04,38.7
2017-12-05,39.13
2017-12-06,36.12
2017-12-07,32.68
2017-12-08,34.83
2017-12-09,33.97
2017-12-10,29.24
2017-12-11,34.83
2017-12-12,30.96
2017-12-13,32.68
2017-12-14,33.54
2017-12-15,33.54
2017-12-16,31.82
2017-12-17,26.66
2017-12-18,43.0
2017-12-19,30.96
2017-12-20,32.25
2017-12-21,34.83
2017-12-22,35.26
2017-12-23,30.53
2017-12-24,30.96
2017-12-25,41.28
2017-12-26,36.12
2017-12-27,39.56
2017-12-28,37.839999999999996
2017-12-29,36.55
2017-12-30,30.96
2017-12-31,25.8
2018-01-01,27.72
2018-01-02,33.0
2018-01-03,32.56
2018-01-04,35.64
2018-01-05,33.0
2018-01-06,33.0
2018-01-07,31.68
2018-01-08,32.12
2018-01-09,32.56
2018-01-10,30.8
2018-01-11,36.08
2018-01-12,36.96
2018-01-13,36.96
2018-01-14,44.0
2018-01-15,37.4
2018-01-16,33.44
2018-01-17,32.12
2018-01-18,30.8
2018-01-19,29.92
2018-01-20,31.68
2018-01-21,28.16
2018-01-22,29.92
2018-01-23,27.28
2018-01-24,26.4
2018-01-25,29.48
2018-01-26,29.48
2018-01-27,29.92
2018-01-28,29.04
2018-01-29,27.72
2018-01-30,28.6
2018-01-31,30.8
2018-02-01,43.0
2018-02-02,41.71
2018-02-03,30.96
2018-02-04,29.24
2018-02-05,36.98
2018-02-06,39.56
2018-02-07,37.839999999999996
2018-02-08,38.7
2018-02-09,39.99
2018-02-10,30.099999999999998
2018-02-11,30.53
2018-02-12,32.25
2018-02-13,32.68
2018-02-14,32.68
2018-02-15,36.12
2018-02-16,37.41
2018-02-17,30.53
2018-02-18,28.38
2018-02-19,31.82
2018-02-20,32.68
2018-02-21,36.98
2018-02-22,31.82
2018-02-23,34.4
2018-02-24,32.25
2018-02-25,28.81
2018-02-26,31.82
2018-02-27,28.81
2018-02-28,33.97
2018-03-01,33.97
2018-03-02,37.41
2018-03-03,39.13
2018-03-04,35.26
2018-03-05,36.98
2018-03-06,43.0
2018-03-07,42.14
2018-03-08,38.269999999999996
2018-03-09,31.82
2018-03-10,38.269999999999996
2018-03-11,31.39
2018-03-12,39.13
2018-03-13,30.96
2018-03-14,34.83
2018-03-15,40.42
2018-03-16,37.41
2018-03-17,27.95
2018-03-18,33.97
2018-03-19,38.7
2018-03-20,37.41
2018-03-21,38.7
2018-03-22,40.42
2018-03-23,36.55
2018-03-24,41.71
2018-03-25,36.55
2018-03-26,36.55
2018-03-27,37.41
2018-03-28,33.11
2018-03-29,33.11
2018-03-30,38.269999999999996
2018-03-31,34.4
2018-04-01,30.36
2018-04-02,44.0
2018-04-03,36.08
2018-04-04,34.76
2018-04-05,34.32
2018-04-06,38.72
2018-04-07,30.8
2018-04-08,31.68
2018-04-09,34.32
2018-04-10,34.76
2018-04-11,34.32
2018-04-12,35.64
2018-04-13,33.44
2018-04-14,33.0
2018-04-15,34.32
2018-04-16,29.48
2018-04-17,34.76
2018-04-18,36.52
2018-04-19,36.52
2018-04-20,39.160000000000004
2018-04-21,34.76
2018-04-22,28.16
2018-04-23,36.08
2018-04-24,33.0
2018-04-25,33.0
2018-04-26,37.84
2018-04-27,39.6
2018-04-28,35.2
2018-04-29,29.48
2018-04-30,33.44
2018-05-01,39.160000000000004
2018-05-02,40.92
2018-05-03,42.24
2018-05-04,37.4
2018-05-05,36.96
2018-05-06,28.6
2018-05-07,43.56
2018-05-08,38.72
2018-05-09,44.0
2018-05-10,43.56
2018-05-11,40.04
2018-05-12,38.28
2018-05-13,35.2
2018-05-14,38.28
2018-05-15,37.4
2018-05-16,40.92
2018-05-17,40.04
2018-05-18,40.48
2018-05-19,33.44
2018-05-20,34.76
2018-05-21,37.84
2018-05-22,40.92
2018-05-23,40.48
2018-05-24,42.24
2018-05-25,42.24
2018-05-26,37.84
2018-05-27,33.44
2018-05-28,38.72
2018-05-29,36.08
2018-05-30,39.6
2018-05-31,35.64
2018-06-01,38.07
2018-06-02,33.839999999999996
2018-06-03,30.549999999999997
2018-06-04,41.36
2018-06-05,36.19
2018-06-06,32.43
2018-06-07,36.66
2018-06-08,40.419999999999995
2018-06-09,33.37
2018-06-10,31.959999999999997
2018-06-11,34.78
2018-06-12,34.78
2018-06-13,35.25
2018-06-14,39.48
2018-06-15,44.18
2018-06-16,36.19
2018-06-17,31.02
2018-06-18,38.07
2018-06-19,40.419999999999995
2018-06-20,39.48
2018-06-21,42.769999999999996
2018-06-22,36.66
2018-06-23,33.839999999999996
2018-06-24,33.37
2018-06-25,44.18
2018-06-26,36.66
2018-06-27,35.25
2018-06-28,42.769999999999996
2018-06-29,47.0
2018-06-30,33.839999999999996
2018-07-01,36.26
2018-07-02,44.1
2018-07-03,44.589999999999996
2018-07-04,39.69
2018-07-05,36.26
2018-07-06,46.06
2018-07-07,35.28
2018-07-08,31.36
2018-07-09,40.67
2018-07-10,48.019999999999996
2018-07-11,45.57
2018-07-12,48.019999999999996
2018-07-13,46.55
2018-07-14,40.67
2018-07-15,40.18
2018-07-16,36.75
2018-07-17,47.53
2018-07-18,41.16
2018-07-19,42.14
2018-07-20,41.16
2018-07-21,38.71
2018-07-22,38.22
2018-07-23,43.12
2018-07-24,43.61
2018-07-25,40.67
2018-07-26,49.0
2018-07-27,44.589999999999996
2018-07-28,48.51
2018-07-29,38.22
2018-07-30,44.1
2018-07-31,43.61
2018-08-01,44.65
2018-08-02,46.059999999999995
2018-08-03,47.0
2018-08-04,46.059999999999995
2018-08-05,40.89
2018-08-06,44.65
2018-08-07,46.529999999999994
2018-08-08,39.01
2018-08-09,43.71
2018-08-10,46.059999999999995
2018-08-11,36.66
2018-08-12,37.129999999999995
2018-08-13,41.83
2018-08-14,44.18
2018-08-15,45.12
2018-08-16,43.71
2018-08-17,45.12
2018-08-18,41.36
2018-08-19,39.01
2018-08-20,41.36
2018-08-21,40.89
2018-08-22,35.25
2018-08-23,45.589999999999996
2018-08-24,39.48
2018-08-25,33.37
2018-08-26,37.599999999999994
2018-08-27,39.949999999999996
2018-08-28,43.239999999999995
2018-08-29,41.83
2018-08-30,35.72
2018-08-31,42.3
2018-09-01,35.69
2018-09-02,37.41
2018-09-03,40.85
2018-09-04,39.56
2018-09-05,39.13
2018-09-06,43.0
2018-09-07,41.71
2018-09-08,36.12
2018-09-09,30.53
2018-09-10,37.41
2018-09-11,32.68
2018-09-12,40.42
2018-09-13,36.98
2018-09-14,39.99
2018-09-15,35.26
2018-09-16,34.83
2018-09-17,40.42
2018-09-18,34.4
2018-09-19,38.269999999999996
2018-09-20,35.26
2018-09-21,37.839999999999996
2018-09-22,30.099999999999998
2018-09-23,32.25
2018-09-24,36.98
2018-09-25,30.099999999999998
2018-09-26,35.26
2018-09-27,34.83
2018-09-28,38.7
2018-09-29,37.839999999999996
2018-09-30,35.26
2018-10-01,40.32
2018-10-02,35.699999999999996
2018-10-03,37.8
2018-10-04,39.059999999999995
2018-10-05,36.12
2018-10-06,36.54
2018-10-07,35.28
2018-10-08,38.22
2018-10-09,34.86
2018-10-10,36.54
2018-10-11,37.379999999999995
2018-10-12,37.8
2018-10-13,40.32
2018-10-14,36.12
2018-10-15,38.22
2018-10-16,35.28
2018-10-17,40.32
2018-10-18,40.74
2018-10-19,40.32
2018-10-20,34.86
2018-10-21,31.919999999999998
2018-10-22,36.96
2018-10-23,34.44
2018-10-24,34.44
2018-10-25,41.16
2018-10-26,34.44
2018-10-27,34.44
2018-10-28,37.8
2018-10-29,34.019999999999996
2018-10-30,32.339999999999996
2018-10-31,42.0
2018-11-01,42.57
2018-11-02,41.28
2018-11-03,39.13
2018-11-04,33.11
2018-11-05,36.98
2018-11-06,38.269999999999996
2018-11-07,36.98
2018-11-08,38.269999999999996
2018-11-09,43.0
2018-11-10,31.82
2018-11-11,30.96
2018-11-12,38.269999999999996
2018-11-13,33.54
2018-11-14,38.269999999999996
2018-11-15,37.41
2018-11-16,37.839999999999996
2018-11-17,33.97
2018-11-18,30.53
2018-11-19,37.839999999999996
2018-11-20,39.13
2018-11-21,41.71
2018-11-22,35.69
2018-11-23,31.39
2018-11-24,29.669999999999998
2018-11-25,35.69
2018-11-26,35.69
2018-11-27,43.0
2018-11-28,36.55
2018-11-29,38.269999999999996
2018-11-30,36.98
2018-12-01,36.12
2018-12-02,34.86
2018-12-03,38.64
2018-12-04,33.18
2018-12-05,34.44
2018-12-06,36.54
2018-12-07,36.12
2018-12-08,36.96
2018-12-09,28.98
2018-12-10,36.96
2018-12-11,32.339999999999996
2018-12-12,34.86
2018-12-13,32.76
2018-12-14,34.44
2018-12-15,33.6
2018-12-16,31.919999999999998
2018-12-17,32.339999999999996
2018-12-18,28.56
2018-12-19,32.76
2018-12-20,37.8
2018-12-21,34.019999999999996
2018-12-22,41.16
2018-12-23,31.5
2018-12-24,31.919999999999998
2018-12-25,38.64
2018-12-26,42.0
2018-12-27,33.6
2018-12-28,39.9
2018-12-29,37.379999999999995
2018-12-30,30.66
2018-12-31,34.86
2019-01-01,27.95
2019-01-02,29.669999999999998
2019-01-03,33.97
2019-01-04,31.39
2019-01-05,31.82
2019-01-06,27.09
2019-01-07,30.96
2019-01-08,28.81
2019-01-09,29.669999999999998
2019-01-10,28.81
2019-01-11,28.81
2019-01-12,29.24
2019-01-13,27.09
2019-01-14,32.25
2019-01-15,29.24
2019-01-16,30.53
2019-01-17,30.96
2019-01-18,32.68
2019-01-19,35.26
2019-01-20,43.0
2019-01-21,33.11
2019-01-22,30.53
2019-01-23,27.09
2019-01-24,30.53
2019-01-25,34.4
2019-01-26,26.66
2019-01-27,27.09
2019-01-28,32.25
2019-01-29,30.96
2019-01-30,30.53
2019-01-31,35.26
2019-02-01,42.0
2019-02-02,34.86
2019-02-03,26.04
2019-02-04,35.28
2019-02-05,36.54
2019-02-06,37.379999999999995
2019-02-07,37.8
2019-02-08,36.12
2019-02-09,35.699999999999996
2019-02-10,31.919999999999998
2019-02-11,30.24
2019-02-12,31.5
2019-02-13,35.28
2019-02-14,32.76
2019-02-15,32.339999999999996
2019-02-16,28.14
2019-02-17,31.5
2019-02-18,30.24
2019-02-19,33.6
2019-02-20,28.56
2019-02-21,31.08
2019-02-22,32.76
2019-02-23,31.919999999999998
2019-02-24,27.3
2019-02-25,31.919999999999998
2019-02-26,32.339999999999996
2019-02-27,31.919999999999998
2019-02-28,34.44
2019-03-01,35.69
2019-03-02,33.54
2019-03-03,29.669999999999998
2019-03-04,36.12
2019-03-05,38.7
2019-03-06,40.42
2019-03-07,33.11
2019-03-08,35.26
2019-03-09,32.25
2019-03-10,34.4
2019-03-11,37.41
2019-03-12,33.97
2019-03-13,36.98
2019-03-14,35.26
2019-03-15,39.13
2019-03-16,37.839999999999996
2019-03-17,30.96
2019-03-18,36.98
2019-03-19,36.98
2019-03-20,37.41
2019-03-21,36.98
2019-03-22,43.0
2019-03-23,31.39
2019-03-24,34.83
2019-03-25,36.12
2019-03-26,39.13
2019-03-27,37.41
2019-03-28,37.839999999999996
2019-03-29,38.269999999999996
2019-03-30,36.12
2019-03-31,31.82
2019-04-01,15.19
2019-04-02,17.15
2019-04-03,17.15
2019-04-04,15.68
2019-04-05,16.66
2019-04-06,16.66
2019-04-07,14.209999999999999
